Month,Year,Label,Sample_Number,GreenAlgae_2ug_L,Bluegreen_3ug_L,Diatoms_4ug_L,Cryptophyta_5ug_L,GreenAlgae_14cells_mL,Bluegreen_15cells_mL,Diatoms_16cells_mL,Cryptophyta_17cells_mL,Temp_degC,Time,Date,DOSAT_%SAT,DO_mg_L,FLUORRFU_RFU,FLUOR_ug_L,FNU_FNU,pH,SPC_uS_cm,WT_C,PAR1_umol_m-2_s-1,PAR2_umol_m-2_s-1,Latitude,Longitude,Region
March,2021,Grizzly Bay/Suisun Marsh,94,2.39,2,3.34,0,1268.48,1997.57,1502.57,0,12.36,13:06,3/10/2021,91.5,9.341666667,1.384166667,5.68,35.15,7.85,8177.333333,13.14416667,NA,NA,-122.0489915,38.18064042,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,95,2.57,2.01,3.31,0,1362.14,2009.48,1491.1,0,12.34,13:07,3/10/2021,91.46052632,9.381052632,0.947894737,3.788421053,33.52368421,7.836842105,8100.789474,12.94342105,5.679615385,25.53192308,-122.0492126,38.18083543,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,96,2.42,1.99,3.31,0,1282.57,1991.71,1488.9,0,12.36,13:08,3/10/2021,91.20555556,9.367222222,0.861388889,3.415416667,33.99861111,7.831666667,8108.847222,12.88097222,4.312833333,22.04566667,-122.0493319,38.18079697,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,97,2.49,2.02,3.32,0,1322.38,2021.33,1493.48,0,12.33,13:09,3/10/2021,90.92063492,9.349047619,0.903333333,3.587301587,36.25555556,7.825714286,8164.650794,12.81666667,0,3.713529412,-122.0493441,38.1808256,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,98,2.51,1.98,3.4,0,1330.71,1979.43,1530.14,0,12.37,13:10,3/10/2021,91.15,9.303333333,1.338333333,5.498333333,35.425,7.83,8102.5,13.16,NA,NA,-122.0492629,38.18093556,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,99,2.39,1.97,3.3,0,1265.24,1969.1,1482.9,0,12.38,13:11,3/10/2021,91.275,9.313333333,1.334166667,5.485,34.23333333,7.83,8099.25,13.17916667,NA,NA,-122.0498631,38.18104875,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,100,2.37,1.97,3.36,0,1256.81,1971.1,1511.33,0,12.45,13:12,3/10/2021,91.45,9.32,1.299166667,5.34,34.10833333,7.83,8028.25,13.24,NA,NA,-122.0509335,38.18130486,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,101,2.33,1.98,3.41,0,1237.48,1978.43,1536.57,0,12.46,13:13,3/10/2021,91.475,9.32,1.335,5.49,34.63333333,7.83,7990.166667,13.2525,NA,NA,-122.0518892,38.18168278,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,102,2.42,1.99,3.52,0,1281.9,1992.24,1582.24,0,12.46,13:14,3/10/2021,91.34166667,9.311666667,1.386666667,5.694166667,35.21666667,7.83,7957.083333,13.245,NA,NA,-122.0527494,38.18205632,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,103,2.4,2,3.43,0,1270.33,2000.95,1545.05,0,12.45,13:15,3/10/2021,91.4,9.313333333,1.375,5.650833333,36.53333333,7.83,7917.25,13.26083333,NA,NA,-122.0534392,38.18239514,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,104,2.38,2.02,3.5,0,1259.81,2019.14,1575.9,0,12.47,13:16,3/10/2021,91.39166667,9.31,1.393333333,5.720833333,37.20833333,7.83,7835.75,13.28416667,NA,NA,-122.0540825,38.18268,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,105,2.62,2.02,3.59,0,1386.86,2018.33,1616.14,0,12.48,13:17,3/10/2021,91.26666667,9.306666667,1.461666667,5.9975,36.70833333,7.829166667,7812.083333,13.26416667,NA,NA,-122.0547346,38.18300542,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,106,2.61,2.01,3.57,0,1383.7,2011.65,1606.7,0,12.42,13:18,3/10/2021,90.99166667,9.2875,1.514166667,6.205,36.69166667,7.82,7768.5,13.22666667,NA,NA,-122.0551699,38.18351194,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,107,2.38,2.04,3.4,0,1262.24,2036.19,1530.57,0,12.4,13:19,3/10/2021,90.48333333,9.248333333,1.454166667,5.959166667,37.89166667,7.815,7671,13.17083333,NA,NA,-122.0556122,38.18396972,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,108,2.33,2.05,3.48,0,1232.24,2050.38,1563.95,0,12.4,13:20,3/10/2021,90.36666667,9.23,1.456666667,5.976666667,37.575,7.81,7564,13.21333333,NA,NA,-122.0558332,38.18451167,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,109,2.47,2.05,3.55,0,1308.24,2047.57,1599.24,0,12.41,13:21,3/10/2021,90.225,9.220833333,1.484166667,6.090833333,36.83333333,7.81,7509.75,13.2125,NA,NA,-122.05568,38.18516264,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,110,2.46,2.02,3.65,0,1304.38,2022.24,1640.62,0,12.43,13:22,3/10/2021,90.03636364,9.203636364,1.492727273,6.124545455,37.54545455,7.800909091,7447.909091,13.21181818,NA,NA,-122.0554832,38.18576061,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,111,2.47,2.03,3.8,0,1311,2034.14,1711.14,0,12.46,13:23,3/10/2021,89.925,9.19,1.525,6.249166667,37.48333333,7.8,7324.583333,13.24416667,NA,NA,-122.0552386,38.18630847,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,112,2.6,2.07,4.04,0,1380.14,2070.05,1816,0,12.56,13:24,3/10/2021,89.9,9.171666667,1.628333333,6.6675,38.50833333,7.8,7175.25,13.3375,NA,NA,-122.0554021,38.18650542,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,113,2.67,2.08,4.03,0,1413.1,2083.67,1810.95,0,12.66,13:25,3/10/2021,90.14,9.2334,1.0228,4.0744,37.366,7.7836,7108.02,13.1682,0,7.322631579,-122.0554406,38.18652103,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,114,2.64,2.09,4.02,0,1401.62,2085.95,1809.76,0,12.64,13:26,3/10/2021,89.9195122,9.207804878,1.043414634,4.173414634,36.30731707,7.778780488,7097.512195,13.19878049,0,0.745172414,-122.0554378,38.18653227,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,115,2.64,2.12,4,0,1398.43,2124.62,1802.62,0,12.66,13:27,3/10/2021,89.98333333,9.166666667,1.474166667,6.040833333,40.2,7.799166667,7098.583333,13.43583333,NA,NA,-122.0554703,38.18654833,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,116,2.69,2.09,4.03,0,1425.24,2093.38,1812.48,0,12.66,13:28,3/10/2021,89.96666667,9.156666667,1.5,6.146666667,38.975,7.79,7084,13.44833333,NA,NA,-122.0554604,38.18655875,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,117,2.6,2.12,4.04,0,1376.71,2123.19,1818.1,0,12.69,13:29,3/10/2021,90.1,9.166666667,1.453333333,5.963333333,39.38333333,7.7925,7067.083333,13.47833333,NA,NA,-122.0554514,38.18655486,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,118,2.68,2.1,4,0,1418.76,2100.95,1801,0,12.71,13:30,3/10/2021,90.13333333,9.17,1.435,5.886666667,39.81666667,7.793333333,7049.666667,13.49833333,NA,NA,-122.0554485,38.18654708,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,119,2.58,2.1,3.98,0,1367.43,2100.86,1792.05,0,12.75,13:31,3/10/2021,90.11666667,9.168333333,1.4275,5.854166667,38.425,7.79,7034.083333,13.50666667,NA,NA,-122.0554647,38.18654306,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,120,2.59,2.11,3.98,0,1371.71,2108.14,1790.14,0,12.72,13:32,3/10/2021,90.01666667,9.1575,1.438333333,5.903333333,38.75833333,7.79,7006.083333,13.5,NA,NA,-122.0554697,38.18654931,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,121,2.57,2.09,4.02,0,1362.43,2094.1,1811.24,0,12.75,13:33,3/10/2021,89.975,9.15,1.445,5.924166667,38.16666667,7.79,6994.916667,13.515,NA,NA,-122.0554768,38.18655583,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,122,2.55,2.1,4.03,0,1349.62,2102.43,1814.05,0,12.77,13:34,3/10/2021,90.10833333,9.159166667,1.454166667,5.96,38.35833333,7.79,6993.416667,13.55083333,NA,NA,-122.0554488,38.18656713,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,123,2.61,2.1,4.04,0,1382.67,2099.48,1817.1,0,12.8,13:35,3/10/2021,90.2,9.16,1.444166667,5.925833333,38.59166667,7.79,6982.333333,13.575,NA,NA,-122.0554383,38.18656792,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,124,2.49,2.06,3.98,0,1317.86,2059.43,1790.29,0,12.79,13:36,3/10/2021,90.10833333,9.154166667,1.4775,6.061666667,37.9,7.79,6949.833333,13.5725,NA,NA,-122.0553993,38.18621625,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,125,2.56,2.07,3.99,0,1359.24,2072,1794.67,0,12.68,13:37,3/10/2021,89.875,9.145833333,1.5975,6.546666667,38.94166667,7.785833333,6984.333333,13.49583333,NA,NA,-122.0554,38.18418764,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,126,2.53,2,3.76,0,1341.62,2004.38,1690,0,12.54,13:38,3/10/2021,90.03333333,9.178333333,1.6175,6.620833333,37.85833333,7.78,7339,13.35333333,NA,NA,-122.0528636,38.18233097,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,127,2.64,1.97,3.54,0,1396.05,1972.76,1591.33,0,12.47,13:39,3/10/2021,90.40833333,9.223333333,1.505833333,6.18,36.96666667,7.7825,7695.916667,13.255,NA,NA,-122.0502493,38.18154792,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,128,2.69,1.96,3.65,0,1424.29,1959.14,1642.57,0,12.49,13:40,3/10/2021,90.81666667,9.26,1.5175,6.221666667,34.40833333,7.79,7825.916667,13.2575,NA,NA,-122.0485576,38.18085958,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,129,2.66,1.94,3.76,0,1411.19,1937.33,1690.57,0,12.57,13:41,3/10/2021,91.35833333,9.295833333,1.535,6.293333333,34.275,7.799166667,7895.083333,13.3375,NA,NA,-122.0469126,38.17975694,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,130,2.5,1.97,3.47,0,1323.81,1973.52,1562.1,0,12.5,13:42,3/10/2021,91.54166667,9.315833333,1.445,5.929166667,34.20833333,7.8,7995.333333,13.32666667,NA,NA,-122.0484871,38.17844361,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,131,2.62,2,3.25,0,1386.14,1998.81,1460.9,0,12.31,13:43,3/10/2021,91.04166667,9.295833333,1.4,5.7475,37.19166667,7.7975,8385.666667,13.09916667,NA,NA,-122.0550754,38.17929639,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,132,2.62,1.99,3.24,0,1389.25,1994.05,1458.05,0,12.38,13:44,3/10/2021,91.74166667,9.345833333,1.321666667,5.426666667,35.66666667,7.805,8663.083333,13.15333333,NA,NA,-122.0575283,38.17915556,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,133,2.66,1.99,3.28,0,1408.29,1991,1476,0,12.34,13:45,3/10/2021,92.33333333,9.41,1.308333333,5.369166667,35.55833333,7.81,8752.916667,13.12416667,NA,NA,-122.0571258,38.17919792,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,134,2.78,1.97,3.46,0,1471.81,1975,1557.86,0,12.38,13:46,3/10/2021,92.20833333,9.391666667,1.350833333,5.548333333,35.60833333,7.819166667,8645.833333,13.17416667,NA,NA,-122.0553381,38.17945695,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,135,2.74,1.96,3.44,0,1451.14,1959.57,1549.24,0,12.37,13:47,3/10/2021,91.9,9.37,1.335454545,5.486363636,33.26363636,7.82,8518.181818,13.15363636,NA,NA,-122.0543276,38.17946106,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,136,2.56,2.04,3.21,0,1354.24,2038.43,1444.33,0,12.29,13:48,3/10/2021,92.01666667,9.395,1.341666667,5.505833333,36.925,7.82,8562.5,13.07166667,NA,NA,-122.0564886,38.17923667,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,137,2.7,2.01,3.23,0,1429.57,2005.86,1453.67,0,12.28,13:49,3/10/2021,92.05833333,9.39,1.385833333,5.691666667,37.20833333,7.813333333,8766.416667,13.0875,NA,NA,-122.0570286,38.17507125,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,138,2.82,1.98,3.13,0,1494.95,1983.62,1408.9,0.05,12.15,13:50,3/10/2021,92.60833333,9.441666667,1.3625,5.604166667,34.71666667,7.8175,9440.75,13,NA,NA,-122.0599056,38.17202292,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,139,2.81,1.96,3.01,0,1488.57,1958.52,1354.1,0,12.09,13:51,3/10/2021,93.06666667,9.489166667,1.2175,5.0175,33.95833333,7.825833333,10043.91667,12.88,NA,NA,-122.0670678,38.17119778,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,140,3.17,2.01,3.41,0,1682.76,2013.33,1534.43,0,12.25,13:52,3/10/2021,93.61666667,9.5175,1.381666667,5.673333333,34.25833333,7.846666667,9919.166667,13.0375,NA,NA,-122.0667388,38.16688472,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,141,3.56,2,3.46,0,1886.19,1997.71,1558.05,0,12.15,13:53,3/10/2021,93.45833333,9.5025,1.446666667,5.935833333,34.875,7.84,10333.5,12.9625,NA,NA,-122.0612615,38.16244597,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,142,3.84,1.92,3.51,0.02,2036.81,1918.62,1581.29,0.48,12.11,13:54,3/10/2021,94.03333333,9.543333333,1.39,5.699166667,30.08333333,7.85,11105.91667,12.91333333,NA,NA,-122.0572016,38.15832847,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,143,3.78,2.11,3.28,0,2004.29,2114.33,1476.71,0,12.01,13:55,3/10/2021,94.44166667,9.584166667,1.413333333,5.8025,38.825,7.868333333,11501.66667,12.84833333,NA,NA,-122.0554243,38.15694278,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,144,3.88,2.11,3.8,0.01,2055.43,2108.24,1712.48,0.14,12.09,13:56,3/10/2021,94.65,9.5975,1.470833333,6.035,37.85,7.8825,11535.33333,12.87083333,NA,NA,-122.0534414,38.15606236,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,145,3.14,1.81,4,0.22,1663.33,1806.52,1799.38,6.62,12.04,13:57,3/10/2021,95.24166667,9.6525,1.33,5.465833333,29.68333333,7.898333333,11739.58333,12.87,NA,NA,-122.0510006,38.15748583,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,146,3.43,1.82,4.46,0.28,1819.81,1821.95,2007.52,8.43,12.11,13:58,3/10/2021,96.30833333,9.78,1.536666667,6.298333333,28.48333333,7.9375,11164.66667,12.88,NA,NA,-122.047239,38.16213458,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,147,3.59,1.79,4.61,0.3,1902.43,1794.19,2072.76,8.9,12.39,13:59,3/10/2021,95.88333333,9.720833333,1.614166667,6.616666667,28.60833333,7.9325,10009.75,13.15,NA,NA,-122.0429719,38.16667208,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,148,3.33,1.83,4.28,0.1,1767.57,1827.52,1924.52,2.86,12.37,14:00,3/10/2021,95.275,9.660833333,1.5225,6.239166667,27.5,7.915,9672.333333,13.20166667,NA,NA,-122.0380007,38.17063583,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,149,3.07,1.86,3.84,0.01,1627.52,1854.67,1728.19,0.14,12.27,14:01,3/10/2021,94.575,9.6125,1.395833333,5.73,27.58333333,7.901666667,9650.583333,13.08166667,NA,NA,-122.0313975,38.17112764,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,150,3.14,1.88,3.73,0,1663.14,1879.14,1679.1,0.05,12.4,14:02,3/10/2021,94.16666667,9.573333333,1.456666667,5.975833333,28.85,7.891666667,9187.583333,13.16083333,NA,NA,-122.0246333,38.16999889,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,151,3.36,1.88,4.14,0.02,1779.81,1875.48,1863.33,0.48,12.49,14:03,3/10/2021,94.05833333,9.551666667,1.536666667,6.2975,28.58333333,7.884166667,8777.666667,13.28,NA,NA,-122.0207038,38.17063542,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,152,3.64,1.89,4.11,0.02,1926.81,1889.52,1850.86,0.57,12.47,14:04,3/10/2021,93.83076923,9.534615385,1.531538462,6.256153846,28.19230769,7.869230769,8825.076923,13.24769231,17.45,277.04,-122.0201011,38.17101013,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,153,3.65,1.83,4.45,0.17,1935.38,1834.67,2003.67,5.05,12.65,14:05,3/10/2021,94.85555556,9.65625,1.044166667,4.145277778,25.67361111,7.852916667,8388.527778,13.23611111,4.6745,120.3321667,-122.0201738,38.17094697,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,154,3.76,1.8,4.62,0.3,1994.48,1795.38,2079.81,8.81,12.72,14:06,3/10/2021,94.5375,9.641527778,1.111944444,4.417222222,45.2625,7.848611111,8519.777778,13.13388889,0.042,13.29316667,-122.0203798,38.17090591,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,155,3.87,1.78,4.72,0.29,2052,1778.1,2125.71,8.9,12.75,14:07,3/10/2021,93.015625,9.5253125,1.1221875,4.50625,88.284375,7.83375,8978.6875,12.8653125,0,0,-122.0205759,38.17091027,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,156,3.88,1.81,4.81,0.19,2058.24,1805.76,2166.48,5.86,12.7,14:08,3/10/2021,94.96666667,9.61,1.59,6.518333333,27.825,7.879166667,8405.583333,13.4875,NA,NA,-122.0210133,38.17069417,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,157,3.81,1.87,4.66,0.06,2018.81,1873,2095.38,1.76,12.61,14:09,3/10/2021,94.69166667,9.594166667,1.653333333,6.766666667,28.40833333,7.871666667,8586.583333,13.4125,NA,NA,-122.0219107,38.17016528,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,158,3.84,1.84,4.81,0.17,2035.14,1837,2164.14,4.95,12.64,14:10,3/10/2021,94.53333333,9.585,1.690833333,6.918333333,28.95833333,7.87,8566.75,13.40583333,NA,NA,-122.0232653,38.16990167,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,159,3.68,1.84,4.72,0.1,1952.33,1836.33,2125.1,2.86,12.6,14:11,3/10/2021,94.68333333,9.5975,1.72,7.0375,27.91666667,7.87,8591.833333,13.3975,NA,NA,-122.0244564,38.16990014,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,160,3.54,1.84,4.32,0.01,1876.95,1844.62,1944.29,0.33,12.52,14:12,3/10/2021,94.425,9.589166667,1.671666667,6.838333333,27.79166667,7.87,8631.666667,13.30666667,NA,NA,-122.0256278,38.16997958,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,161,3.43,1.83,4.09,0.01,1817.9,1827.05,1841.52,0.19,12.43,14:13,3/10/2021,94.1,9.568181818,1.619090909,6.640909091,27.58181818,7.866363636,8685.090909,13.24181818,NA,NA,-122.0267353,38.17020348,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,162,3.2,1.87,3.54,0,1695.95,1867.29,1593,0,12.38,14:14,3/10/2021,93.75,9.545,1.5375,6.3025,29.19166667,7.86,8739.666667,13.17666667,NA,NA,-122.027909,38.17048104,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,163,2.82,1.96,3.04,0,1496.67,1956,1366.62,0,12.29,14:15,3/10/2021,93.03333333,9.486666667,1.394166667,5.723333333,33.73333333,7.845,8796.5,13.09333333,NA,NA,-122.0291365,38.17079931,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,164,2.89,1.87,3.05,0,1530.48,1870.62,1371.38,0,12.31,14:16,3/10/2021,92.66666667,9.45,1.276666667,5.250833333,31.575,7.84,8799.916667,13.08166667,NA,NA,-122.03026,38.17120792,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,165,3.07,1.83,3.21,0,1628.86,1833.38,1443.71,0,12.3,14:17,3/10/2021,92.78333333,9.46,1.339166667,5.5,30.44166667,7.84,8864.833333,13.08333333,NA,NA,-122.0312674,38.17156153,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,166,3.18,1.86,3.35,0,1683.33,1855.9,1507.67,0,12.3,14:18,3/10/2021,93.05,9.485,1.406666667,5.774166667,29.13333333,7.84,8930.416667,13.08833333,NA,NA,-122.0322317,38.17170708,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,167,3.12,1.83,3.49,0,1651.29,1835.24,1571.95,0,12.26,14:19,3/10/2021,93.25,9.5025,1.445833333,5.933333333,28.50833333,7.848333333,9026.166667,13.08333333,NA,NA,-122.0331928,38.17177056,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,168,3.15,1.84,3.52,0,1671,1836,1581.86,0,12.24,14:20,3/10/2021,93.40833333,9.521666667,1.425,5.85,28.63333333,7.853333333,9205.416667,13.0275,NA,NA,-122.0342463,38.17178708,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,169,3.06,1.84,3.62,0.01,1619.95,1839.9,1626.76,0.14,12.29,14:21,3/10/2021,93.775,9.55,1.4,5.745833333,27.29166667,7.86,9312.666667,13.06083333,NA,NA,-122.0350222,38.17167153,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,170,3.14,1.83,3.62,0.01,1663.52,1827.24,1630.95,0.19,12.22,14:22,3/10/2021,93.95185185,9.607037037,1.107407407,4.459259259,26.1037037,7.850740741,9315.592593,12.88962963,0,0,-122.0353577,38.17168678,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,171,3.24,1.82,3.75,0.01,1719.38,1820.43,1685.1,0.33,12.24,14:23,3/10/2021,93.31527778,9.581111111,0.885555556,3.511388889,38.67777778,7.840138889,9427.305556,12.67027778,0,0,-122.0355157,38.17171286,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,172,3.17,1.83,3.76,0.01,1679.76,1833.14,1690.33,0.24,12.29,14:24,3/10/2021,92.17272727,9.483409091,0.955681818,3.819545455,53.17272727,7.836818182,9760.454545,12.52159091,0,0,-122.0356912,38.1717298,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,173,3.11,1.82,3.57,0,1647.19,1822.86,1605.57,0,12.23,14:25,3/10/2021,93.84166667,9.563333333,1.435833333,5.889166667,27.48333333,7.87,9245.333333,13.03083333,NA,NA,-122.0360206,38.17172583,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,174,3.13,1.82,3.6,0,1659.38,1815.81,1618.14,0.05,12.27,14:26,3/10/2021,93.8,9.56,1.455,5.975833333,28.14166667,7.87,9211.25,13.045,NA,NA,-122.0363126,38.17173167,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,175,3.15,1.82,3.6,0.01,1669.57,1822.05,1621.38,0.29,12.25,14:27,3/10/2021,93.73333333,9.553333333,1.443333333,5.920833333,27.675,7.868333333,9188.166667,13.03666667,NA,NA,-122.0366917,38.17147417,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,176,3.19,1.83,3.76,0,1689.1,1833.43,1692,0,12.3,14:28,3/10/2021,93.9,9.5625,1.476666667,6.06,27.83333333,7.87,9200,13.07916667,NA,NA,-122.0372687,38.17109153,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,177,3.21,1.89,3.78,0,1701.1,1889,1699.76,0.05,12.33,14:29,3/10/2021,93.96666667,9.566666667,1.4775,6.063333333,30.375,7.868333333,9155.75,13.10583333,NA,NA,-122.0375699,38.17096917,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,178,3.22,1.88,3.76,0.01,1707.38,1884.67,1690.43,0.29,12.31,14:30,3/10/2021,94.04166667,9.569166667,1.481666667,6.075833333,29.93333333,7.866666667,9076.333333,13.13666667,NA,NA,-122.0378699,38.17085555,Suisun Bay
March,2021,Grizzly Bay/Suisun Marsh,179,3.17,1.9,3.6,0,1680.86,1903.62,1618.33,0,12.32,14:31,3/10/2021,93.9,9.56,1.435555556,5.897777778,28.78888889,7.87,9085,13.10777778,NA,NA,-122.038125,38.17077481,Suisun Bay
March,2021,Mid Delta Day 2,1,1.59,1.35,2.88,0.14,844.55,1353.05,1296,4.3,12.2,7:33,3/5/2021,91.6,9.63,1.04,4.31,5.4,7.5,644,13.01,NA,NA,-121.7533917,38.01777167,Confluence
March,2021,Mid Delta Day 2,2,1.55,1.38,2.92,0.1,819.33,1385.38,1315.71,3,12.19,7:34,3/5/2021,91.65185185,9.673703704,0.908148148,3.655185185,6.455555556,7.631851852,623.9259259,12.84074074,12.684,107.026,-121.7533844,38.01778414,Confluence
March,2021,Mid Delta Day 2,3,1.55,1.4,3,0.14,821.62,1404,1349.67,4.19,12.19,7:35,3/5/2021,91.44615385,9.650769231,0.889230769,3.588461538,6.423076923,7.617692308,625.4230769,12.85576923,12.92,107.8214286,-121.753376,38.01778579,Confluence
March,2021,Mid Delta Day 2,4,1.63,1.39,3.14,0.17,864.76,1388.33,1412,5,12.2,7:36,3/5/2021,91.20833333,9.5875,1.023333333,4.230833333,5.341666667,7.450833333,644,13.02,NA,NA,-121.7534103,38.01776167,Confluence
March,2021,Mid Delta Day 2,5,1.71,1.39,3.28,0.16,904.33,1392.86,1475.19,4.76,12.18,7:37,3/5/2021,91.39166667,9.608333333,1.06,4.374166667,5.458333333,7.4575,644,13.01166667,NA,NA,-121.7533999,38.01777722,Confluence
March,2021,Mid Delta Day 2,6,1.65,1.37,3.34,0.22,872.71,1370.1,1502.05,6.52,12.19,7:38,3/5/2021,91.34166667,9.603333333,1.085833333,4.4775,5.416666667,7.45,644,13.00583333,NA,NA,-121.7533603,38.01781278,Confluence
March,2021,Mid Delta Day 2,7,1.76,1.34,3.56,0.2,931.52,1338.38,1600.38,5.86,12.16,7:39,3/5/2021,91.03333333,9.576666667,1.105,4.5575,5.608333333,7.4475,645,12.97666667,NA,NA,-121.753274,38.01790722,Confluence
March,2021,Mid Delta Day 2,8,2.1,1.38,3.8,0.22,1111.14,1376.81,1710.38,6.52,12.19,7:40,3/5/2021,91.44166667,9.620833333,1.129166667,4.66,5.5,7.454166667,645,12.98,NA,NA,-121.7528779,38.01792333,Confluence
March,2021,Mid Delta Day 2,9,2.15,1.37,3.84,0.28,1139.33,1373.81,1727.95,8.57,12.13,7:41,3/5/2021,93.05833333,9.7975,1.185,4.880833333,5.641666667,7.48,644.5833333,12.95333333,NA,NA,-121.7524501,38.01805972,Confluence
March,2021,Mid Delta Day 2,10,1.59,1.49,3.51,0.19,842.33,1494.05,1578.71,5.81,11.99,7:42,3/5/2021,93.05833333,9.818333333,1.1075,4.570833333,6.008333333,7.49,637.25,12.85416667,NA,NA,-121.7524139,38.01875306,Confluence
March,2021,Mid Delta Day 2,11,1.39,1.53,3.28,0.2,737.62,1534.9,1477.57,5.86,11.9,7:43,3/5/2021,92.04166667,9.73,1.053333333,4.349166667,6.341666667,7.479166667,637.4166667,12.76166667,NA,NA,-121.7524542,38.01985542,Confluence
