Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10,1996-01-18,13:30:00,NA,NA,"Windy, intermittant rain",NA,NA,NA,NA,NA,7.42,8.65,NA,NA,0.33,NA,NA,NA,89,1.8,NA,NA,0.6,NA,0.24,0.47,17,1.6,NA,NA,NA,NA,694,9.2,NA,11,22,NA,NA,NA,NA,NA,NA,NA
C10,1996-02-07,13:10:00,NA,NA,"Cool, Calm",NA,NA,NA,NA,NA,1.51,8.27,NA,NA,0.23,NA,NA,NA,26,0.93,NA,NA,0.7,NA,0.21,0.47,13,1.5,NA,NA,NA,NA,284,8.4,NA,13,39,NA,NA,NA,NA,NA,NA,NA
C10,1996-03-11,12:40:00,NA,D.O. questionable,Sunny,NA,NA,NA,NA,NA,9.11,2.29,NA,NA,0.01,NA,NA,NA,21,0.47,NA,NA,0.2,NA,0.04,0.12,12,0.4,NA,NA,NA,NA,228,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA
C10,1996-04-08,11:50:00,NA,NA,"suny, breezy",NA,NA,NA,NA,NA,11.5,5.92,NA,NA,0.03,NA,NA,NA,45,0.78,NA,NA,0.2,NA,0.06,0.19,12,0.6,NA,NA,NA,NA,410,8.8,NA,16,15,NA,NA,NA,NA,NA,NA,NA
C10,1996-05-07,10:30:00,NA,NA,"Sunny, clear",NA,NA,NA,NA,NA,2.56,1.47,NA,NA,0.02,NA,NA,NA,33,0.78,NA,NA,0.2,NA,0.05,0.09,12,0.3,NA,NA,NA,NA,285,9,NA,16,10,NA,NA,NA,NA,NA,NA,NA
C10,1996-06-05,10:00:00,NA,NA,"Clear, hot, light breeze",NA,NA,NA,NA,NA,24.89,9.21,NA,NA,0.01,NA,NA,NA,56,1.1,NA,NA,0.4,NA,0.06,0.19,13,0.7,NA,NA,NA,NA,193,8,NA,22,15,NA,NA,NA,NA,NA,NA,NA
C10,1996-07-19,09:40:00,NA,NA,"Warm, partly cloudy",NA,NA,NA,NA,NA,30.22,29.61,NA,NA,0.03,NA,NA,NA,84,2.3,NA,NA,0.4,NA,0.11,0.31,16,1.2,NA,NA,NA,NA,708,7.8,NA,22,44,NA,NA,NA,NA,NA,NA,NA
C10,1996-08-16,09:50:00,NA,NA,"Warm, sunny",NA,NA,NA,NA,NA,20.25,11.37,NA,NA,0.05,NA,NA,NA,75,2,NA,NA,0.2,NA,0.15,0.34,17,0.8,NA,NA,NA,NA,617,6.5,NA,25,33,NA,NA,NA,NA,NA,NA,NA
C10,1996-09-17,10:55:00,NA,NA,"Clear, moderate wind",NA,NA,NA,NA,NA,13.74,6.1,NA,NA,0.04,NA,NA,NA,60,1.8,NA,NA,0.3,NA,0.12,0.21,17,0.7,NA,NA,NA,NA,516,8.5,NA,18,21,NA,NA,NA,NA,NA,NA,NA
C10,1996-10-16,11:15:00,NA,NA,"Sunny, windy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,30,0.9,NA,NA,0.2,NA,0.09,0.17,13,0.5,NA,NA,NA,NA,289,8.9,NA,17,15,NA,NA,NA,NA,NA,NA,NA
C10,1996-11-13,12:00:00,NA,NA,"Cloudy, warm",NA,NA,NA,NA,NA,3.8,3.77,NA,NA,0.22,NA,NA,NA,90,1.67,NA,NA,0.3,NA,0.08,0.17,16,0.9,NA,NA,NA,NA,692,8.7,NA,14,11,NA,NA,NA,NA,NA,NA,NA
C10,1996-12-12,12:15:00,NA,Very turbid,"Cloudy, breezy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,17,1.21,NA,NA,0.7,NA,0.23,0.45,13,1.5,NA,NA,NA,NA,207,8.7,NA,14,40,NA,NA,NA,NA,NA,NA,NA
C10,1997-02-10,11:30:00,NA,NA,"Sunny, calm",NA,NA,NA,NA,NA,5.4,1.49,NA,NA,0.02,NA,NA,NA,17,0.51,NA,NA,0.3,NA,0.08,0.16,13,0.5,NA,NA,NA,NA,201,9.4,NA,12,25,NA,NA,NA,NA,NA,NA,NA
C10,1997-03-12,11:00:00,NA,NA,Clear,NA,NA,NA,NA,NA,6.44,3.15,NA,NA,0.06,NA,NA,NA,31,0.72,NA,NA,0.1,NA,0.06,0.18,12,0.6,NA,NA,NA,NA,308,9.3,NA,13,22,NA,NA,NA,NA,NA,NA,NA
C10,1997-04-10,11:15:00,NA,NA,Windy,NA,NA,NA,NA,NA,36.36,11.06,NA,NA,0.01,NA,NA,NA,105,2.4,NA,NA,0.3,NA,0.1,0.23,16,0.9,NA,NA,NA,NA,819,9.9,NA,15,17,NA,NA,NA,NA,NA,NA,NA
C10,1997-05-09,09:20:00,NA,NA,Warm,NA,NA,NA,NA,NA,6.9,4.32,NA,NA,0.03,NA,NA,NA,4,0.87,NA,NA,0.2,NA,0.06,0.13,9,0.5,NA,NA,NA,NA,87,8.9,NA,18,6,NA,NA,NA,NA,NA,NA,NA
C10,1997-06-09,11:05:00,NA,NA,"Sunny, warm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,72,1.9,NA,NA,0.2,NA,0.07,0.22,14,0.9,NA,NA,NA,NA,603,9.4,NA,21,21,NA,NA,NA,NA,NA,NA,NA
C10,1997-07-08,09:35:00,NA,D.O. destroyed in field,"Hot, Still",NA,NA,NA,NA,NA,53.72,16.58,NA,NA,NA,NA,NA,NA,81,2.1,NA,NA,0.3,NA,0.08,0.23,14,1,NA,NA,NA,NA,671,NA,NA,24,30,NA,NA,NA,NA,NA,NA,NA
C10,1997-08-07,10:15:00,NA,NA,"sunny, hot",NA,NA,NA,NA,NA,22.22,13.18,NA,NA,0.04,NA,NA,NA,69,1.9,NA,NA,0.4,NA,0.13,0.25,15,0.9,NA,NA,NA,NA,570,7.6,NA,26,16,NA,NA,NA,NA,NA,NA,NA
C10,1997-09-04,10:45:00,NA,NA,"Hot, still",NA,NA,NA,NA,NA,29.73,7.02,NA,NA,0.01,NA,NA,NA,81,1.9,NA,NA,0.4,NA,0.08,0.21,16,0.9,NA,NA,NA,NA,650,9.4,NA,24,16,NA,NA,NA,NA,NA,NA,NA
C10,1997-10-03,10:30:00,NA,NA,"Sunny, warm",NA,NA,NA,NA,NA,21.97,9.33,NA,NA,0.02,NA,NA,NA,69,1.78,NA,NA,0.5,NA,0.09,0.23,18,0.7,NA,NA,NA,NA,559,8.1,NA,20.5,13,NA,NA,NA,NA,NA,NA,NA
C10,1997-11-04,11:15:00,NA,NA,"Sunny, warm",NA,NA,NA,NA,NA,12.46,6.09,NA,NA,0.11,NA,NA,NA,78,1.9,NA,NA,0.3,NA,0.1,0.24,17,0.7,NA,NA,NA,NA,615,8.8,NA,17,9,NA,NA,NA,NA,NA,NA,NA
C10,1997-12-04,12:40:00,NA,NA,Overcast,NA,NA,NA,NA,NA,4.72,4.24,NA,NA,0.1,NA,NA,NA,116,2,NA,NA,0.5,NA,0.19,0.34,18,0.8,NA,NA,NA,NA,855,7.6,NA,11.6,13,NA,NA,NA,NA,NA,NA,NA
C10,1998-01-02,12:50:00,NA,NA,"partly sunny, windy",NA,NA,NA,NA,NA,5.1,3.68,NA,NA,NA,NA,NA,NA,137,2.4,NA,NA,0.4,NA,0.18,0.26,18,0.7,NA,NA,NA,NA,932,10.6,NA,10.2,11,NA,NA,NA,NA,NA,NA,NA
C10,1998-02-02,12:30:00,NA,East wind,Rain-hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,19,0.69,NA,NA,0.3,NA,0.09,0.21,13.2,0.7,NA,NA,NA,NA,193,9.5,NA,11,29,NA,NA,NA,NA,NA,NA,NA
C10,1998-03-03,11:30:00,NA,NA,"Cloudy, Sunny, Windy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,27,0.73,NA,NA,0.4,NA,0.12,0.21,12.3,0.6,NA,NA,NA,NA,328,9.8,NA,13,14,NA,NA,NA,NA,NA,NA,NA
C10,1998-04-17,11:00:00,NA,NA,"sunny, warm",NA,NA,NA,NA,NA,10.7,2.99,NA,NA,0.02,NA,NA,NA,17,0.4,NA,NA,0.2,NA,0.04,0.12,12.5,0.4,NA,NA,NA,NA,220,8.5,NA,14.4,14,NA,NA,NA,NA,NA,NA,NA
C10,1998-05-15,10:30:00,Site #2,NA,"sunny, warm",NA,NA,NA,NA,NA,5.81,3.17,NA,NA,0.07,NA,NA,NA,17,0.5,NA,NA,0.2,NA,0.06,0.14,13.6,0.4,NA,NA,NA,NA,210,8.7,NA,14.8,20,NA,NA,NA,NA,NA,NA,NA
C10,1998-06-15,10:15:00,NA,NA,"Hot, light breeze",NA,NA,NA,NA,NA,9.71,1.63,NA,NA,0.02,NA,NA,NA,12,0.3,NA,NA,0.2,NA,0.06,0.12,12.9,0.3,NA,NA,NA,NA,160,8.7,NA,21,21,NA,NA,NA,NA,NA,NA,NA
C10,1998-07-13,10:50:00,NA,NA,"sunny, warm",NA,NA,NA,NA,NA,6.56,2.45,NA,NA,0.04,NA,NA,NA,9,0.3,NA,NA,0.2,NA,0.04,0.11,10.9,0.4,NA,NA,NA,NA,119,7.4,NA,21.2,22,NA,NA,NA,NA,NA,NA,NA
C10,1998-08-10,09:55:00,NA,NA,"sunny, warm",NA,NA,NA,NA,NA,22.1,3.57,NA,NA,0.1,NA,NA,NA,39,1.2,NA,NA,0.2,NA,0.07,0.16,13.1,0.6,NA,NA,NA,NA,345,8.2,NA,20.8,20,NA,NA,NA,NA,NA,NA,NA
C10,1998-09-09,10:05:00,NA,NA,"sunny, warm, light breeze",NA,NA,NA,NA,NA,9.57,4.67,NA,NA,0.02,NA,NA,NA,24,0.83,NA,NA,0.2,NA,0.05,0.14,12.2,0.4,NA,NA,NA,NA,257,7.8,NA,20.7,16,NA,NA,NA,NA,NA,NA,NA
C10,1998-10-09,11:05:00,NA,NA,"sunny, windy",NA,NA,NA,NA,NA,7.62,3.34,NA,NA,0.07,NA,NA,NA,20,0.75,NA,NA,0.2,NA,0.06,0.12,11.9,0.4,NA,NA,NA,NA,217,8.5,NA,16.4,11,NA,NA,NA,NA,NA,NA,NA
C10,1998-11-09,13:20:00,NA,NA,"clear, calm",NA,NA,NA,NA,NA,6.2,3.8,NA,NA,0.26,NA,NA,NA,65,1.8,NA,NA,0.3,NA,0.1,0.21,16,0.9,NA,NA,NA,NA,556,8.9,NA,13.4,13,NA,NA,NA,NA,NA,NA,NA
C10,1998-12-07,12:30:00,NA,NA,Sunny and cold,NA,NA,NA,NA,NA,6.8,4.2,NA,NA,0.08,NA,NA,NA,40,1.1,NA,NA,0.3,NA,0.1,0.18,13.3,0.5,NA,NA,NA,NA,367,10.2,NA,9.38,15,NA,NA,NA,NA,NA,NA,NA
C10,1999-01-05,11:45:00,NA,Sample taken with horizontal VanDorn,"Cold, still, foggy",NA,NA,NA,NA,NA,6.8,3,NA,NA,0.09,NA,NA,NA,66,1.5,NA,NA,0.2,NA,0.08,0.13,14,0.4,NA,NA,NA,NA,531,10.6,NA,8.38,7,NA,NA,NA,NA,NA,NA,NA
C10,1999-02-04,11:35:00,NA,NA,"Cool, Partly Cloudy",NA,NA,NA,NA,NA,6.3,1.8,NA,NA,0.08,NA,NA,NA,41,0.81,NA,NA,0.3,NA,0.07,0.14,11.6,0.6,NA,NA,NA,NA,355,10,NA,10.42,10,NA,NA,NA,NA,NA,NA,NA
C10,1999-03-05,11:00:00,NA,NA,Overcast and breezy.,NA,NA,NA,NA,NA,6.2,1.5,NA,NA,0.03,NA,NA,NA,32,0.74,NA,NA,0.2,NA,0.06,0.13,11.8,0.4,NA,NA,NA,NA,306,9.6,NA,10.92,11,NA,NA,NA,NA,NA,NA,NA
C10,1999-04-05,10:50:00,NA,Wind so high the VanDorn would not trip.  Used sample bottle at the surface.  River well mixed and running hard.,"Windy, cloudy, cold",NA,NA,NA,NA,NA,32,8.11,NA,NA,0.01,NA,NA,NA,68,1.2,NA,NA,0.2,NA,0.05,0.15,12.6,0.5,NA,NA,NA,NA,528,10.3,NA,12.1,10,NA,NA,NA,NA,NA,NA,NA
C10,1999-05-04,09:50:00,NA,NA,"Sunny, warm, and clear",NA,NA,NA,NA,NA,5.04,3.15,NA,NA,0.04,NA,NA,NA,23,0.74,NA,NA,0.2,NA,0.05,0.11,11.7,0.4,NA,NA,NA,NA,231,9.7,NA,13.4,12,NA,NA,NA,NA,NA,NA,NA
C10,1999-06-03,09:45:00,NA,NA,"Overcast, cool, calm",NA,NA,NA,NA,NA,20.7,6.71,NA,NA,0.03,NA,NA,NA,60,1.4,NA,NA,0.3,NA,0.08,0.17,14.4,0.7,NA,NA,NA,NA,479,9.3,NA,17.24,20,NA,NA,NA,NA,NA,NA,NA
C10,1999-07-01,09:35:00,NA,NA,"Sunny, warm, and hot",NA,NA,NA,NA,NA,36.6,8.9,NA,NA,0.02,NA,NA,NA,59,1.7,NA,NA,0.4,NA,0.1,0.22,13.8,0.7,NA,NA,NA,NA,618,7.9,NA,24.2,30,NA,NA,NA,NA,NA,NA,NA
C10,1999-08-02,11:10:00,NA,Post cal on E.C. bridge: instrument low.,"Clear, breezy, warm",NA,NA,NA,NA,NA,41,12.5,NA,NA,0.03,NA,NA,NA,65,2.4,NA,NA,0.2,NA,0.06,0.22,18.1,0.9,NA,NA,NA,NA,558,8.5,NA,22.84,32,NA,NA,NA,NA,NA,NA,NA
C10,1999-09-13,11:35:00,NA,NA,"Sunny, warm, light breeze",NA,NA,NA,NA,NA,3.12,0.91,NA,NA,NA,NA,NA,NA,66,2.4,NA,NA,0.3,NA,0.13,0.27,20,1,NA,NA,NA,NA,576,8.3,NA,22.12,23,NA,NA,NA,NA,NA,NA,NA
C10,1999-10-12,10:45:00,NA,NA,"Warm, sunny",NA,NA,NA,NA,NA,6.39,4.55,NA,NA,0.02,NA,NA,NA,55,1.8,NA,NA,0.3,NA,0.1,0.31,16.8,0.8,NA,NA,NA,NA,508,8,NA,19.4,20,NA,NA,NA,NA,NA,NA,NA
C10,1999-11-12,12:45:00,NA,NA,"calm, warm, clear to hazy skys",NA,NA,NA,NA,NA,4.63,2.38,NA,NA,0.05,NA,NA,NA,85,2.2,NA,NA,0.3,NA,0.07,0.16,17.1,0.6,NA,NA,NA,NA,714,8.8,NA,15.68,15,NA,NA,NA,NA,NA,NA,NA
C10,1999-12-13,11:20:00,NA,NA,"Cold, overcast, strong winds (up to 25 mph)",NA,NA,NA,NA,NA,3.82,1.21,NA,NA,0.1,NA,NA,NA,102,1.8,NA,NA,0.2,NA,0.05,0.14,16.7,0.5,NA,NA,NA,NA,825,10.2,NA,9.72,8,NA,NA,NA,NA,NA,NA,NA
C10,2000-01-10,11:55:00,NA,NA,"sunny, warm, slightly overcast",NA,NA,NA,NA,NA,5.98,1.78,NA,NA,0.06,NA,NA,NA,118,1.6,NA,NA,0.3,NA,0.04,0.12,14.3,0.5,NA,NA,NA,NA,887,10.1,NA,9.64,10,NA,NA,NA,NA,NA,NA,NA
C10,2000-02-10,12:30:00,NA,NA,"Driving, heavy rain!!! Wind light.  Thunder and lightning.",NA,NA,NA,NA,NA,7.06,4.99,NA,NA,0.11,NA,NA,NA,144,2.4,NA,NA,0.5,NA,0.2,0.3,17.3,0.8,NA,NA,NA,NA,1080,8.9,NA,11.98,21,NA,NA,NA,NA,NA,NA,NA
C10,2000-03-10,09:50:00,NA,NA,"Partly sunny, light breeze",NA,NA,NA,NA,NA,4.22,1.33,NA,NA,0.02,NA,NA,NA,23,0.12,NA,NA,0.3,NA,0.06,0.11,12.5,0.5,NA,NA,NA,NA,247,9.4,NA,13.7,12,NA,NA,NA,NA,NA,NA,NA
C10,2000-04-07,09:50:00,NA,NA,"Clear, light breeze",NA,NA,NA,NA,NA,10.4,2.48,NA,NA,0.05,NA,NA,NA,59,1.2,NA,NA,0.3,NA,0.11,0.19,14.2,0.6,NA,NA,NA,NA,572,8.3,NA,16.88,12,NA,NA,NA,NA,NA,NA,NA
C10,2000-05-08,09:40:00,NA,NA,"Overcast, Cool, Calm",NA,NA,NA,NA,NA,6.72,2.68,NA,NA,0.02,NA,NA,NA,34,0.88,NA,NA,0.1,NA,0.06,0.12,12.8,0.3,NA,NA,NA,NA,318,9.2,NA,15.6,11,NA,NA,NA,NA,NA,NA,NA
C10,2000-06-06,10:40:00,NA,NA,"Light wind, clear, sunny",NA,NA,NA,NA,NA,21.3,5.98,NA,NA,0.01,NA,NA,NA,50,1.2,NA,NA,0.2,NA,0.05,0.13,13.7,0.5,NA,NA,NA,NA,435,9.4,NA,19.62,16,NA,NA,NA,NA,NA,NA,NA
C10,2000-07-05,11:20:00,NA,NA,"overcast, warm, light breeze",NA,NA,NA,NA,NA,38.4,6.28,NA,NA,0.01,NA,NA,NA,73,2.1,NA,NA,0.3,NA,0.09,0.24,14.6,1,NA,NA,NA,NA,644,8.5,NA,23,28,NA,NA,NA,NA,NA,NA,NA
C10,2000-08-03,11:10:00,NA,NA,"Hot, light wind",NA,NA,NA,NA,NA,44,6.91,NA,NA,0.01,NA,NA,NA,73,1.8,NA,NA,0.2,NA,0.1,0.2,14,0.7,NA,NA,NA,NA,562,9.5,NA,26.2,15,NA,NA,NA,NA,NA,NA,NA
C10,2000-09-01,10:20:00,NA,NA,"Overcast, warm",NA,NA,NA,NA,NA,44.1,3.35,NA,NA,NA,NA,NA,NA,59,1.9,NA,NA,0.2,NA,0.08,0.17,14.9,0.6,NA,NA,NA,NA,520,9.4,NA,20.12,10,NA,NA,NA,NA,NA,NA,NA
C10,2000-10-19,09:25:00,NA,NA,"Warm, Calm",NA,NA,NA,NA,NA,8.4,4.6,NA,NA,0.09,NA,NA,NA,38,1,NA,NA,0.4,NA,0.08,0.24,14.5,0.9,NA,NA,NA,NA,347,8.4,NA,17.3,20,NA,NA,NA,NA,NA,NA,NA
C10,2000-11-01,12:40:00,NA,E.C. reading 4.7% high,"High clouds, calm, warm",NA,NA,NA,NA,NA,1.66,19.3,NA,NA,0.08,NA,NA,NA,59,1.4,NA,NA,0.4,NA,0.09,0.2,15.7,0.8,NA,NA,NA,NA,464,9,NA,14.4,16,NA,NA,NA,NA,NA,NA,NA
C10,2000-12-01,12:20:00,NA,Turbidity & D.O. not recorded,"Over cast, breeze",NA,NA,NA,NA,NA,7.31,2.44,NA,NA,0.07,NA,NA,NA,85,1.8,NA,NA,0.3,NA,0.12,0.21,16.3,0.6,NA,NA,NA,NA,673,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA
C10,2001-01-02,10:55:00,NA,NA,NA,NA,NA,NA,NA,NA,6.19,2.36,NA,NA,0.09,NA,NA,NA,109,1.9,NA,NA,0.3,NA,0.12,0.2,16.9,0.6,NA,NA,NA,NA,828,10.4,NA,8.3,7,NA,NA,NA,NA,NA,NA,NA
C10,2001-02-13,11:00:00,NA,Flat on van caused a day delay,"Windy, warm",NA,NA,NA,NA,NA,10.7,5.49,NA,NA,0.17,NA,NA,NA,80,2.3,NA,NA,0.6,NA,0.13,0.25,14.1,1,NA,NA,NA,NA,676,NA,NA,12.4,24,NA,NA,NA,NA,NA,NA,NA
C10,2001-03-13,11:30:00,NA,NA,"Warm, calm, sunny",NA,NA,NA,NA,NA,8.01,4.17,NA,NA,0.08,NA,NA,NA,93,2.2,NA,NA,0.6,NA,0.12,0.26,13.2,1,NA,NA,NA,NA,826,8.6,NA,14.7,20,NA,NA,NA,NA,NA,NA,NA
C10,2001-04-11,12:00:00,NA,NA,"Mostly cloudy, cool, breezy",NA,NA,NA,NA,NA,23.3,7.48,NA,NA,0.01,NA,NA,NA,87,1.9,NA,NA,0.3,NA,0.12,0.23,13,0.8,NA,NA,NA,NA,719,9.7,NA,14.8,12,NA,NA,NA,NA,NA,NA,NA
C10,2001-05-14,12:00:00,NA,not recorded,"Warm, sunny, windy",NA,NA,NA,NA,NA,7.01,2.95,NA,NA,0.16,NA,NA,NA,31,0.9,NA,NA,0.3,NA,0.1,0.17,10.7,0.6,NA,NA,NA,NA,295,8.7,NA,19.1,16,NA,NA,NA,NA,NA,NA,NA
C10,2001-06-11,12:45:00,NA,NA,"Moderate wind, partly cloudy",NA,NA,NA,NA,NA,70.4,7.96,NA,NA,NA,NA,NA,NA,102,2,NA,NA,0.3,NA,0.06,0.18,12.1,0.9,NA,NA,NA,NA,787,11.1,NA,22.9,13,NA,NA,NA,NA,NA,NA,NA
C10,2001-07-10,10:25:00,NA,NA,"Slight breeze, clear, warm",NA,NA,NA,NA,NA,102,13.8,NA,NA,0.01,NA,NA,NA,84,2.1,NA,NA,0.4,NA,0.09,0.29,12.5,1.3,NA,NA,NA,NA,693,10.7,NA,23.9,24,NA,NA,NA,NA,NA,NA,NA
C10,2001-08-09,14:30:00,NA,NA,"windy, clear, hot",NA,NA,NA,NA,NA,80.4,16.1,NA,NA,NA,NA,NA,NA,103,2,NA,NA,0.3,NA,0.1,0.23,14.4,1.2,NA,NA,NA,NA,806,10.6,NA,26.7,19,NA,NA,NA,NA,NA,NA,NA
C10,2001-09-07,10:25:00,NA,NA,"Warm, Calm",NA,NA,NA,NA,NA,37.8,3.44,NA,NA,0.01,NA,NA,NA,97,2.1,NA,NA,0.3,NA,0.1,0.21,15.4,1,NA,NA,NA,NA,756,10.6,NA,22.2,11,NA,NA,NA,NA,NA,NA,NA
C10,2001-10-05,10:20:00,NA,NA,"sunny, warm, calm",NA,NA,NA,NA,NA,19.2,5.17,NA,NA,0.02,NA,NA,NA,104,2,NA,NA,0.4,NA,0.16,0.26,18.2,0.8,NA,NA,NA,NA,783,8,NA,20.52,11,NA,NA,NA,NA,NA,NA,NA
C10,2001-11-05,12:15:00,NA,NA,"Warm, Light to moderate winds, clear to partly cloudy skies",NA,NA,NA,NA,NA,9.29,3.08,NA,NA,0.03,NA,NA,NA,73,1.7,NA,NA,0.4,NA,0.13,0.21,16,0.6,NA,NA,NA,NA,583,8.6,NA,17.1,16,NA,NA,NA,NA,NA,NA,NA
C10,2001-12-03,11:00:00,NA,River running fast,"Mostly sunny, calm",NA,NA,NA,NA,NA,3.95,2.99,NA,NA,0.11,NA,NA,NA,98,1.6,NA,NA,0.4,NA,0.06,0.17,15.7,0.7,NA,NA,NA,NA,722,9.3,NA,11.5,14,NA,NA,NA,NA,NA,NA,NA
C10,2002-01-03,12:00:00,NA,NA,"Sunny, cool, hazy",NA,NA,NA,NA,NA,4.81,6.12,NA,NA,0.28,NA,NA,NA,41,1.46,NA,NA,1,NA,0.27,0.5,15.5,1.7,NA,NA,NA,NA,406,7.9,NA,13,46,NA,NA,NA,NA,NA,NA,NA
C10,2002-02-22,10:10:00,NA,NA,"Foggy, cool",NA,NA,NA,NA,NA,16.2,6.68,NA,NA,0.07,NA,NA,NA,119,2.6,NA,NA,0.4,NA,0.1,0.21,14.9,0.8,NA,NA,NA,NA,867,8.9,NA,14.1,8,NA,NA,NA,NA,NA,NA,NA
C10,2002-03-04,10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,9.51,3.56,NA,NA,0.09,NA,NA,NA,141,2.4,NA,NA,0.5,NA,0.11,0.22,15,0.8,NA,NA,NA,NA,1062,9.4,NA,15.1,12,NA,NA,NA,NA,NA,NA,NA
C10,2002-04-09,13:15:00,NA,Days split - out with DPLA,"Sunny, light breeze",NA,NA,NA,NA,NA,28.5,6.86,NA,NA,0.03,NA,NA,NA,100,1.7,NA,NA,0.4,NA,0.09,0.22,13.2,0.8,NA,NA,NA,NA,734,9.7,NA,18.7,23.4,NA,NA,NA,NA,NA,NA,NA
C10,2002-05-01,10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,6.54,2.24,NA,NA,0.02,NA,NA,NA,39,0.82,NA,NA,0.2,NA,0.08,0.13,10,0.3,NA,NA,NA,NA,351,9.4,NA,15.1,10,NA,NA,NA,NA,NA,NA,NA
C10,2002-06-07,09:25:00,NA,"Field sheets lost, data on 1 sheet","Sunny, clear, light breeze",NA,NA,NA,NA,NA,65.6,12.9,NA,NA,NA,NA,NA,NA,85,1.7,NA,NA,0.6,NA,0.12,0.26,2.6,1.1,NA,NA,NA,NA,642,9.5,NA,23,29.6,NA,NA,NA,NA,NA,NA,NA
C10,2002-07-18,09:30:00,NA,"EC & turb. Done by Bryte Lab. BioVan broke, borrowed van days later","Calm, sunny, warm, river low",NA,NA,NA,NA,NA,75.4,4.29,NA,NA,0.01,NA,NA,NA,81,1.8,NA,NA,0.3,NA,0.09,0.24,14.6,0.9,NA,NA,NA,NA,624,9.5,NA,23.8,28.5,NA,NA,NA,NA,NA,NA,NA
C10,2002-08-13,11:30:00,NA,"warm, light breeze","Warm, light breeze",NA,NA,NA,NA,NA,118,10.3,NA,NA,NA,NA,NA,NA,104,1.5,NA,NA,0.3,NA,0.08,0.27,13.1,1.1,NA,NA,NA,NA,772,11.7,NA,25.4,18,NA,NA,NA,NA,NA,NA,NA
C10,2002-09-20,15:45:00,NA,NA,"sunny, hot, hazy",NA,NA,NA,NA,NA,58.5,9.95,NA,NA,NA,NA,NA,NA,98,2.2,NA,NA,0.3,NA,0.12,0.25,16.5,0.8,NA,NA,NA,NA,789,9.9,NA,24.1,27.6,NA,NA,NA,NA,NA,NA,NA
C10,2002-10-15,12:00:00,NA,"8.9 DO - walt at 12:30 YSI, DO not recorded due to unreliable measurement",NA,NA,NA,NA,NA,NA,25.6,9.42,NA,NA,NA,NA,NA,NA,93,1.8,NA,NA,0.3,NA,0.13,0.27,15.6,0.8,NA,NA,NA,NA,701,NA,NA,19.2,22.6,NA,NA,NA,NA,NA,NA,NA
C10,2002-11-08,12:00:00,NA,NA,"Overcast, sunny, light breeze",NA,NA,NA,NA,NA,6.96,3.74,NA,NA,0.02,NA,NA,NA,101,1.68,NA,NA,0.3,NA,0.1,0.18,15.1,0.6,NA,NA,NA,NA,738,8.9,NA,15.7,28.2,NA,NA,NA,NA,NA,NA,NA
C10,2002-12-09,13:45:00,NA,NA,"Overcast, partly sunny",NA,NA,NA,NA,NA,6.4,3.34,NA,NA,0.03,NA,NA,NA,150,2,NA,NA,0.4,NA,0.14,0.22,14.7,0.6,NA,NA,NA,NA,702,10,NA,11.1,16,NA,NA,NA,NA,NA,NA,NA
C10,2003-01-10,09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,2.79,2.82,NA,NA,0.05,NA,NA,NA,161,2.2,NA,NA,0.5,NA,0.16,0.26,17.8,0.7,NA,NA,NA,NA,1090,10.2,NA,10.9,9,NA,NA,NA,NA,NA,NA,NA
C10,2003-02-04,13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,3.65,2.6,NA,NA,0.07,NA,NA,NA,155,2,NA,NA,0.4,NA,0.17,0.26,17.6,0.6,NA,NA,NA,NA,1040,9.7,NA,12.1,17.2,NA,NA,NA,NA,NA,NA,NA
C10,2003-03-12,13:40:00,NA,D.O. from YSI,"Warm, partly cloudy",NA,NA,NA,NA,NA,13.6,3.43,NA,NA,0.06,NA,NA,NA,142,2.84,NA,NA,0.5,NA,0.2,0.3,14.8,0.8,NA,NA,NA,NA,1049,8.8,NA,18.2,31,NA,NA,NA,NA,NA,NA,NA
