Station,Date,Time,Sampling_Depth,Analyte,Result_Value,Result_Unit,Detection_Status,MRL,Analysis_Method,QC_Flag,Field_Comment
D19,2025-01-07,11:55:00.000[PST],28.5,(Bottom) pH,7.34,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Air Temperature,60,degF,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Chlorophyll Fluorescence RFU,0.62,RFU,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.56,ug/L,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Chlorophyll a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Bromide,NA,mg/L,Not detected,0.1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Calcium,13.5,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Chloride,21.6,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Nitrate + Nitrite,0.484,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Organic Carbon,4,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Organic Nitrogen,0.34,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Orthophosphate,0.057,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Oxygen % Saturation,89.8,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Oxygen mg/L,9.99,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Dissolved Silica,18.2,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Secchi Depth,44,cm,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Sky Conditions,Partly Cloudy,NA,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Specific Conductance,227,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Alkalinity,65.1,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Dissolved Solids,144,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Kjeldahl Nitrogen,0.474,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Organic Carbon,3.9,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Phosphorus,0.068,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Total Suspended Solids,17,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Turbidity,19.4,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,Water Temperature,10.61,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Wave Scale,4,NA,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],NA,Wind Velocity,33.3,mph,Detected,NA,NA,NA,NA
D19,2025-01-07,11:55:00.000[PST],3,pH,7.57,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Chlorophyll Fluorescence RFU,0.66,RFU,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Chlorophyll Fluorescence ug/L,2.72,ug/L,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Dissolved Oxygen % Saturation,86.3,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Dissolved Oxygen mg/L,9.61,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Specific Conductance,315,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Turbidity,10.5,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) Water Temperature,10.51,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],15,(Bottom) pH,7.46,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Air Temperature,62,degF,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Chlorophyll Fluorescence RFU,0.67,RFU,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.76,ug/L,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Chlorophyll a,0.53,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Ammonia,0.062,mg/L,Detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Calcium,15.6,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Chloride,44.1,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Nitrate + Nitrite,0.514,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Organic Carbon,4.4,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Organic Nitrogen,0.34,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Orthophosphate,0.058,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Oxygen % Saturation,87.5,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Oxygen mg/L,9.75,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Dissolved Silica,17.2,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Secchi Depth,92,cm,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Sky Conditions,Partly Cloudy,NA,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Specific Conductance,314,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Alkalinity,69.2,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Dissolved Solids,191,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Kjeldahl Nitrogen,0.464,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Organic Carbon,4.5,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Phosphorus,0.063,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Total Suspended Solids,7.8,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Turbidity,10.2,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,Water Temperature,10.53,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Wave Scale,3,NA,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],NA,Wind Velocity,31.6,mph,Detected,NA,NA,NA,NA
D28A,2025-01-07,12:45:00.000[PST],3,pH,7.54,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Chlorophyll Fluorescence RFU,0.2,RFU,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Chlorophyll Fluorescence ug/L,0.89,ug/L,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Dissolved Oxygen % Saturation,88.4,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Dissolved Oxygen mg/L,9.89,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Specific Conductance,185,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Turbidity,37,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) Water Temperature,10.34,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],39,(Bottom) pH,7.47,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Air Temperature,55,degF,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Chlorophyll Fluorescence RFU,0.22,RFU,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Chlorophyll Fluorescence ug/L,0.98,ug/L,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Chlorophyll a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Bromide,NA,mg/L,Not detected,0.1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Calcium,13.3,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Chloride,10,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Nitrate + Nitrite,0.382,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Organic Carbon,3.1,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Organic Nitrogen,0.25,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Orthophosphate,0.058,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Oxygen % Saturation,88.5,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Oxygen mg/L,9.91,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Dissolved Silica,19.4,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Secchi Depth,36,cm,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Sky Conditions,Sunny,NA,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Specific Conductance,184,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Alkalinity,65.9,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Dissolved Solids,122,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Kjeldahl Nitrogen,0.344,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Organic Carbon,3.1,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Phosphorus,0.08,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Total Suspended Solids,35.6,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Turbidity,37.6,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Volatile Suspended Solids,4.1,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,Water Temperature,10.33,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],NA,Wind Velocity,11.6,mph,Detected,NA,NA,NA,NA
D16,2025-01-08,10:50:00.000[PST],3,pH,7.49,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Chlorophyll Fluorescence RFU,0.26,RFU,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Chlorophyll Fluorescence ug/L,1.12,ug/L,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Dissolved Oxygen % Saturation,87.7,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Dissolved Oxygen mg/L,9.8,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Specific Conductance,184,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Turbidity,39.1,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) Water Temperature,10.41,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],37.4,(Bottom) pH,7.48,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],NA,Air Temperature,58,degF,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Chlorophyll Fluorescence RFU,0.2,RFU,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Chlorophyll Fluorescence ug/L,0.91,ug/L,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Chlorophyll a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Calcium,14,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Chloride,11,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Nitrate + Nitrite,0.443,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Organic Carbon,3.4,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Organic Nitrogen,0.27,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Orthophosphate,0.058,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Oxygen % Saturation,88.4,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Oxygen mg/L,9.83,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Dissolved Silica,19.3,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],NA,Secchi Depth,44,cm,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],NA,Sky Conditions,Sunny,NA,Detected,NA,NA,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Specific Conductance,184,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Total Alkalinity,64.1,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D26,2025-01-08,11:55:00.000[PST],3,Total Dissolved Solids,121,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
