Lab,Organisms_per_mL,Cells_per_Unit,UnitAbundance,Factor,Cells_per_mL
EcoAnalysts,1.85,1,12,NA,1.85
EcoAnalysts,2.31,1,15,NA,2.31
EcoAnalysts,2.31,1,15,NA,2.31
EcoAnalysts,0.92,1,6,NA,0.92
EcoAnalysts,2.31,1,15,NA,2.31
EcoAnalysts,8.46,1,55,NA,8.46
EcoAnalysts,0.46,1,3,NA,0.46
EcoAnalysts,18.31,1,119,NA,18.31
EcoAnalysts,3.08,1,20,NA,3.08
EcoAnalysts,3.85,1,25,NA,3.85
EcoAnalysts,2.46,1,16,NA,2.46
EcoAnalysts,2.92,15,19,NA,43.8
EcoAnalysts,7.08,1,46,NA,7.08
EcoAnalysts,0.31,1,2,NA,0.31
EcoAnalysts,4.31,1,28,NA,4.31
EcoAnalysts,0.15,1,1,NA,0.15
EcoAnalysts,2,1,13,NA,2
EcoAnalysts,4.91,1,27,NA,4.91
EcoAnalysts,2.55,1,14,NA,2.55
EcoAnalysts,2.36,1,13,NA,2.36
EcoAnalysts,2.73,1,15,NA,2.73
EcoAnalysts,11.64,1,64,NA,11.64
EcoAnalysts,0.18,1,1,NA,0.18
EcoAnalysts,2.36,1,13,NA,2.36
EcoAnalysts,4,1,22,NA,4
EcoAnalysts,2.73,1,15,NA,2.73
EcoAnalysts,0.18,1,1,NA,0.18
EcoAnalysts,3.45,1,19,NA,3.45
EcoAnalysts,1.45,1,8,NA,1.45
EcoAnalysts,3.64,15,20,NA,54.6
EcoAnalysts,0.18,1,1,NA,0.18
EcoAnalysts,0.36,1,2,NA,0.36
EcoAnalysts,3.82,1,21,NA,3.82
EcoAnalysts,24.36,1,134,NA,24.36
EcoAnalysts,0.18,1,1,NA,0.18
EcoAnalysts,0.55,1,3,NA,0.55
EcoAnalysts,4.73,1,26,NA,4.73
EcoAnalysts,2.4,1,12,NA,2.4
EcoAnalysts,5.4,1,27,NA,5.4
EcoAnalysts,1.6,1,8,NA,1.6
EcoAnalysts,2.6,1,13,NA,2.6
EcoAnalysts,0.2,20,1,NA,4
EcoAnalysts,5.6,1,28,NA,5.6
EcoAnalysts,2.6,1,13,NA,2.6
EcoAnalysts,5,1,25,NA,5
EcoAnalysts,5,1,25,NA,5
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,2.2,1,11,NA,2.2
EcoAnalysts,2.6,1,13,NA,2.6
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,4.4,15,22,NA,66
EcoAnalysts,6.4,1,32,NA,6.4
EcoAnalysts,25.6,1,128,NA,25.6
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,2.2,1,11,NA,2.2
EcoAnalysts,7.6,1,38,NA,7.6
EcoAnalysts,0.83,1,15,NA,0.83
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,1.33,1,24,NA,1.33
EcoAnalysts,0.33,1,6,NA,0.33
EcoAnalysts,0.94,1,17,NA,0.94
EcoAnalysts,0.78,1,14,NA,0.78
EcoAnalysts,0.11,20,2,NA,2.2
EcoAnalysts,0.44,1,8,NA,0.44
EcoAnalysts,0.28,1,5,NA,0.28
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,1.56,1,28,NA,1.56
EcoAnalysts,0.06,5,1,NA,0.3
EcoAnalysts,4.78,1,86,NA,4.78
EcoAnalysts,0.17,1,3,NA,0.17
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,0.67,1,12,NA,0.67
EcoAnalysts,0.72,15,13,NA,10.799999999999999
EcoAnalysts,0.11,1,2,NA,0.11
EcoAnalysts,1,1,18,NA,1
EcoAnalysts,0.11,1,2,NA,0.11
EcoAnalysts,7.39,1,133,NA,7.39
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,0.17,1,3,NA,0.17
EcoAnalysts,0.22,1,4,NA,0.22
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,1.8,1,9,NA,1.8
EcoAnalysts,4.2,1,21,NA,4.2
EcoAnalysts,7.2,1,36,NA,7.2
EcoAnalysts,0.2,20,1,NA,4
EcoAnalysts,0.4,1,2,NA,0.4
EcoAnalysts,3.2,1,16,NA,3.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,0.4,1,2,NA,0.4
EcoAnalysts,0.4,1,2,NA,0.4
EcoAnalysts,6.6,1,33,NA,6.6
EcoAnalysts,0.6,1,3,NA,0.6
EcoAnalysts,3.6,1,18,NA,3.6
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,8.8,15,44,NA,132
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,14.8,1,74,NA,14.8
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,22.2,1,111,NA,22.2
EcoAnalysts,6.8,1,34,NA,6.8
EcoAnalysts,4.5,1,27,NA,4.5
EcoAnalysts,4.17,1,25,NA,4.17
EcoAnalysts,6.17,1,37,NA,6.17
EcoAnalysts,0.33,20,2,NA,6.6000000000000005
EcoAnalysts,3,1,18,NA,3
EcoAnalysts,2,1,12,NA,2
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,9.67,1,58,NA,9.67
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,3.83,1,23,NA,3.83
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,0.17,1,1,NA,0.17
EcoAnalysts,2.5,1,15,NA,2.5
EcoAnalysts,4,15,24,NA,60
EcoAnalysts,0.33,1,2,NA,0.33
EcoAnalysts,2.17,1,13,NA,2.17
EcoAnalysts,4.33,1,26,NA,4.33
EcoAnalysts,18.67,1,112,NA,18.67
EcoAnalysts,2,1,12,NA,2
EcoAnalysts,2.17,1,13,NA,2.17
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,5.6,1,28,NA,5.6
EcoAnalysts,5.6,1,28,NA,5.6
EcoAnalysts,2.2,1,11,NA,2.2
EcoAnalysts,26.4,1,132,NA,26.4
EcoAnalysts,3,1,15,NA,3
EcoAnalysts,3.2,1,16,NA,3.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,2.8,1,14,NA,2.8
EcoAnalysts,13.6,1,68,NA,13.6
EcoAnalysts,0.4,1,2,NA,0.4
EcoAnalysts,5,1,25,NA,5
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,1,1,5,NA,1
EcoAnalysts,2.8,1,14,NA,2.8
EcoAnalysts,10.6,1,53,NA,10.6
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,0.2,1,1,NA,0.2
EcoAnalysts,1.33,1,24,NA,1.33
EcoAnalysts,0.61,1,11,NA,0.61
EcoAnalysts,1.33,1,24,NA,1.33
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,6.22,1,112,NA,6.22
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,2.06,1,37,NA,2.06
EcoAnalysts,9.83,1,177,NA,9.83
EcoAnalysts,0.06,1,1,NA,0.06
EcoAnalysts,1.17,1,21,NA,1.17
EcoAnalysts,4.18,1,23,NA,4.18
EcoAnalysts,5.64,1,31,NA,5.64
EcoAnalysts,3.27,1,18,NA,3.27
EcoAnalysts,15.09,1,83,NA,15.09
EcoAnalysts,2,1,11,NA,2
EcoAnalysts,2.91,1,16,NA,2.91
EcoAnalysts,2.18,15,12,NA,32.7
EcoAnalysts,6.36,1,35,NA,6.36
EcoAnalysts,2,1,11,NA,2
EcoAnalysts,30.36,1,167,NA,30.36
EcoAnalysts,0.36,1,2,NA,0.36
EcoAnalysts,0.18,1,1,NA,0.18
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,2,1,NA,2.06
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,20,2,NA,41
EcoAnalysts,22.56,1,22,NA,22.56
EcoAnalysts,245.13,1,239,NA,245.13
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,11.28,1,11,NA,11.28
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,58.46,1,57,NA,58.46
EcoAnalysts,6.15,1,6,NA,6.15
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,13.33,4,13,NA,53.32
EcoAnalysts,14.36,10,14,NA,143.6
EcoAnalysts,42.05,1,41,NA,42.05
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,35.9,1,35,NA,35.9
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,14.36,1,14,NA,14.36
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,30,1,NA,30.900000000000002
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,11.28,1,11,NA,11.28
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,2,1,NA,2.06
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,2.05,4,2,NA,8.2
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,243.08,1,237,NA,243.08
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,31.79,1,31,NA,31.79
EcoAnalysts,1.03,8,1,NA,8.24
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,16,1,NA,16.48
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,33.85,1,33,NA,33.85
EcoAnalysts,7.18,1,7,NA,7.18
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,12.31,4,12,NA,49.24
EcoAnalysts,2.05,20,2,NA,41
EcoAnalysts,3.08,10,3,NA,30.8
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,29.74,1,29,NA,29.74
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,4.1,4,4,NA,16.4
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,21.54,1,21,NA,21.54
EcoAnalysts,8.21,2,8,NA,16.42
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,2.05,50,2,NA,102.49999999999999
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,12.31,1,12,NA,12.31
EcoAnalysts,6.15,1,6,NA,6.15
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,187.69,1,183,NA,187.69
EcoAnalysts,7.18,1,7,NA,7.18
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,4.1,4,4,NA,16.4
EcoAnalysts,12.31,10,12,NA,123.10000000000001
EcoAnalysts,9.23,1,9,NA,9.23
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,154.87,1,151,NA,154.87
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,26.67,1,26,NA,26.67
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,237.95,1,232,NA,237.95
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,4,1,NA,4.12
EcoAnalysts,12.31,10,12,NA,123.10000000000001
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,7.18,1,7,NA,7.18
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,113.85,1,111,NA,113.85
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,12.31,1,12,NA,12.31
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,9.23,1,9,NA,9.23
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,109.74,1,107,NA,109.74
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,4,3,NA,12.32
EcoAnalysts,6.15,10,6,NA,61.5
EcoAnalysts,22.56,1,22,NA,22.56
EcoAnalysts,230.77,1,225,NA,230.77
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,37.95,1,37,NA,37.95
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,11.28,1,11,NA,11.28
EcoAnalysts,28.72,100,28,NA,2872
EcoAnalysts,14.36,1,14,NA,14.36
EcoAnalysts,103.59,1,101,NA,103.59
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,30,2,NA,61.49999999999999
EcoAnalysts,45.13,1,44,NA,45.13
EcoAnalysts,9.23,1,9,NA,9.23
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,18.46,4,18,NA,73.84
EcoAnalysts,5.13,10,5,NA,51.3
EcoAnalysts,52.31,1,51,NA,52.31
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,78.97,1,77,NA,78.97
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,15.38,1,15,NA,15.38
EcoAnalysts,1.03,50,1,NA,51.5
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,62.56,1,61,NA,62.56
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,22.56,100,22,NA,2256
EcoAnalysts,10.26,1,10,NA,10.26
EcoAnalysts,17.44,1,17,NA,17.44
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,105.64,1,103,NA,105.64
EcoAnalysts,11.28,1,11,NA,11.28
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,5.13,4,5,NA,20.52
EcoAnalysts,2.05,10,2,NA,20.5
EcoAnalysts,26.67,1,26,NA,26.67
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,132.31,1,129,NA,132.31
EcoAnalysts,3.08,2,3,NA,6.16
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,2.05,50,2,NA,102.49999999999999
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,37.95,1,37,NA,37.95
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,33.85,1,33,NA,33.85
EcoAnalysts,27.69,1,27,NA,27.69
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,16,1,NA,16.48
EcoAnalysts,1.03,5,1,NA,5.15
EcoAnalysts,103.59,1,101,NA,103.59
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,9.23,1,9,NA,9.23
EcoAnalysts,11.28,4,11,NA,45.12
EcoAnalysts,25.64,10,25,NA,256.4
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,54.36,1,53,NA,54.36
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,9.23,1,9,NA,9.23
EcoAnalysts,58.46,1,57,NA,58.46
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,26.67,1,26,NA,26.67
EcoAnalysts,1.03,50,1,NA,51.5
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,11.28,1,11,NA,11.28
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,5.13,2,5,NA,10.26
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,26.67,1,26,NA,26.67
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,1.03,5,1,NA,5.15
EcoAnalysts,85.13,1,83,NA,85.13
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,12.31,1,12,NA,12.31
EcoAnalysts,2.05,4,2,NA,8.2
EcoAnalysts,17.44,10,17,NA,174.4
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,85.13,1,83,NA,85.13
EcoAnalysts,124.1,1,121,NA,124.1
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,18.46,1,18,NA,18.46
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,31.79,1,31,NA,31.79
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,8.21,1,8,NA,8.21
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,15.38,1,15,NA,15.38
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,78.97,1,77,NA,78.97
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,27.69,4,27,NA,110.76
EcoAnalysts,2.05,10,2,NA,20.5
EcoAnalysts,50.26,1,49,NA,50.26
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,146.67,1,143,NA,146.67
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,53.33,1,52,NA,53.33
EcoAnalysts,7.18,1,7,NA,7.18
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,1.03,20,1,NA,20.6
EcoAnalysts,23.59,1,23,NA,23.59
EcoAnalysts,3.08,1,3,NA,3.08
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,1.03,5,1,NA,5.15
EcoAnalysts,56.41,1,55,NA,56.41
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,4,2,NA,8.2
EcoAnalysts,8.21,10,8,NA,82.10000000000001
EcoAnalysts,151.79,1,148,NA,151.79
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,144.62,1,141,NA,144.62
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,2.05,1,2,NA,2.05
EcoAnalysts,47.18,1,46,NA,47.18
EcoAnalysts,6.77,1,6,NA,6.77
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,5.64,1,5,NA,5.64
EcoAnalysts,3.38,1,3,NA,3.38
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,20.31,1,18,NA,20.31
EcoAnalysts,14.67,1,13,NA,14.67
EcoAnalysts,3.38,1,3,NA,3.38
EcoAnalysts,7.9,1,7,NA,7.9
EcoAnalysts,136.51,1,121,NA,136.51
EcoAnalysts,3.38,1,3,NA,3.38
EcoAnalysts,6.77,1,6,NA,6.77
EcoAnalysts,3.38,4,3,NA,13.52
EcoAnalysts,3.38,10,3,NA,33.8
EcoAnalysts,120.72,1,107,NA,120.72
EcoAnalysts,116.21,1,103,NA,116.21
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,19.18,1,17,NA,19.18
EcoAnalysts,20.31,1,9,NA,20.31
EcoAnalysts,4.51,7,2,NA,31.57
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,29.33,1,13,NA,29.33
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,15.79,1,7,NA,15.79
EcoAnalysts,27.08,1,12,NA,27.08
EcoAnalysts,160.21,1,71,NA,160.21
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,11.28,1,5,NA,11.28
EcoAnalysts,164.72,1,73,NA,164.72
EcoAnalysts,6.77,1,3,NA,6.77
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,76.72,1,34,NA,76.72
EcoAnalysts,9.03,1,4,NA,9.03
EcoAnalysts,22.56,8,10,NA,180.48
EcoAnalysts,22.56,1,10,NA,22.56
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,6.77,4,3,NA,27.08
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,250.46,1,111,NA,250.46
EcoAnalysts,60.92,1,27,NA,60.92
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,45.13,1,20,NA,45.13
EcoAnalysts,5.64,1,5,NA,5.64
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,1.13,2,1,NA,2.26
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,7.9,1,7,NA,7.9
EcoAnalysts,13.54,1,12,NA,13.54
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,1.13,5,1,NA,5.6499999999999995
EcoAnalysts,177.13,1,157,NA,177.13
EcoAnalysts,2.26,1,2,NA,2.26
EcoAnalysts,1.13,4,1,NA,4.52
EcoAnalysts,5.64,10,5,NA,56.4
EcoAnalysts,80.1,1,71,NA,80.1
EcoAnalysts,3.38,1,3,NA,3.38
EcoAnalysts,137.64,1,122,NA,137.64
EcoAnalysts,2.26,1,2,NA,2.26
EcoAnalysts,11.28,1,10,NA,11.28
EcoAnalysts,3.38,1,3,NA,3.38
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,18.05,1,16,NA,18.05
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,1.13,1,1,NA,1.13
EcoAnalysts,9.03,1,8,NA,9.03
EcoAnalysts,161.33,1,143,NA,161.33
EcoAnalysts,2.26,1,2,NA,2.26
EcoAnalysts,5.64,10,5,NA,56.4
EcoAnalysts,11.28,1,10,NA,11.28
EcoAnalysts,2.26,1,2,NA,2.26
EcoAnalysts,216.62,1,192,NA,216.62
EcoAnalysts,31.59,1,28,NA,31.59
EcoAnalysts,9.03,1,4,NA,9.03
EcoAnalysts,15.79,1,7,NA,15.79
EcoAnalysts,20.31,1,9,NA,20.31
EcoAnalysts,11.28,1,5,NA,11.28
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,354.26,1,157,NA,354.26
EcoAnalysts,6.77,10,3,NA,67.69999999999999
EcoAnalysts,108.31,1,48,NA,108.31
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,288.82,1,128,NA,288.82
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,76.72,1,34,NA,76.72
EcoAnalysts,11.28,1,5,NA,11.28
EcoAnalysts,65.44,1,29,NA,65.44
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,18.05,1,8,NA,18.05
EcoAnalysts,106.05,1,47,NA,106.05
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,288.82,1,128,NA,288.82
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,9.03,1,4,NA,9.03
EcoAnalysts,29.33,4,13,NA,117.32
EcoAnalysts,2.26,15,1,NA,33.9
EcoAnalysts,18.05,10,8,NA,180.5
EcoAnalysts,121.85,1,54,NA,121.85
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,173.74,1,77,NA,173.74
EcoAnalysts,6.77,1,3,NA,6.77
EcoAnalysts,36.1,1,16,NA,36.1
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,45.13,1,20,NA,45.13
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,4.51,2,2,NA,9.02
EcoAnalysts,13.54,1,6,NA,13.54
EcoAnalysts,29.33,1,13,NA,29.33
EcoAnalysts,49.64,1,22,NA,49.64
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,2.26,1,1,NA,2.26
EcoAnalysts,399.38,1,177,NA,399.38
EcoAnalysts,9.03,1,4,NA,9.03
EcoAnalysts,2.26,4,1,NA,9.04
EcoAnalysts,38.36,10,17,NA,383.6
EcoAnalysts,85.74,1,38,NA,85.74
EcoAnalysts,4.51,1,2,NA,4.51
EcoAnalysts,277.54,1,123,NA,277.54
EcoAnalysts,51.9,1,23,NA,51.9
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,4.1,1,4,NA,4.1
EcoAnalysts,19.49,1,19,NA,19.49
EcoAnalysts,12.31,1,12,NA,12.31
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,1.03,1,1,NA,1.03
EcoAnalysts,31.79,1,31,NA,31.79
EcoAnalysts,5.13,1,5,NA,5.13
EcoAnalysts,24.62,1,24,NA,24.62
EcoAnalysts,6.15,1,6,NA,6.15
EcoAnalysts,13.33,1,13,NA,13.33
EcoAnalysts,7.18,1,7,NA,7.18
EcoAnalysts,1.03,1,1,NA,1.03
