Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Coscinodiscophyceae,Cerataulina,Cerataulina sp.,Centric Diatoms,Peragallo ex Schütt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,brackish to marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium divaricatum,Dinoflagellates,Lemmermann (Kofoid),www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium furca,Dinoflagellates,(Ehrenberg) Claparéde and Lachmann,www.algaebase.org,Tripos furca,(Ehrenberg) F. Gomez,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium hirundinella,Dinoflagellates,(O.F. Müller) Dujardin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium lineatum,Dinoflagellates,(Ehrenberg) Cleve,www.algaebase.org,Tripos lineatus,(Ehrenberg) F. Gomez,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Ceratium,Ceratium sp.,Dinoflagellates,Schrank,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis arcus,Pennate Diatoms,(Ehrenberg) Kützing,www.algaebase.org,Hannaea arcus,(Ehrenberg) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis closterium,Pennate Diatoms,Ehrenberg,www.algaebase.org,Cylindrotheca closterium,(Ehrenberg) Reimann and J.C. Lewin,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis sp.,Pennate Diatoms,Ehrenberg,www.algaebase.org,Cylindrotheca sp.,Rabenhorst,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Achnanthidium,cf. Achnanthidium minutissimum,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Achnanthidium,cf. Achnanthidium sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic or benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Actinastrum,cf. Actinastrum hantzschii,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,cf. Actinocyclus sp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Adlafia,cf. Adlafia minuscula var. muralis,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Adlafia,cf. Adlafia sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Amphora,cf. Amphora sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Anabaenopsis,cf. Anabaenopsis sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Aneumastus,cf. Aneumastus sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,cf. Aphanizomenon klebahnii,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,cf. Aphanizomenon sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Aphanocapsa,cf. Aphanocapsa sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Astartiella,cf. Astartiella sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis glacialis,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis gracilis,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Aulacoseira,cf. Aulacoseira sp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria paxillifer,Pennate Diatoms,Unknown,Unknown,cf. Bacillaria paxillifera,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria paxillifera,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Bacillaria,cf. Bacillaria sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Caloneis,cf. Caloneis bacillum,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Carteria,cf. Carteria sp.,Green Algae,Unknown,Unknown,cf. Tetraselmis sp.,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Characiopsis,cf. Characiopsis sp.,Xanthophytes,Unknown,Unknown,cf. Pseudocharaciopsis sp.,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas debaryana,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas globosa,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,cf. Chlamydomonas sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chlamydonephris,cf. Chlorella sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella spp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater to marine or terrestrial
Plantae,Chlorophyta,Chlorophyceae,Chlorogonium,cf. Chlorogonium sp.,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Chloroidium,cf. Chloroidium ellipsoideum,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic or terrestrial,freshwater or terrestrial
Chromista,Ochrophyta,Chrysophyceae,Chromulina,cf. Chromulina sp.,Chrysophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus distans,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus minutus,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus planctonicus,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,cf. Chroococcus sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Chroomonas,cf. Chroomonas sp.,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,cf. Chrysochromulina sp.,Haptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Chrysococcus,cf. Chrysococcus sp.,Chrysophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coccomyxa,cf. Coccomyxa sp.,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Cocconeis,cf. Cocconeis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Coelastrum,cf. Coelastrum sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coenochloris,cf. Coenochloris fottii,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Coenococcus,cf. Coenococcus sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,cf. Coscinodiscus sp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscus,cf. Coscinodiscus spp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Zygnematophyceae,Cosmarium,cf. Cosmarium sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Craticula,cf. Craticula sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Crucigenia,cf. Crucigenia sp.,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,cf. Cryptomonas erosa,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,cf. Cryptomonas sp.,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Cyanophanon,cf. Cyanophanon sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclostephanos,cf. Cyclostephanos sp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella spp.,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Cylindrospermopsis,cf. Cylindrospermopsis sp.,Cyanobacteria,Unknown,Unknown,cf. Raphidiopsis sp.,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dictyochloris,cf. Dictyochloris sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,cf. Dolichospermum sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,cf. Drepanochloris nannoselene,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,cf. Encyonema sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Encyonopsis,cf. Encyonopsis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,cf. Entomoneis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Epipyxis,cf. Epipyxis sp.,Chrysophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,cf. Epithemia sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,cf. Eucapsis sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,cf. Euglena sp.,Euglenoids,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,cf. Eunotia sp.,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia lanowii,Euglenoids,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia sp.,Euglenoids,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,cf. Eutreptiella sp.,Euglenoids,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fallacia,cf. Fallacia pygmaea,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,cf. Fragilaria sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Fragilariopsis,cf. Fragilariopsis pseudonana,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fragilariopsis,cf. Fragilariopsis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Geissleria,cf. Geissleria decussis,Pennate Diatoms,Unknown,Unknown,cf. Navigeia decussis,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Glaucospira,cf. Glaucospira sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphoneis,cf. Gomphoneis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gomphosinica,cf. Gomphosinica sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Goniochloris,cf. Goniochloris sp.,Xanthophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,cf. Gymnodinium sp.,Dinoflagellates,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gyrodinium,cf. Gyrodinium sp.,Dinoflagellates,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,cf. Halamphora sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,cf. Hemiselmis sp.,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,cf. Heterocapsa sp.,Dinoflagellates,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Heteroleibleinia,cf. Heteroleibleinia sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,cf. Heterosigma inlandica,Raphidophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,cf. Hillea fusiformis,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,cf. Hillea sp.,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,cf. Hippodonta sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Karlodinium,cf. Karlodinium sp.,Dinoflagellates,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,cf. Kephyrion sp.,Chrysophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,cf. Keratococcus sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,cf. Komma caudata,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Komvophoron,cf. Komvophoron sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Korshikoviella,cf. Korshikoviella limnetica,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,cf. Lagerheimia sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,cf. Lepocinclis sp.,Euglenoids,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
Bacteria,Cyanobacteria,Cyanophyceae,Lyngbya,cf. Lyngbya sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Synurophyceae,Mallomonas,cf. Mallomonas sp.,Synurophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,cf. Mastogloia sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Membraneis,cf. Membraneis sp.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,cf. Merismopedia sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,cf. Merismopedia tenuissima,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,cf. Monoraphidium obtusum,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,cf. Monoraphidium sp.,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,cf. Monoraphidium tortile,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Mucidosphaerium,cf. Mucidosphaerium sp.,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Nephrophyceae,Myochloris,cf. Myochloris sp.,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Eustigmatophyceae,Nannochloropsis,cf. Nannochloropsis sp.,Eustigmatophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
