Region,Region Abbreviation,Year,Season,Month,SampleDate,SampleTime,StationCode,Factor,Taxon,Algal Type,Genus,Species,Unit Abundance,Total Cells Counted,GALD 1,Group Code,Biovolume (individual cell),Biovolume per mL
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,sp.,1,4,2.8,c,11.49,25886.27
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,Kephyrion sp.,Chrysophyte,Kephyrion,sp.,1,1,9.3,i,152.71,85979.39
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,11.1,i,245.55,138256.34
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,4.6,i,45.98,25888.04
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,416,812,0.8,c,0.18,82293.52
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,14:00,P8,563.04,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,4.6,i,50.96,28695.17
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,11:55,NZ325,321.74,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,410,902,0.8,c,0.18,52236.98
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/8/2018,14:50,NZS42,900.86,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,2,2,33.3,i,3773.98,6799659.47
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/8/2018,14:50,NZS42,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,606,1183,0.8,c,0.18,191829.03
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,1,1,18.5,i,528.89,132347.95
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,cf. Chlorella sp.,Green Alga,Chlorella,sp.,12,12,2,i,4.19,12578.36
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,Lagerheimia genevensis,Green Alga,Lagerheimia,genevensis,3,3,5.6,i,40.14,30134.61
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,7.4,i,186.37,46636.90
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,391,787,0.8,c,0.18,35448.82
Central Delta,CED,2018,Summer,Aug,8/3/2018,10:10,D28A,250.24,Microcystis sp.,Cyanobacterium,Microcystis,sp.,7,7,4.5,i,47.71,83577.32
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,15,15,30,c,6809.40,41824839.12
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,cf. Cyclotella spp.,Centric Diatom,Cyclotella,sp.,2,2,6.5,i,122.78,100550.06
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,2,2,11.1,i,27.75,22726.23
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,1,1,9.3,i,81.08,33199.37
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,393,796,0.8,c,0.18,58670.53
Central Delta,CED,2018,Summer,Aug,8/6/2018,11:35,D26,409.48,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,3,3.7,c,26.52,32580.60
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:00,EZ6,750.72,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,113.30,85054.88
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:00,EZ6,750.72,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.2,i,5.58,8370.90
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:00,EZ6,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,416,849,0.8,c,0.18,114724.46
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:00,EZ6,750.72,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,19910.37
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:40,EZ2,900.86,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,1,1,13,i,743.30,669609.08
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:40,EZ2,900.86,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,2.2,i,5.58,5022.54
Low Salinity Zone,LSZ,2018,Summer,Aug,8/7/2018,13:40,EZ2,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,814,0.8,c,0.18,131993.94
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,11:10,D41,225.21,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,24,i,164.28,36998.30
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,11:10,D41,225.21,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,417,841,0.8,c,0.18,34093.03
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,10:25,D41A,281.52,cf. Kephyrion sp.,Chrysophyte,Kephyrion,sp.,1,1,5.6,i,40.14,11300.48
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,10:25,D41A,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,436,879,0.8,c,0.18,44541.87
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,12:45,MD10A,563.04,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,5,5,35,c,3326.16,9363754.95
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,12:45,MD10A,563.04,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,1,1,7.4,i,26.39,14858.19
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,12:45,MD10A,563.04,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,2,6,7.4,c,28.25,95421.42
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,12:45,MD10A,563.04,Chroococcus minimus,Cyanobacterium,Chroococcus,minimus,2,12,2,c,4.19,28301.31
Southern Interior Delta,SID,2018,Summer,Aug,8/6/2018,12:45,MD10A,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,414,835,0.8,c,0.18,84624.49
Northern Interior Delta,NID,2018,Summer,Aug,8/2/2018,8:35,NZ068,321.74,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,11.1,i,541.91,174350.24
Northern Interior Delta,NID,2018,Summer,Aug,8/2/2018,8:35,NZ068,321.74,cf. Chlorella sp.,Green Alga,Chlorella,sp.,8,8,2,i,4.19,10781.45
Northern Interior Delta,NID,2018,Summer,Aug,8/2/2018,8:35,NZ068,321.74,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,7.4,i,172.03,55349.28
Northern Interior Delta,NID,2018,Summer,Aug,8/2/2018,8:35,NZ068,321.74,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,428,921,0.8,c,0.18,53337.32
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/8/2018,13:50,D7,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,450,887,0.8,c,0.18,119859.36
Confluence,CON,2018,Summer,Aug,8/3/2018,8:25,D12,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,4.6,i,61.49,56567.33
Confluence,CON,2018,Summer,Aug,8/3/2018,8:25,D12,919.94,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.8,i,7.24,13317.44
Confluence,CON,2018,Summer,Aug,8/3/2018,8:25,D12,919.94,Chroococcus minutus,Cyanobacterium,Chroococcus,minutus,2,3,4.6,c,50.96,140653.91
Confluence,CON,2018,Summer,Aug,8/3/2018,8:25,D12,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,434,891,0.8,c,0.18,147539.74
Central Delta,CED,2018,Summer,Aug,8/6/2018,10:40,D16,511.08,Chlorella sp.,Green Alga,Chlorella,sp.,11,11,1.9,i,3.59,20190.08
Central Delta,CED,2018,Summer,Aug,8/6/2018,10:40,D16,511.08,Chroococcus minutus,Cyanobacterium,Chroococcus,minutus,1,2,3.7,c,26.52,27109.39
Central Delta,CED,2018,Summer,Aug,8/6/2018,10:40,D16,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,393,801,0.8,c,0.18,73687.07
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,2,2,20.4,i,474.48,272808.12
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Skeletonema potamos,Centric Diatom,Skeletonema,potamos,1,1,9.3,i,99.99,28746.48
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Chlorella sp.,Green Alga,Chlorella,sp.,10,10,2.8,i,7.24,20808.50
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.3,i,337.38,96990.51
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,6.5,i,112.82,32434.26
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Chroococcus minutus,Cyanobacterium,Chroococcus,minutus,7,10,5.6,c,57.91,166468.01
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,397,804,0.8,c,0.18,41604.22
Central Delta,CED,2018,Summer,Aug,8/3/2018,9:30,D19,287.48,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,sp.,1,5,3.7,f,7.94,11411.26
Confluence,CON,2018,Summer,Aug,8/2/2018,7:40,D22,766.62,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,3.7,i,39.78,30498.06
Confluence,CON,2018,Summer,Aug,8/2/2018,7:40,D22,766.62,Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.8,i,7.24,22195.73
Confluence,CON,2018,Summer,Aug,8/2/2018,7:40,D22,766.62,Monoraphidium tortile,Green Alga,Monoraphidium,tortile,1,1,11.1,i,20.98,16084.44
Confluence,CON,2018,Summer,Aug,8/2/2018,7:40,D22,766.62,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,5.6,i,76.35,58533.54
Confluence,CON,2018,Summer,Aug,8/2/2018,7:40,D22,766.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,442,889,0.8,c,0.18,122673.80
San Pablo Bay,SPB,2018,Summer,Aug,8/8/2018,13:00,D6,191.65,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,3.7,i,18.82,7212.53
San Pablo Bay,SPB,2018,Summer,Aug,8/8/2018,13:00,D6,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,407,821,0.8,c,0.18,28322.61
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/7/2018,11:30,D8,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,414,844,0.8,c,0.18,139757.06
Confluence,CON,2018,Summer,Aug,8/7/2018,12:20,D10,511.08,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,91.13,46575.08
Confluence,CON,2018,Summer,Aug,8/7/2018,12:20,D10,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,422,853,0.8,c,0.18,78470.75
Low Salinity Zone,LSZ,2018,Summer,Aug,8/3/2018,8:25,EZ2 SJR,657.10,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,3,3,7.4,i,122.78,242030.43
Low Salinity Zone,LSZ,2018,Summer,Aug,8/3/2018,8:25,EZ2 SJR,657.10,Chroococcus minutus,Cyanobacterium,Chroococcus,minutus,5,7,5.6,c,73.62,338639.09
Low Salinity Zone,LSZ,2018,Summer,Aug,8/3/2018,8:25,EZ2 SJR,657.10,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,397,799,0.8,c,0.18,94503.97
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:10,NZ002,270.57,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,7.4,i,159.13,43056.09
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:10,NZ002,270.57,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,971.72
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:10,NZ002,270.57,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,415,838,0.8,c,0.18,40812.80
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:30,NZ004,328.55,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,91.13,29941.12
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:30,NZ004,328.55,Staurosira construens var. venter,Pennate Diatom,Staurosira,construens var. venter,1,1,11.1,i,180.64,59347.58
San Pablo Bay,SPB,2018,Summer,Aug,8/9/2018,12:30,NZ004,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,418,843,0.8,c,0.18,49854.10
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/8/2018,15:50,NZ032,1533.23,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,91.13,139725.23
Grizzly.Suisun Bay,GSB,2018,Summer,Aug,8/8/2018,15:50,NZ032,1533.23,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,407,829,0.8,c,0.18,228788.71
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,1,1,11.1,i,273.39,205241.13
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Cyclotella spp.,Centric Diatom,Cyclotella,spp.,17,17,15,i,853.36,10890725.21
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Navicula spp.,Pennate Diatom,Navicula,spp.,2,2,22.2,i,722.54,1084845.96
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Navicula spp.,Pennate Diatom,Navicula,spp.,2,2,22.2,i,477.39,716773.22
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,2,2,9.3,i,18.60,27926.65
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,4,4,16.7,i,179.56,539194.27
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Surirella sp.,Pennate Diatom,Surirella,sp.,1,1,55.6,i,6798.25,5103557.03
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Ulnaria sp. ,Pennate Diatom,Ulnaria,sp.,1,1,5.6,i,60.21,45201.91
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Lagerheimia genevensis,Green Alga,Lagerheimia,genevensis,1,1,5.6,i,40.14,30134.61
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,1,4,9.3,c,38.18,114639.19
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Pseudokephyrion sp.,Chrysophyte,Pseudokephyrion,sp.,1,1,3.7,i,26.52,19910.37
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,2,2,9.3,i,337.38,506554.60
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,387,752,0.8,c,0.18,101616.96
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,19910.37
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,12:00,C10A,750.72,Romeria simplex,Cyanobacterium,Romeria,simplex,2,7,3.7,f,5.70,29931.00
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,1,1,18.5,i,499.97,125112.44
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,7.4,i,159.13,79641.47
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Fragilaria brevistriata,Pennate Diatom,Fragilaria,brevistriata,1,1,7.4,i,79.57,19910.37
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,1,1,13,i,139.78,34977.67
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Chlorella sp.,Green Alga,Chlorella,sp.,3,3,2.2,i,5.58,4185.45
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,404,816,0.8,c,0.18,36755.07
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Microcystis sp.,Cyanobacterium,Microcystis,sp.,27,30,3.7,c,26.52,199103.67
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,sp.,3,9,3.7,f,11.62,26178.72
Southern Interior Delta,SID,2018,Fall,Sep,9/21/2018,10:20,C9,250.24,Ceratium sp.,Dinoflagellate,Ceratium,sp.,1,1,92.6,i,36359.50,9098557.49
Northern Interior Delta,NID,2018,Fall,Sep,9/7/2018,15:15,C3A,281.52,Fragilaria brevistriata,Pennate Diatom,Fragilaria,brevistriata,5,5,14.8,c,159.13,223991.63
Northern Interior Delta,NID,2018,Fall,Sep,9/7/2018,15:15,C3A,281.52,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,3,3,79,i,1116.84,943229.72
Northern Interior Delta,NID,2018,Fall,Sep,9/7/2018,15:15,C3A,281.52,Mucidosphaerium sp.,Green Alga,Mucidosphaerium,sp.,1,4,5.6,i,75.53,85054.88
Northern Interior Delta,NID,2018,Fall,Sep,9/7/2018,15:15,C3A,281.52,Plagioselmis sp.,Cryptophyte,Plagioselmis,sp.,1,1,9.3,i,314.74,88604.56
Northern Interior Delta,NID,2018,Fall,Sep,9/7/2018,15:15,C3A,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,444,879,0.8,c,0.18,44541.87
Central Delta,CED,2018,Fall,Sep,9/14/2018,9:25,D19,281.52,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,7.4,i,240.85,67802.87
Central Delta,CED,2018,Fall,Sep,9/14/2018,9:25,D19,281.52,cf. Sphaerocystis sp.,Green Alga,Sphaerocystis,sp.,1,1,4.6,i,50.96,14347.59
Central Delta,CED,2018,Fall,Sep,9/14/2018,9:25,D19,281.52,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,2,2,11,i,554.36,312125.17
Central Delta,CED,2018,Fall,Sep,9/14/2018,9:25,D19,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,439,870,0.8,c,0.18,44085.81
Central Delta,CED,2018,Fall,Sep,9/14/2018,9:25,D19,281.52,Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,2,4.6,i,50.96,28695.17
Confluence,CON,2018,Fall,Sep,9/13/2018,6:25,D4,643.47,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,424,838,0.8,c,0.18,97061.18
Central Delta,CED,2018,Fall,Sep,9/17/2018,9:35,D16,281.52,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,1,1,7.4,i,120.42,33901.44
Central Delta,CED,2018,Fall,Sep,9/17/2018,9:35,D16,281.52,cf. Chlorella sp.,Green Alga,Chlorella,sp.,5,5,2.4,i,7.24,10188.47
Central Delta,CED,2018,Fall,Sep,9/17/2018,9:35,D16,281.52,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,4,4,9.3,i,335.12,377366.18
Central Delta,CED,2018,Fall,Sep,9/17/2018,9:35,D16,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,412,823,0.8,c,0.18,41704.17
Central Delta,CED,2018,Fall,Sep,9/17/2018,9:35,D16,281.52,Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,4,3.7,c,26.52,29865.55
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,7.4,i,159.13,55136.40
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,9.3,i,79.14,27421.82
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,cf. Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,1,1,14.8,i,159.13,55136.40
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,cf. Chlorella sp.,Green Alga,Chlorella,sp.,3,3,2,i,4.19,4354.05
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,8,i,226.19,78372.87
Northern Interior Delta,NID,2018,Fall,Sep,9/13/2018,8:35,NZ068,346.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,410,856,0.8,c,0.18,53386.32
Confluence,CON,2018,Fall,Sep,9/14/2018,7:40,D12,450.43,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,61.58,27735.29
Confluence,CON,2018,Fall,Sep,9/14/2018,7:40,D12,450.43,Nitzschia spp.,Pennate Diatom,Nitzschia,sp.,2,2,14.8,i,91.91,82796.20
Confluence,CON,2018,Fall,Sep,9/14/2018,7:40,D12,450.43,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,1,1,13,i,211.55,95290.52
Confluence,CON,2018,Fall,Sep,9/14/2018,7:40,D12,450.43,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,8.3,i,232.66,104795.17
Confluence,CON,2018,Fall,Sep,9/14/2018,7:40,D12,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,578,1156,0.8,c,0.18,93725.43
San Pablo Bay,SPB,2018,Fall,Sep,9/20/2018,11:20,NZ325,60.87,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,2,2,7.4,i,159.13,19372.25
San Pablo Bay,SPB,2018,Fall,Sep,9/20/2018,11:20,NZ325,60.87,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,2.2,i,5.58,339.36
San Pablo Bay,SPB,2018,Fall,Sep,9/20/2018,11:20,NZ325,60.87,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,397,927,0.8,c,0.18,10156.58
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/19/2018,14:50,NZS42,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,405,794,0.8,c,0.18,80469.28
Confluence,CON,2018,Fall,Sep,9/18/2018,10:05,D10,450.43,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,3.7,i,39.78,17919.33
Confluence,CON,2018,Fall,Sep,9/18/2018,10:05,D10,450.43,Ulnaria sp.,Pennate Diatom,Ulnaria,sp.,4,4,7.4,i,120.42,216969.19
Confluence,CON,2018,Fall,Sep,9/18/2018,10:05,D10,450.43,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.4,i,7.24,6520.62
Confluence,CON,2018,Fall,Sep,9/18/2018,10:05,D10,450.43,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,2,2,9.3,i,337.38,303932.76
Confluence,CON,2018,Fall,Sep,9/18/2018,10:05,D10,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,412,816,0.8,c,0.18,66159.13
San Pablo Bay,SPB,2018,Fall,Sep,9/19/2018,13:10,D6,418.15,cf. Navicula sp.,Pennate Diatom,Navicula,sp.,1,1,42.6,i,2022.53,845729.61
San Pablo Bay,SPB,2018,Fall,Sep,9/19/2018,13:10,D6,418.15,Chlorella sp.,Green Alga,Chlorella,sp.,1,1,2.8,i,11.49,4806.27
San Pablo Bay,SPB,2018,Fall,Sep,9/19/2018,13:10,D6,418.15,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,14.8,i,521.06,217883.22
San Pablo Bay,SPB,2018,Fall,Sep,9/19/2018,13:10,D6,418.15,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,3,3,9.3,i,330.59,414709.88
San Pablo Bay,SPB,2018,Fall,Sep,9/19/2018,13:10,D6,418.15,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,408,832,0.8,c,0.18,62622.72
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,91.13,41917.57
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,2.8,i,7.24,6658.72
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,1,1,14.8,i,424.35,195187.59
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,8.3,i,232.66,107014.58
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,2,2,7.4,i,112.82,103789.62
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,412,835,0.8,c,0.18,69133.38
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,12199.22
Grizzly.Suisun Bay,GSB,2018,Fall,Sep,9/18/2018,9:20,D8,459.97,Euglena sp.,Euglenoid,Euglena,sp.,1,1,29.6,i,1210.74,556904.85
