SampleID,AlgalType,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D16.Sep.2022,Green Alga,766.6,,9/15/2022,D16,Sep,2022,Central Delta,CED,Fall
D16.Sep.2022,Pennate Diatom,229.98,,9/15/2022,D16,Sep,2022,Central Delta,CED,Fall
D26.Sep.2022,Centric Diatom,161.4,,9/15/2022,D26,Sep,2022,Central Delta,CED,Fall
D26.Sep.2022,Cryptophyte,161.4,,9/15/2022,D26,Sep,2022,Central Delta,CED,Fall
D26.Sep.2022,Cyanobacterium,33167.7,,9/15/2022,D26,Sep,2022,Central Delta,CED,Fall
D26.Sep.2022,Pennate Diatom,80.7,,9/15/2022,D26,Sep,2022,Central Delta,CED,Fall
MD10A.Sep.2022,Centric Diatom,616.05,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
MD10A.Sep.2022,Chrysophyte,41.07,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
MD10A.Sep.2022,Cryptophyte,1601.73,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
MD10A.Sep.2022,Cyanobacterium,13635.24,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
MD10A.Sep.2022,Green Alga,739.26,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
MD10A.Sep.2022,Pennate Diatom,82.14,,9/15/2022,MD10A,Sep,2022,Southern Interior Delta,SID,Fall
P8.Sep.2022,Centric Diatom,541.12,,9/15/2022,P8,Sep,2022,Southern Interior Delta,SID,Fall
P8.Sep.2022,Cryptophyte,946.96,,9/15/2022,P8,Sep,2022,Southern Interior Delta,SID,Fall
P8.Sep.2022,Cyanobacterium,25635.56,,9/15/2022,P8,Sep,2022,Southern Interior Delta,SID,Fall
P8.Sep.2022,Green Alga,135.28,,9/15/2022,P8,Sep,2022,Southern Interior Delta,SID,Fall
P8.Sep.2022,Pennate Diatom,135.28,,9/15/2022,P8,Sep,2022,Southern Interior Delta,SID,Fall
D10.Sep.2022,Centric Diatom,479.15,,9/19/2022,D10,Sep,2022,Confluence,CON,Fall
D10.Sep.2022,Cryptophyte,287.49,,9/19/2022,D10,Sep,2022,Confluence,CON,Fall
D10.Sep.2022,Cyanobacterium,36798.72,,9/19/2022,D10,Sep,2022,Confluence,CON,Fall
D10.Sep.2022,Green Alga,287.49,,9/19/2022,D10,Sep,2022,Confluence,CON,Fall
D10.Sep.2022,Pennate Diatom,479.15,,9/19/2022,D10,Sep,2022,Confluence,CON,Fall
D6.Sep.2022,Centric Diatom,474.63,,9/19/2022,D6,Sep,2022,San Pablo Bay,SPB,Fall
D6.Sep.2022,Cryptophyte,36.51,,9/19/2022,D6,Sep,2022,San Pablo Bay,SPB,Fall
D6.Sep.2022,Cyanobacterium,14165.88,,9/19/2022,D6,Sep,2022,San Pablo Bay,SPB,Fall
D6.Sep.2022,Green Alga,73.02,,9/19/2022,D6,Sep,2022,San Pablo Bay,SPB,Fall
D6.Sep.2022,Pennate Diatom,36.51,,9/19/2022,D6,Sep,2022,San Pablo Bay,SPB,Fall
D8.Sep.2022,Centric Diatom,219.03,,9/19/2022,D8,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Sep.2022,Cryptophyte,584.08,,9/19/2022,D8,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Sep.2022,Cyanobacterium,28400.89,,9/19/2022,D8,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Sep.2022,Dinoflagellate,73.01,,9/19/2022,D8,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Sep.2022,Green Alga,1241.17,,9/19/2022,D8,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Sep.2022,Centric Diatom,46,,9/20/2022,D7,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Sep.2022,Cryptophyte,46,,9/20/2022,D7,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Sep.2022,Cyanobacterium,18308,,9/20/2022,D7,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Sep.2022,Green Alga,92,,9/20/2022,D7,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Sep.2022,Centric Diatom,85.18,,9/20/2022,NZ032,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Sep.2022,Cryptophyte,85.18,,9/20/2022,NZ032,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Sep.2022,Cyanobacterium,34668.26,,9/20/2022,NZ032,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Sep.2022,Pennate Diatom,170.36,,9/20/2022,NZ032,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Sep.2022,Centric Diatom,306.64,,9/20/2022,NZS42,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Sep.2022,Cyanobacterium,61021.36,,9/20/2022,NZS42,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Sep.2022,Pennate Diatom,153.32,,9/20/2022,NZS42,Sep,2022,Grizzly and Suisun Bay,GSB,Fall
D41.Sep.2022,Centric Diatom,1101.93,,9/21/2022,D41,Sep,2022,San Pablo Bay,SPB,Fall
D41.Sep.2022,Chrysophyte,47.91,,9/21/2022,D41,Sep,2022,San Pablo Bay,SPB,Fall
D41.Sep.2022,Cryptophyte,1006.11,,9/21/2022,D41,Sep,2022,San Pablo Bay,SPB,Fall
D41.Sep.2022,Cyanobacterium,17630.88,,9/21/2022,D41,Sep,2022,San Pablo Bay,SPB,Fall
D41.Sep.2022,Pennate Diatom,191.64,,9/21/2022,D41,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Centric Diatom,946.96,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Chrysophyte,135.28,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Cryptophyte,135.28,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Cyanobacterium,25838.48,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Green Alga,879.32,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
D41A.Sep.2022,Pennate Diatom,135.28,,9/21/2022,D41A,Sep,2022,San Pablo Bay,SPB,Fall
NZ002.Sep.2022,Centric Diatom,894.32,,9/21/2022,NZ002,Sep,2022,San Pablo Bay,SPB,Fall
NZ002.Sep.2022,Cryptophyte,63.88,,9/21/2022,NZ002,Sep,2022,San Pablo Bay,SPB,Fall
NZ002.Sep.2022,Cyanobacterium,24849.32,,9/21/2022,NZ002,Sep,2022,San Pablo Bay,SPB,Fall
NZ004.Sep.2022,Centric Diatom,408.88,,9/21/2022,NZ004,Sep,2022,San Pablo Bay,SPB,Fall
NZ004.Sep.2022,Chrysophyte,51.11,,9/21/2022,NZ004,Sep,2022,San Pablo Bay,SPB,Fall
NZ004.Sep.2022,Cryptophyte,153.33,,9/21/2022,NZ004,Sep,2022,San Pablo Bay,SPB,Fall
NZ004.Sep.2022,Cyanobacterium,20392.89,,9/21/2022,NZ004,Sep,2022,San Pablo Bay,SPB,Fall
NZ325.Sep.2022,Centric Diatom,2388.42,,9/21/2022,NZ325,Sep,2022,San Pablo Bay,SPB,Fall
NZ325.Sep.2022,Cryptophyte,530.76,,9/21/2022,NZ325,Sep,2022,San Pablo Bay,SPB,Fall
NZ325.Sep.2022,Cyanobacterium,32464.82,,9/21/2022,NZ325,Sep,2022,San Pablo Bay,SPB,Fall
NZ325.Sep.2022,Pennate Diatom,265.38,,9/21/2022,NZ325,Sep,2022,San Pablo Bay,SPB,Fall
D22.Sep.2022,Cryptophyte,340.72,,9/30/2022,D22,Sep,2022,Confluence,CON,Fall
D22.Sep.2022,Cyanobacterium,33901.64,,9/30/2022,D22,Sep,2022,Confluence,CON,Fall
D22.Sep.2022,Pennate Diatom,170.36,,9/30/2022,D22,Sep,2022,Confluence,CON,Fall
D4.Sep.2022,Centric Diatom,63.88,,9/30/2022,D4,Sep,2022,Confluence,CON,Fall
D4.Sep.2022,Cryptophyte,127.76,,9/30/2022,D4,Sep,2022,Confluence,CON,Fall
D4.Sep.2022,Cyanobacterium,25807.52,,9/30/2022,D4,Sep,2022,Confluence,CON,Fall
D4.Sep.2022,Green Alga,63.88,,9/30/2022,D4,Sep,2022,Confluence,CON,Fall
D4.Sep.2022,Pennate Diatom,191.64,,9/30/2022,D4,Sep,2022,Confluence,CON,Fall
EZ2.Sep.2022,Centric Diatom,90.19,,9/30/2022,EZ2,Sep,2022,Entrapment Zone,EZ,Fall
EZ2.Sep.2022,Cryptophyte,811.71,,9/30/2022,EZ2,Sep,2022,Entrapment Zone,EZ,Fall
EZ2.Sep.2022,Cyanobacterium,35444.67,,9/30/2022,EZ2,Sep,2022,Entrapment Zone,EZ,Fall
EZ2.Sep.2022,Green Alga,180.38,,9/30/2022,EZ2,Sep,2022,Entrapment Zone,EZ,Fall
EZ2.Sep.2022,Pennate Diatom,90.19,,9/30/2022,EZ2,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Centric Diatom,127.76,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Cryptophyte,766.56,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Cyanobacterium,24849.32,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Euglenoid,63.88,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Green Alga,319.4,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
EZ6.Sep.2022,Pennate Diatom,127.76,,9/30/2022,EZ6,Sep,2022,Entrapment Zone,EZ,Fall
NZ068.Sep.2022,Centric Diatom,353.84,,9/30/2022,NZ068,Sep,2022,Northern Interior Delta,NID,Fall
NZ068.Sep.2022,Cryptophyte,442.3,,9/30/2022,NZ068,Sep,2022,Northern Interior Delta,NID,Fall
NZ068.Sep.2022,Cyanobacterium,35826.3,,9/30/2022,NZ068,Sep,2022,Northern Interior Delta,NID,Fall
NZ068.Sep.2022,Green Alga,88.46,,9/30/2022,NZ068,Sep,2022,Northern Interior Delta,NID,Fall
NZ068.Sep.2022,Pennate Diatom,353.84,,9/30/2022,NZ068,Sep,2022,Northern Interior Delta,NID,Fall
C10A.Oct.2022,Centric Diatom,378.84,,10/12/2022,C10A,Oct,2022,Southern Interior Delta,SID,Fall
C10A.Oct.2022,Cryptophyte,135.3,,10/12/2022,C10A,Oct,2022,Southern Interior Delta,SID,Fall
C10A.Oct.2022,Cyanobacterium,8632.14,,10/12/2022,C10A,Oct,2022,Southern Interior Delta,SID,Fall
C10A.Oct.2022,Green Alga,1380.06,,10/12/2022,C10A,Oct,2022,Southern Interior Delta,SID,Fall
C10A.Oct.2022,Pennate Diatom,297.66,,10/12/2022,C10A,Oct,2022,Southern Interior Delta,SID,Fall
C3A.Oct.2022,Centric Diatom,25.55,,10/12/2022,C3A,Oct,2022,Northern Interior Delta,NID,Fall
C3A.Oct.2022,Cryptophyte,357.7,,10/12/2022,C3A,Oct,2022,Northern Interior Delta,NID,Fall
C3A.Oct.2022,Cyanobacterium,8840.3,,10/12/2022,C3A,Oct,2022,Northern Interior Delta,NID,Fall
C3A.Oct.2022,Green Alga,868.7,,10/12/2022,C3A,Oct,2022,Northern Interior Delta,NID,Fall
C3A.Oct.2022,Pennate Diatom,153.3,,10/12/2022,C3A,Oct,2022,Northern Interior Delta,NID,Fall
C9.Oct.2022,Centric Diatom,383.3,,10/12/2022,C9,Oct,2022,Southern Interior Delta,SID,Fall
C9.Oct.2022,Cyanobacterium,29897.4,,10/12/2022,C9,Oct,2022,Southern Interior Delta,SID,Fall
C9.Oct.2022,Pennate Diatom,919.92,,10/12/2022,C9,Oct,2022,Southern Interior Delta,SID,Fall
D12.Oct.2022,Cryptophyte,270.58,,10/13/2022,D12,Oct,2022,Confluence,CON,Fall
D12.Oct.2022,Cyanobacterium,54251.29,,10/13/2022,D12,Oct,2022,Confluence,CON,Fall
D12.Oct.2022,Pennate Diatom,135.29,,10/13/2022,D12,Oct,2022,Confluence,CON,Fall
D16.Oct.2022,Centric Diatom,153.33,,10/13/2022,D16,Oct,2022,Central Delta,CED,Fall
D16.Oct.2022,Cryptophyte,255.55,,10/13/2022,D16,Oct,2022,Central Delta,CED,Fall
D16.Oct.2022,Cyanobacterium,20341.78,,10/13/2022,D16,Oct,2022,Central Delta,CED,Fall
D16.Oct.2022,Green Alga,51.11,,10/13/2022,D16,Oct,2022,Central Delta,CED,Fall
D16.Oct.2022,Pennate Diatom,204.44,,10/13/2022,D16,Oct,2022,Central Delta,CED,Fall
D19.Oct.2022,Centric Diatom,527.01,,10/13/2022,D19,Oct,2022,Central Delta,CED,Fall
D19.Oct.2022,Cryptophyte,1101.93,,10/13/2022,D19,Oct,2022,Central Delta,CED,Fall
D19.Oct.2022,Cyanobacterium,15618.66,,10/13/2022,D19,Oct,2022,Central Delta,CED,Fall
D19.Oct.2022,Green Alga,2251.77,,10/13/2022,D19,Oct,2022,Central Delta,CED,Fall
D19.Oct.2022,Pennate Diatom,47.91,,10/13/2022,D19,Oct,2022,Central Delta,CED,Fall
D28A.Oct.2022,Centric Diatom,202.92,,10/13/2022,D28A,Oct,2022,Central Delta,CED,Fall
D28A.Oct.2022,Cryptophyte,608.76,,10/13/2022,D28A,Oct,2022,Central Delta,CED,Fall
D28A.Oct.2022,Cyanobacterium,26853.08,,10/13/2022,D28A,Oct,2022,Central Delta,CED,Fall
D28A.Oct.2022,Green Alga,202.92,,10/13/2022,D28A,Oct,2022,Central Delta,CED,Fall
D28A.Oct.2022,Pennate Diatom,202.92,,10/13/2022,D28A,Oct,2022,Central Delta,CED,Fall
EZ2-SJR.Oct.2022,Centric Diatom,73.02,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Oct.2022,Cryptophyte,182.55,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Oct.2022,Cyanobacterium,17926.41,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Oct.2022,Dinoflagellate,36.51,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Oct.2022,Green Alga,255.57,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ2-SJR.Oct.2022,Pennate Diatom,182.55,,10/13/2022,EZ2-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Oct.2022,Centric Diatom,90.2,,10/13/2022,EZ6-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Oct.2022,Cryptophyte,270.6,,10/13/2022,EZ6-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Oct.2022,Cyanobacterium,20791.1,,10/13/2022,EZ6-SJR,Oct,2022,Entrapment Zone,EZ,Fall
EZ6-SJR.Oct.2022,Green Alga,135.3,,10/13/2022,EZ6-SJR,Oct,2022,Entrapment Zone,EZ,Fall
D26.Oct.2022,Centric Diatom,383.28,,10/14/2022,D26,Oct,2022,Central Delta,CED,Fall
D26.Oct.2022,Cryptophyte,255.52,,10/14/2022,D26,Oct,2022,Central Delta,CED,Fall
D26.Oct.2022,Cyanobacterium,24785.44,,10/14/2022,D26,Oct,2022,Central Delta,CED,Fall
D26.Oct.2022,Green Alga,702.68,,10/14/2022,D26,Oct,2022,Central Delta,CED,Fall
D26.Oct.2022,Pennate Diatom,191.64,,10/14/2022,D26,Oct,2022,Central Delta,CED,Fall
MD10A.Oct.2022,Centric Diatom,459.9,,10/14/2022,MD10A,Oct,2022,Southern Interior Delta,SID,Fall
MD10A.Oct.2022,Cryptophyte,1346.85,,10/14/2022,MD10A,Oct,2022,Southern Interior Delta,SID,Fall
MD10A.Oct.2022,Cyanobacterium,11398.95,,10/14/2022,MD10A,Oct,2022,Southern Interior Delta,SID,Fall
MD10A.Oct.2022,Green Alga,952.65,,10/14/2022,MD10A,Oct,2022,Southern Interior Delta,SID,Fall
MD10A.Oct.2022,Pennate Diatom,32.85,,10/14/2022,MD10A,Oct,2022,Southern Interior Delta,SID,Fall
P8.Oct.2022,Centric Diatom,202.92,,10/14/2022,P8,Oct,2022,Southern Interior Delta,SID,Fall
P8.Oct.2022,Cryptophyte,541.12,,10/14/2022,P8,Oct,2022,Southern Interior Delta,SID,Fall
P8.Oct.2022,Cyanobacterium,26514.88,,10/14/2022,P8,Oct,2022,Southern Interior Delta,SID,Fall
P8.Oct.2022,Green Alga,405.84,,10/14/2022,P8,Oct,2022,Southern Interior Delta,SID,Fall
P8.Oct.2022,Pennate Diatom,67.64,,10/14/2022,P8,Oct,2022,Southern Interior Delta,SID,Fall
D22.Oct.2022,Centric Diatom,340.72,,10/17/2022,D22,Oct,2022,Confluence,CON,Fall
D22.Oct.2022,Cryptophyte,340.72,,10/17/2022,D22,Oct,2022,Confluence,CON,Fall
D22.Oct.2022,Cyanobacterium,33901.64,,10/17/2022,D22,Oct,2022,Confluence,CON,Fall
D22.Oct.2022,Green Alga,170.36,,10/17/2022,D22,Oct,2022,Confluence,CON,Fall
D22.Oct.2022,Pennate Diatom,170.36,,10/17/2022,D22,Oct,2022,Confluence,CON,Fall
D4.Oct.2022,Centric Diatom,204.44,,10/17/2022,D4,Oct,2022,Confluence,CON,Fall
D4.Oct.2022,Cryptophyte,715.54,,10/17/2022,D4,Oct,2022,Confluence,CON,Fall
D4.Oct.2022,Cyanobacterium,38536.94,,10/17/2022,D4,Oct,2022,Confluence,CON,Fall
D4.Oct.2022,Green Alga,1533.3,,10/17/2022,D4,Oct,2022,Confluence,CON,Fall
EZ2.Oct.2022,Centric Diatom,127.77,,10/17/2022,EZ2,Oct,2022,Entrapment Zone,EZ,Fall
EZ2.Oct.2022,Cryptophyte,212.95,,10/17/2022,EZ2,Oct,2022,Entrapment Zone,EZ,Fall
EZ2.Oct.2022,Cyanobacterium,17760.03,,10/17/2022,EZ2,Oct,2022,Entrapment Zone,EZ,Fall
EZ2.Oct.2022,Green Alga,681.44,,10/17/2022,EZ2,Oct,2022,Entrapment Zone,EZ,Fall
EZ2.Oct.2022,Pennate Diatom,42.59,,10/17/2022,EZ2,Oct,2022,Entrapment Zone,EZ,Fall
EZ6.Oct.2022,Centric Diatom,219.05,,10/17/2022,EZ6,Oct,2022,Entrapment Zone,EZ,Fall
EZ6.Oct.2022,Cryptophyte,613.34,,10/17/2022,EZ6,Oct,2022,Entrapment Zone,EZ,Fall
EZ6.Oct.2022,Cyanobacterium,17524,,10/17/2022,EZ6,Oct,2022,Entrapment Zone,EZ,Fall
EZ6.Oct.2022,Pennate Diatom,131.43,,10/17/2022,EZ6,Oct,2022,Entrapment Zone,EZ,Fall
NZ068.Oct.2022,Centric Diatom,479.1,,10/17/2022,NZ068,Oct,2022,Northern Interior Delta,NID,Fall
NZ068.Oct.2022,Cryptophyte,1054.02,,10/17/2022,NZ068,Oct,2022,Northern Interior Delta,NID,Fall
NZ068.Oct.2022,Cyanobacterium,10540.2,,10/17/2022,NZ068,Oct,2022,Northern Interior Delta,NID,Fall
NZ068.Oct.2022,Green Alga,1022.08,,10/17/2022,NZ068,Oct,2022,Northern Interior Delta,NID,Fall
NZ068.Oct.2022,Pennate Diatom,127.76,,10/17/2022,NZ068,Oct,2022,Northern Interior Delta,NID,Fall
D10.Oct.2022,Centric Diatom,85.18,,10/18/2022,D10,Oct,2022,Confluence,CON,Fall
D10.Oct.2022,Cryptophyte,511.08,,10/18/2022,D10,Oct,2022,Confluence,CON,Fall
D10.Oct.2022,Cyanobacterium,33135.02,,10/18/2022,D10,Oct,2022,Confluence,CON,Fall
D10.Oct.2022,Green Alga,596.26,,10/18/2022,D10,Oct,2022,Confluence,CON,Fall
D10.Oct.2022,Pennate Diatom,85.18,,10/18/2022,D10,Oct,2022,Confluence,CON,Fall
D6.Oct.2022,Centric Diatom,143.73,,10/18/2022,D6,Oct,2022,San Pablo Bay,SPB,Fall
D6.Oct.2022,Cryptophyte,766.56,,10/18/2022,D6,Oct,2022,San Pablo Bay,SPB,Fall
D6.Oct.2022,Cyanobacterium,17966.25,,10/18/2022,D6,Oct,2022,San Pablo Bay,SPB,Fall
D6.Oct.2022,Green Alga,479.1,,10/18/2022,D6,Oct,2022,San Pablo Bay,SPB,Fall
D8.Oct.2022,Centric Diatom,219.04,,10/18/2022,D8,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Oct.2022,Cryptophyte,657.12,,10/18/2022,D8,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Oct.2022,Cyanobacterium,21356.4,,10/18/2022,D8,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Oct.2022,Green Alga,273.8,,10/18/2022,D8,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D8.Oct.2022,Pennate Diatom,54.76,,10/18/2022,D8,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Oct.2022,Centric Diatom,135.29,,10/19/2022,D7,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Oct.2022,Cyanobacterium,56010.06,,10/19/2022,D7,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D7.Oct.2022,Pennate Diatom,270.58,,10/19/2022,D7,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Oct.2022,Centric Diatom,328.56,,10/19/2022,NZ032,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Oct.2022,Cryptophyte,164.28,,10/19/2022,NZ032,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Oct.2022,Cyanobacterium,32363.16,,10/19/2022,NZ032,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZ032.Oct.2022,Green Alga,903.54,,10/19/2022,NZ032,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Oct.2022,Cyanobacterium,153226.84,,10/19/2022,NZS42,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
NZS42.Oct.2022,Pennate Diatom,287.48,,10/19/2022,NZS42,Oct,2022,Grizzly and Suisun Bay,GSB,Fall
D41.Oct.2022,Centric Diatom,121.04,,10/20/2022,D41,Oct,2022,San Pablo Bay,SPB,Fall
D41.Oct.2022,Cryptophyte,60.52,,10/20/2022,D41,Oct,2022,San Pablo Bay,SPB,Fall
D41.Oct.2022,Cyanobacterium,24208,,10/20/2022,D41,Oct,2022,San Pablo Bay,SPB,Fall
D41.Oct.2022,Dinoflagellate,60.52,,10/20/2022,D41,Oct,2022,San Pablo Bay,SPB,Fall
D41.Oct.2022,Green Alga,181.56,,10/20/2022,D41,Oct,2022,San Pablo Bay,SPB,Fall
D41A.Oct.2022,Centric Diatom,847.28,,10/20/2022,D41A,Oct,2022,San Pablo Bay,SPB,Fall
D41A.Oct.2022,Cyanobacterium,45632.08,,10/20/2022,D41A,Oct,2022,San Pablo Bay,SPB,Fall
D41A.Oct.2022,Green Alga,2662.88,,10/20/2022,D41A,Oct,2022,San Pablo Bay,SPB,Fall
NZ002.Oct.2022,Centric Diatom,181.56,,10/20/2022,NZ002,Oct,2022,San Pablo Bay,SPB,Fall
NZ002.Oct.2022,Cryptophyte,60.52,,10/20/2022,NZ002,Oct,2022,San Pablo Bay,SPB,Fall
NZ002.Oct.2022,Cyanobacterium,24086.96,,10/20/2022,NZ002,Oct,2022,San Pablo Bay,SPB,Fall
NZ002.Oct.2022,Pennate Diatom,60.52,,10/20/2022,NZ002,Oct,2022,San Pablo Bay,SPB,Fall
NZ004.Oct.2022,Centric Diatom,46,,10/20/2022,NZ004,Oct,2022,San Pablo Bay,SPB,Fall
NZ004.Oct.2022,Cryptophyte,138,,10/20/2022,NZ004,Oct,2022,San Pablo Bay,SPB,Fall
NZ004.Oct.2022,Cyanobacterium,18354,,10/20/2022,NZ004,Oct,2022,San Pablo Bay,SPB,Fall
NZ004.Oct.2022,Green Alga,46,,10/20/2022,NZ004,Oct,2022,San Pablo Bay,SPB,Fall
NZ325.Oct.2022,Centric Diatom,348.45,,10/20/2022,NZ325,Oct,2022,San Pablo Bay,SPB,Fall
NZ325.Oct.2022,Cryptophyte,209.07,,10/20/2022,NZ325,Oct,2022,San Pablo Bay,SPB,Fall
NZ325.Oct.2022,Cyanobacterium,25018.71,,10/20/2022,NZ325,Oct,2022,San Pablo Bay,SPB,Fall
NZ325.Oct.2022,Green Alga,3345.12,,10/20/2022,NZ325,Oct,2022,San Pablo Bay,SPB,Fall
NZ325.Oct.2022,Pennate Diatom,69.69,,10/20/2022,NZ325,Oct,2022,San Pablo Bay,SPB,Fall
C10A.Nov.2022,Centric Diatom,574.92,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C10A.Nov.2022,Chrysophyte,447.16,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C10A.Nov.2022,Cryptophyte,191.64,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C10A.Nov.2022,Cyanobacterium,21527.56,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C10A.Nov.2022,Green Alga,2363.56,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C10A.Nov.2022,Pennate Diatom,1149.84,,11/10/2022,C10A,Nov,2022,Southern Interior Delta,SID,Fall
C3A.Nov.2022,Cryptophyte,33.33,,11/10/2022,C3A,Nov,2022,Northern Interior Delta,NID,Fall
C3A.Nov.2022,Cyanobacterium,14131.92,,11/10/2022,C3A,Nov,2022,Northern Interior Delta,NID,Fall
C3A.Nov.2022,Green Alga,199.98,,11/10/2022,C3A,Nov,2022,Northern Interior Delta,NID,Fall
C3A.Nov.2022,Pennate Diatom,33.33,,11/10/2022,C3A,Nov,2022,Northern Interior Delta,NID,Fall
C9.Nov.2022,Centric Diatom,60.52,,11/10/2022,C9,Nov,2022,Southern Interior Delta,SID,Fall
C9.Nov.2022,Chrysophyte,121.04,,11/10/2022,C9,Nov,2022,Southern Interior Delta,SID,Fall
C9.Nov.2022,Cryptophyte,363.12,,11/10/2022,C9,Nov,2022,Southern Interior Delta,SID,Fall
C9.Nov.2022,Cyanobacterium,23784.36,,11/10/2022,C9,Nov,2022,Southern Interior Delta,SID,Fall
C9.Nov.2022,Pennate Diatom,121.04,,11/10/2022,C9,Nov,2022,Southern Interior Delta,SID,Fall
D12.Nov.2022,Cryptophyte,204.44,,11/14/2022,D12,Nov,2022,Confluence,CON,Fall
D12.Nov.2022,Cyanobacterium,40785.78,,11/14/2022,D12,Nov,2022,Confluence,CON,Fall
D12.Nov.2022,Pennate Diatom,102.22,,11/14/2022,D12,Nov,2022,Confluence,CON,Fall
D19.Nov.2022,Centric Diatom,843.26,,11/14/2022,D19,Nov,2022,Central Delta,CED,Fall
D19.Nov.2022,Cryptophyte,2184.81,,11/14/2022,D19,Nov,2022,Central Delta,CED,Fall
D19.Nov.2022,Cyanobacterium,11115.7,,11/14/2022,D19,Nov,2022,Central Delta,CED,Fall
D19.Nov.2022,Green Alga,1418.21,,11/14/2022,D19,Nov,2022,Central Delta,CED,Fall
D19.Nov.2022,Pennate Diatom,38.33,,11/14/2022,D19,Nov,2022,Central Delta,CED,Fall
D28A.Nov.2022,Centric Diatom,108.22,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
D28A.Nov.2022,Chrysophyte,108.22,,11/14/2022,D28A,Nov,2022,Central Delta,CED,Fall
