MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,GALD,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Organisms per mL,Total Cells Counted,Number of cells per unit
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,NA,13,9.3,NA,i,BSA.09-12,KS,Fragment. Moderate sediment.,cylinder,410.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,975.93,13,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,191,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,6,5.6,NA,i,BSA.09-12,KS,Moderate sediment.,cylinder,115.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.43,6,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,750,Nitzschia spp.,Diatom,Nitzschia,spp.,NA,2,18.7,NA,i,BSA.09-12,KS,Moderate sediment.,prism on parallelogram,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,2,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,NA,8,20.6,NA,i,BSA.09-12,KS,Moderate sediment.,box,126.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.57,8,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,NA,1,9.3,NA,i,BSA.09-12,KS,Fragment. Moderate sediment.,box,380.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,992,Tryblionella cf. apiculata,Diatom,Tryblionella,apiculata,NA,1,22.4,NA,i,BSA.09-12,KS,Moderate sediment.,elliptic prism,738.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,NA,1,6.5,NA,i,BSA.09-12,KS,Moderate sediment.,2 cones,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1229,Scenedesmus opoliensis var. mononensis,Soft Body,Scenedesmus,opoliensis var. mononensis,NA,2,5.6,NA,c,BSA.09-12,KS,Moderate sediment.,prolate spheroid,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,4,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,NA,1,7.5,NA,c,BSA.09-12,KS,Moderate sediment.,prolate spheroid,19.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,2,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1237,Scenedesmus subspicatus,Soft Body,Scenedesmus,subspicatus,NA,1,6,NA,c,BSA.09-12,KS,Moderate sediment.,prolate spheroid,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,2,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,342,0.86,NA,c,BSA.09-12,KS,Moderate sediment.,sphere,0.27,0.27,0.38,0.27,0.38,0.27,0.38,0.38,0.38,0.27,25674.5,684,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,NA,2,1.9,NA,c,BSA.09-12,KS,Moderate sediment.,sphere,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,6,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,NA,2,1.3,NA,c,BSA.09-12,KS,Moderate sediment.,cube,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,48,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1477,Microcystis sp.,Soft Body,Microcystis,sp.,NA,43,4.7,NA,c,BSA.09-12,KS,Moderate sediment.,sphere,54.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3228.08,47,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1488,Oscillatoria tenuis,Soft Body,Oscillatoria,tenuis,NA,1,10.3,NA,f,BSA.09-12,KS,Moderate sediment.,cylinder,466.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,8,NA
Phyto,2013-09-24T00:00:00Z,9:21:00,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,NA,1,2.8,NA,f,BSA.09-12,KS,Moderate sediment.,cylinder,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,18,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,2,9.3,NA,i,BSA.09-05,KS,"Fragment. High detritus and sediment, diatom fragments.",cylinder,410.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,2,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,4,6.5,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",cylinder,122.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.29,4,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,319,Entomoneis sp.,Diatom,Entomoneis,sp.,NA,1,29.9,NA,i,BSA.09-05,KS,"High detritus and sediment, some broken diatom fragments.",elliptic prism,1637.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,NA,2,9.3,NA,i,BSA.09-05,KS,"Fragment. High detritus and sediment, diatom fragments.",box,151.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,2,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1027,cf. Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,NA,1,7.5,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",sphere,220.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1359,cf. Hillea fusiformis,Soft Body,Hillea,fusiformis,NA,4,4.7,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",prolate spheroid,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.29,4,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,2,13,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",cone + half sphere,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.14,2,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,404,0.84,NA,c,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",sphere,0.38,0.27,0.38,0.27,0.27,0.27,0.27,0.27,0.38,0.38,30328.94,806,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,NA,1,11.2,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",ellipsoid,735.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,D4,57,10,17.54%,0.0697,314.159,0.418478994,6,75.07,1644,cf. Heterosigma inlandica,Soft Body,Heterosigma,inlandica,NA,1,13.1,NA,i,BSA.09-05,KS,"High detritus and sediment, diatom fragments.",#N/A,1006.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.07,1,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,3,8.4,NA,i,BSA.09-03,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",cylinder,310.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.91,3,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,NA,1,9.3,NA,i,BSA.09-03,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",box,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,1,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,190,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,4,11.2,NA,i,BSA.09-03,KS,"High detritus, moderate sediment, diatom fragments.",cylinder,364.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.21,4,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,397,Fragilaria sp.,Diatom,Fragilaria,sp.,NA,1,20.6,NA,i,BSA.09-03,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",elliptic prism,126.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,1,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,631,Navicula sp.,Diatom,Navicula,sp.,NA,1,18.7,NA,i,BSA.09-03,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",elliptic prism,407.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,1,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,750,Nitzschia spp.,Diatom,Nitzschia,spp.,NA,2,11.2,NA,i,BSA.09-03,KS,"High detritus, moderate sediment, diatom fragments.",prism on parallelogram,76.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.61,2,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,1359,Hillea fusiformis,Soft Body,Hillea,fusiformis,NA,1,7.5,NA,i,BSA.09-03,KS,"High detritus, moderate sediment, diatom fragments.",prolate spheroid,53.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,1,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,3,9.3,NA,i,BSA.09-03,KS,"High detritus, moderate sediment, diatom fragments.",cone + half sphere,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.91,3,NA
Phyto,2013-09-25T00:00:00Z,8:15:00,D8,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,400,0.86,NA,c,BSA.09-03,KS,"High detritus, moderate sediment, diatom fragments.",sphere,0.38,0.27,0.38,0.27,0.38,0.27,0.38,0.38,0.27,0.38,22521.49,787,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,4,11.2,NA,i,BSA.09-09,KS,"Fragment. Very high sediment, moderate detritus, diatom fragments.",cylinder,494.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.34,4,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,NA,1,15,NA,i,BSA.09-09,KS,"Fragment. Very high sediment, moderate detritus, diatom fragments.",box,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,11.2,NA,i,BSA.09-09,KS,"Fragment. Very high sediment, moderate detritus, diatom fragments.",cylinder,551.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,191,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,5,11.2,NA,i,BSA.09-09,KS,"Very high sediment, moderate detritus, diatom fragments.",cylinder,551.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.43,5,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,681,Nitzschia brevissima,Diatom,Nitzschia,brevissima,NA,1,31.8,NA,i,BSA.09-09,KS,"Very high sediment, moderate detritus, diatom fragments.",prism on parallelogram,329.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,976,Synedra ulna,Diatom,Synedra,ulna,NA,3,18.7,NA,i,BSA.09-09,KS,"Fragment. Very high sediment, moderate detritus, diatom fragments.",box,583.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.26,3,NA
Phyto,2013-09-25T00:00:00Z,10:20:00,EZ2,60,10,16.67%,0.0697,314.159,0.348732495,5,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,482,0.85,NA,c,BSA.09-09,KS,"Very high sediment, moderate detritus, diatom fragments.",sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.27,0.38,0.38,43421.43,973,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,3,9.3,NA,i,BSA.09-08,KS,"Fragment. High detritus and sediment, diatom fragments.",cylinder,410.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.26,3,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,7.5,NA,i,BSA.09-08,KS,"High detritus and sediment, diatom fragments.",cylinder,163.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,319,Entomoneis sp.,Diatom,Entomoneis,sp.,NA,2,18.7,NA,i,BSA.09-08,KS,"High detritus and sediment, diatom fragments.",elliptic prism,304.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.17,2,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,9.3,NA,i,BSA.09-08,KS,"Fragment. High detritus and sediment, diatom fragments.",prism on parallelogram,80.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,874,Rhoicosphenia abbreviata,Diatom,Rhoicosphenia,abbreviata,NA,1,13.1,NA,i,BSA.09-08,KS,"High detritus and sediment, diatom fragments.",gomphonemoid,123.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,976,Synedra ulna,Diatom,Synedra,ulna,NA,1,16.8,NA,i,BSA.09-08,KS,"Fragment. High detritus and sediment, diatom fragments.",box,273.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,1,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,409,0.85,NA,c,BSA.09-08,KS,"High detritus and sediment, diatom fragments.",sphere,0.27,0.27,0.38,0.27,0.38,0.38,0.38,0.27,0.38,0.27,36845.16,820,NA
Phyto,2013-09-25T00:00:00Z,9:35:00,EZ6,59,10,16.95%,0.0697,314.159,0.348732495,5,90.09,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,NA,1,1.2,NA,c,BSA.09-08,KS,"High detritus and sediment, diatom fragments.",cube,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.09,16,NA
Phyto,2013-09-26T00:00:00Z,8:45:00,D7,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,2,7.5,NA,i,BSA.09-02,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",cylinder,248.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.61,2,NA
Phyto,2013-09-26T00:00:00Z,8:45:00,D7,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,7.5,NA,i,BSA.09-02,KS,"High detritus, moderate sediment, diatom fragments.",cylinder,163.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.61,2,NA
Phyto,2013-09-26T00:00:00Z,8:45:00,D7,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,750,Nitzschia spp.,Diatom,Nitzschia,spp.,NA,2,29.9,NA,i,BSA.09-02,KS,"High detritus, moderate sediment, diatom fragments.",prism on parallelogram,309.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.61,2,NA
Phyto,2013-09-26T00:00:00Z,8:45:00,D7,60,10,16.67%,0.0697,314.159,0.557971992,8,56.3,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,426,0.86,NA,c,BSA.09-02,KS,"High detritus, moderate sediment, diatom fragments.",sphere,0.38,0.38,0.27,0.38,0.27,0.27,0.38,0.38,0.27,0.38,23985.39,856,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,191,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,9,5.6,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,cylinder,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.12,9,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,18.7,NA,i,BSA.09-13,KS,Fragment. Some soft algae appears degraded.,prism on parallelogram,259.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.35,1,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,NA,2,3.9,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,ellipsoid,16.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.69,2,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,NA,16,5.6,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,prolate spheroid,40.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029.55,16,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,15,9.3,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,cone + half sphere,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.21,15,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,401,0.86,NA,c,BSA.09-13,KS,Some soft algae appears degraded.,sphere,0.38,0.27,0.38,0.38,0.27,0.38,0.38,0.27,0.38,0.27,25803.19,800,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1555,cf. Lepocinclis sp.,Soft Body,Lepocinclis,sp.,NA,1,11.2,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,2 cones,329.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.35,1,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,NA,1,26.2,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,ellipsoid,3457.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.35,1,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1657,Teleaulax sp.,Soft Body,Teleaulax,sp.,NA,2,13.1,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,cone + half sphere,925.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.69,2,NA
Phyto,2013-09-27T00:00:00Z,9:25:00,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1658,Gonyaulax cf. digitale,Soft Body,Gonyaulax,digitale,NA,1,50.5,NA,i,BSA.09-13,KS,Some soft algae appears degraded.,2 cones,29851.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.35,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,1,7.5,NA,i,BSA.09-06,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",cylinder,80.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,191,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,6,11.2,NA,i,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",cylinder,364.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,6,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,289,Diploneis sp.,Diatom,Diploneis,sp.,NA,1,33.6,NA,i,BSA.09-06,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",elliptic prism,1093.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,464,Gomphonema sp.,Diatom,Gomphonema,sp.,NA,1,13.1,NA,i,BSA.09-06,KS,"Fragment. High detritus, moderate sediment, diatom fragments.",gomphonemoid,244.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,631,Navicula sp.,Diatom,Navicula,sp.,NA,1,21.5,NA,i,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",elliptic prism,349.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,NA,1,5.6,NA,i,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,2,9.3,NA,i,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",cone + half sphere,294.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,2,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,454,0.87,NA,c,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",sphere,0.27,0.27,0.38,0.38,0.38,0.38,0.38,0.38,0.27,0.38,5243.46,794,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,NA,1,2.1,NA,c,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",sphere,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,2,NA
Phyto,2013-09-27T00:00:00Z,8:25:00,D41A,63,10,15.87%,0.0697,314.159,2.720113461,39,11.55,1646,Coscinodiscus sp.,Diatom,Coscinodiscus,sp.,NA,1,28,NA,i,BSA.09-06,KS,"High detritus, moderate sediment, diatom fragments.",cylinder,6896.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,1,NA
Phyto,2013-09-27T00:00:00Z,11:10:00,D6,63,10,15.87%,0.0697,314.159,0.627718491,9,50.05,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,1,11.2,NA,i,BSA.09-04,KS,"Fragment. Light sediment and detritus, diatom fragments.",cylinder,275.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05,1,NA
