SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,Genus,Units.per.mL,BV.um3.per.mL
2018-07-19-D12-Regular,2018-07-19,Summer,Jul,D12,Confluence,CON,Regular,Cyclotella,450.43,55303.7954
2018-07-19-D12-Regular,2018-07-19,Summer,Jul,D12,Confluence,CON,Regular,Drepanochloris,450.43,11886.8477
2018-07-19-D12-Regular,2018-07-19,Summer,Jul,D12,Confluence,CON,Regular,Eucapsis,175217.27,64618.68780000001
2018-07-19-D12-Regular,2018-07-19,Summer,Jul,D12,Confluence,CON,Regular,Ulnaria,450.43,23246.6923
2018-07-19-D12-Surface,2018-07-19,Summer,Jul,D12,Confluence,CON,Surface,Anabaena,751.22,1399973.5920000002
2018-07-19-D12-Surface,2018-07-19,Summer,Jul,D12,Confluence,CON,Surface,Chlorella,3756.1000000000004,13484.399
2018-07-19-D12-Surface,2018-07-19,Summer,Jul,D12,Confluence,CON,Surface,Chroococcus,20282.940000000002,2279464.407
2018-07-19-D12-Surface,2018-07-19,Summer,Jul,D12,Confluence,CON,Surface,Eucapsis,335044.12,122508.9576
2018-07-19-D19-Regular,2018-07-19,Summer,Jul,D19,Central Delta,CED,Regular,Aphanizomenon,321.74,77487.8616
2018-07-19-D19-Regular,2018-07-19,Summer,Jul,D19,Central Delta,CED,Regular,Chlorella,4826.1,20221.359000000004
2018-07-19-D19-Regular,2018-07-19,Summer,Jul,D19,Central Delta,CED,Regular,Eucapsis,134165.58000000002,49399.9596
2018-07-19-D19-Regular,2018-07-19,Summer,Jul,D19,Central Delta,CED,Regular,Merismopedia,321.74,1286.96
2018-07-19-D19-Regular,2018-07-19,Summer,Jul,D19,Central Delta,CED,Regular,Microcystis,1608.7,677520.0920000001
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Anabaena,845.1299999999999,226156.78799999997
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Chlorella,2253.68,16316.643199999999
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Chroococcus,281.71,51806.469
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Cocconeis,845.1299999999999,584804.6060999999
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Cryptomonas,281.71,213051.6388
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Cyclotella,281.71,44828.512299999995
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Drepanochloris,845.1299999999999,2231.1432
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Eucapsis,119445.04,43203.04559999999
2018-07-19-D19-Surface,2018-07-19,Summer,Jul,D19,Central Delta,CED,Surface,Plagioselmis,281.71,65542.6486
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Aphanizomenon,281.52,380761.43039999995
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Chlorella,1126.08,6283.5264
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Cocconeis,281.52,77522.1624
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Eucapsis,109511.28,39474.734399999994
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Microcystis,2815.2,227980.5264
2018-07-19-D28A-Regular,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Regular,Nitzschia,281.52,28520.7912
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Chlorella,10704.6,38429.514
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Chroococcus,14272.800000000001,1206892.9440000001
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Cocconeis,187.8,183369.798
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Cyclotella,187.8,29884.614
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Eucapsis,53710.8,19471.104
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Komvophoron,187.8,53680.75200000001
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Plagioselmis,375.6,64614.468
2018-07-19-D28A-Surface,2018-07-19,Summer,Jul,D28A,Central Delta,CED,Surface,Thalassiosira,187.8,185236.53000000003
2018-07-19-EZ2-SJR-Regular,2018-07-19,Summer,Jul,EZ2-SJR,NA,NA,Regular,Chlorella,919.94,10570.1106
2018-07-19-EZ2-SJR-Regular,2018-07-19,Summer,Jul,EZ2-SJR,NA,NA,Regular,Chroococcus,919.94,84588.48300000001
2018-07-19-EZ2-SJR-Regular,2018-07-19,Summer,Jul,EZ2-SJR,NA,NA,Regular,Eucapsis,398334.02,145718.496
2018-07-19-EZ2-SJR-Regular,2018-07-19,Summer,Jul,EZ2-SJR,NA,NA,Regular,Nitzschia,919.94,40026.5894
2018-07-19-EZ2-SJR-Regular,2018-07-19,Summer,Jul,EZ2-SJR,NA,NA,Regular,Skeletonema,919.94,182985.2654
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Chlorella,643.47,3590.5626
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Cyclotella,1286.94,407342.24879999994
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Drepanochloris,643.47,20822.6892
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Eucapsis,237440.43000000002,86984.2746
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Microcystis,19947.57,1021804.6212
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Monoraphidium,643.47,9973.785
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Mucidosphaerium,643.47,103315.5432
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Nitzschia,1286.94,229036.71180000002
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Scenedesmus,1286.94,474803.6436
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Skeletonema,1930.41,193021.6959
2018-08-01-C10A-Regular,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Regular,Ulnaria,643.47,77486.65740000001
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Ankistrodesmus,281.71,23748.153
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Chlamydomonas,563.42,51806.469
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Chlorella,5915.91,21238.116899999997
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Chroococcus,8169.589999999999,663765.1020000001
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Crucigenia,281.71,57074.445999999996
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Cuspidothrix,281.71,1701336.8371999997
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Cyclotella,3943.9399999999996,5246110.669799999
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Eucapsis,116909.65,42594.551999999996
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Merismopedia,281.71,4958.0960000000005
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Navicula,563.42,262829.79579999996
2018-08-01-C10A-Surface,2018-08-01,Summer,Aug,C10A,Southern Interior Delta,SID,Surface,Nitzschia,563.42,150517.653
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Aphanizomenon,450.43,394198.31880000007
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Chlorella,2252.15,14346.195500000002
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Drepanochloris,450.43,14575.9148
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Eucapsis,170712.97,65510.5392
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Microcystis,2702.58,130048.14960000002
2018-08-01-C9-Regular,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Regular,Mucidosphaerium,450.43,7540.198200000001
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Chlorella,5509.0199999999995,19777.381799999996
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Chroococcus,9265.17,677356.5459
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Cocconeis,250.41,80336.5362
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Eucapsis,93903.75,34075.792799999996
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Nitzschia,250.41,19126.3158
2018-08-01-C9-Surface,2018-08-01,Summer,Aug,C9,Southern Interior Delta,SID,Surface,Pseudanabaena,250.41,6175.110600000001
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Achnanthidium,214.49,17066.9693
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Chlorella,1501.43,6290.9917000000005
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Cyclotella,214.49,19546.4737
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Encyonema,214.49,39942.3278
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Eucapsis,86010.49,34013.824199999995
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Nitzschia,428.98,115550.0528
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Pseudanabaena,214.49,4049.5712
2018-08-02-C3A-Regular,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Regular,Ulnaria,643.47,63652.0524
2018-08-02-C3A-Surface,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Surface,Chlorella,3380.5199999999995,16395.521999999997
2018-08-02-C3A-Surface,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Surface,Chroococcus,281.71,2022.6777999999997
2018-08-02-C3A-Surface,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Surface,Eucapsis,115782.81,42594.551999999996
2018-08-02-C3A-Surface,2018-08-02,Summer,Aug,C3A,Northern Interior Delta,NID,Surface,Ulnaria,281.71,984156.7021
2018-08-02-D22-Regular,2018-08-02,Summer,Aug,D22,Confluence,CON,Regular,Chlorella,3066.48,22201.3152
2018-08-02-D22-Regular,2018-08-02,Summer,Aug,D22,Confluence,CON,Regular,Cyclotella,766.62,30496.1436
2018-08-02-D22-Regular,2018-08-02,Summer,Aug,D22,Confluence,CON,Regular,Eucapsis,338846.04,122674.53239999998
2018-08-02-D22-Regular,2018-08-02,Summer,Aug,D22,Confluence,CON,Regular,Monoraphidium,766.62,16083.687600000001
2018-08-02-D22-Regular,2018-08-02,Summer,Aug,D22,Confluence,CON,Regular,Plagioselmis,766.62,58531.437
2018-08-02-D22-Surface,2018-08-02,Summer,Aug,D22,Confluence,CON,Surface,Cyclotella,1149.92,1575798.6216000002
2018-08-02-D22-Surface,2018-08-02,Summer,Aug,D22,Confluence,CON,Surface,Eucapsis,258157.04,94592.41919999999
2018-08-02-D4-Regular,2018-08-02,Summer,Aug,D4,Confluence,CON,Regular,Cyclotella,1801.72,164190.7436
2018-08-02-D4-Regular,2018-08-02,Summer,Aug,D4,Confluence,CON,Regular,Eucapsis,422503.34,146750.094
2018-08-02-D4-Surface,2018-08-02,Summer,Aug,D4,Confluence,CON,Surface,Chlorella,2003.24,7191.6316
2018-08-02-D4-Surface,2018-08-02,Summer,Aug,D4,Confluence,CON,Surface,Eucapsis,204330.48,73558.9728
2018-08-02-NZ068-Regular,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Regular,Chlorella,2573.92,10784.724800000002
2018-08-02-NZ068-Regular,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Regular,Cyclotella,321.74,174354.12339999998
2018-08-02-NZ068-Regular,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Regular,Eucapsis,137704.72,53338.0572
2018-08-02-NZ068-Regular,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Regular,Plagioselmis,321.74,55348.9322
2018-08-02-NZ068-Surface,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Surface,Chlorella,563.42,2022.6777999999997
2018-08-02-NZ068-Surface,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Surface,Cocconeis,281.71,187044.1716
2018-08-02-NZ068-Surface,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Surface,Cyclotella,281.71,56640.61259999999
2018-08-02-NZ068-Surface,2018-08-02,Summer,Aug,NZ068,Northern Interior Delta,NID,Surface,Eucapsis,113247.42,40870.48679999999
2018-08-03-D12-Regular,2018-08-03,Summer,Aug,D12,Confluence,CON,Regular,Chlorella,1839.88,13320.731200000002
2018-08-03-D12-Regular,2018-08-03,Summer,Aug,D12,Confluence,CON,Regular,Chroococcus,1839.88,140640.4272
2018-08-03-D12-Regular,2018-08-03,Summer,Aug,D12,Confluence,CON,Regular,Cyclotella,919.94,56567.11060000001
2018-08-03-D12-Regular,2018-08-03,Summer,Aug,D12,Confluence,CON,Regular,Eucapsis,399253.96,147539.9772
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Chaetoceros,574.96,156222.3816
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Chlorella,574.96,2064.1064
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Chroococcus,7474.4800000000005,592599.7728
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Eucapsis,245507.92,88900.31520000001
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Ochromonas,574.96,567278.5344
2018-08-03-D12-Surface,2018-08-03,Summer,Aug,D12,Confluence,CON,Surface,Pseudanabaena,4024.7200000000003,123259.92480000002
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Chlorella,2874.8,20813.552000000003
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Chroococcus,2012.3600000000001,166479.66799999998
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Cocconeis,574.96,272807.02080000006
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Eucapsis,114129.56000000001,41604.1056
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Plagioselmis,574.96,129423.496
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Pseudanabaena,287.48,11412.956000000002
2018-08-03-D19-Regular,2018-08-03,Summer,Aug,D19,Central Delta,CED,Regular,Skeletonema,287.48,28745.1252
2018-08-03-D19-Surface,2018-08-03,Summer,Aug,D19,Central Delta,CED,Surface,Chlorella,1073.24,5205.213999999999
2018-08-03-D19-Surface,2018-08-03,Summer,Aug,D19,Central Delta,CED,Surface,Cryptomonas,153.32,65061.342000000004
2018-08-03-D19-Surface,2018-08-03,Summer,Aug,D19,Central Delta,CED,Surface,Eucapsis,63321.159999999996,23264.776799999996
2018-08-03-D19-Surface,2018-08-03,Summer,Aug,D19,Central Delta,CED,Surface,Monoraphidium,153.32,21996.8204
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Chlorella,3002.88,12582.067200000001
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Cocconeis,250.24,132349.4336
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Eucapsis,97843.84,35448.998400000004
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Lagerheimia,750.72,30133.900800000003
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Microcystis,1751.68,83572.65280000001
2018-08-03-D28A-Regular,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Regular,Plagioselmis,250.24,46637.228800000004
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Anabaena,127.77,366919.66439999995
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Chlorella,4088.64,46978.4736
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Chroococcus,638.85,43255.2558
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Cocconeis,127.77,127076.2089
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Cyclotella,255.54,63879.8892
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Eucapsis,50980.229999999996,18697.8618
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Lagerheimia,255.54,2851.8264
2018-08-03-D28A-Surface,2018-08-03,Summer,Aug,D28A,Central Delta,CED,Surface,Plagioselmis,383.31,60996.120299999995
2018-08-03-EZ2-SJR-Regular,2018-08-03,Summer,Aug,EZ2-SJR,NA,NA,Regular,Chroococcus,3285.5,338629.91400000005
2018-08-03-EZ2-SJR-Regular,2018-08-03,Summer,Aug,EZ2-SJR,NA,NA,Regular,Cyclotella,1971.3000000000002,242036.21400000004
2018-08-03-EZ2-SJR-Regular,2018-08-03,Summer,Aug,EZ2-SJR,NA,NA,Regular,Eucapsis,260868.7,94504.122
2018-08-06-D16-Regular,2018-08-06,Summer,Aug,D16,Central Delta,CED,Regular,Chlorella,5621.88,20182.549199999998
2018-08-06-D16-Regular,2018-08-06,Summer,Aug,D16,Central Delta,CED,Regular,Chroococcus,511.08,27107.6832
2018-08-06-D16-Regular,2018-08-06,Summer,Aug,D16,Central Delta,CED,Regular,Eucapsis,200854.44,73687.5144
2018-08-06-D16-Surface,2018-08-06,Summer,Aug,D16,Central Delta,CED,Surface,Aulacoseira,438.06,784223.7732
2018-08-06-D16-Surface,2018-08-06,Summer,Aug,D16,Central Delta,CED,Surface,Chlorella,2190.3,13952.211000000001
2018-08-06-D16-Surface,2018-08-06,Summer,Aug,D16,Central Delta,CED,Surface,Cyclotella,438.06,58213.793399999995
2018-08-06-D16-Surface,2018-08-06,Summer,Aug,D16,Central Delta,CED,Surface,Eucapsis,87612,32171.126399999997
2018-08-06-D16-Surface,2018-08-06,Summer,Aug,D16,Central Delta,CED,Surface,Nitzschia,219.03,8623.211099999999
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Aulacoseira,6142.200000000001,41824696.68
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Cyclotella,818.96,100551.9088
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Eucapsis,160925.64,58670.294400000006
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Microcystis,818.96,32578.2288
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Nitzschia,818.96,22726.14
2018-08-06-D26-Regular,2018-08-06,Summer,Aug,D26,Central Delta,CED,Regular,Ulnaria,409.48,33200.6384
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Achnanthidium,170.36,11644.106
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Aulacoseira,2725.76,10558558.451200001
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Chlorella,340.72,2466.8128
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Corethron,170.36,285017.3908
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Cyclotella,340.72,218190.27360000001
2018-08-06-D26-Surface,2018-08-06,Summer,Aug,D26,Central Delta,CED,Surface,Eucapsis,69506.88,25605.108
2018-08-06-MD10A-Regular,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Regular,Aulacoseira,2815.2,9363805.632
2018-08-06-MD10A-Regular,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Regular,Chroococcus,1126.08,28309.6512
2018-08-06-MD10A-Regular,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Regular,Drepanochloris,563.04,14858.6256
2018-08-06-MD10A-Regular,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Regular,Eucapsis,233098.56,84624.91199999998
2018-08-06-MD10A-Regular,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Regular,Scenedesmus,1126.08,95435.28
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Aulacoseira,7512.2,35655372.713800006
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Chlorella,6385.37,22923.478300000002
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Chroococcus,2629.27,50718.6183
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Cocconeis,751.22,326923.4318
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Cyclotella,751.22,34954.2666
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Eucapsis,135970.82,49490.3736
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Monoraphidium,375.61,3688.4902
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Plagioselmis,375.61,308447.17590000003
2018-08-06-MD10A-Surface,2018-08-06,Summer,Aug,MD10A,Southern Interior Delta,SID,Surface,Schroederia,375.61,79693.1737
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Cryptomonas,563.04,138254.472
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Eucapsis,234224.63999999998,82293.9264
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Kephyrion,563.04,85981.8384
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Microcystis,563.04,28692.518399999997
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Mucidosphaerium,563.04,25877.3184
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Plagioselmis,563.04,25888.579199999996
2018-08-06-P8-Regular,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Regular,Ulnaria,563.04,29058.4944
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Chlorella,4056.57,14563.0863
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Coscinodiscus,450.73,11654358.8399
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Cyclotella,450.73,97546.9866
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Eucapsis,178489.08000000002,65391.90839999999
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Plagioselmis,450.73,490326.63049999997
2018-08-06-P8-Surface,2018-08-06,Summer,Aug,P8,Southern Interior Delta,SID,Surface,Skeletonema,450.73,15541.170399999999
2018-08-07-D10-Regular,2018-08-07,Summer,Aug,D10,Confluence,CON,Regular,Cyclotella,511.08,46574.7204
2018-08-07-D10-Regular,2018-08-07,Summer,Aug,D10,Confluence,CON,Regular,Eucapsis,215675.75999999998,78471.2232
2018-08-07-D10-Surface,2018-08-07,Summer,Aug,D10,Confluence,CON,Surface,Chlorella,4599.72,29300.216399999998
