Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10,12/14/1981,14:00,,,,66.2,,,,,4.64,10.54,,,0.47,,,,112,1.6,,,0.3,,0.17,0.34,20,,,,1.2,,,,,830,8.7,,13,15,,,,,,,
C10,1/27/1982,14:00,,,,50,6,,,,3.09,6.06,,,0.31,,,,93,1.2,,,0.5,,0.14,0.27,19,,,,1.1,,,,,790,9.4,,9,18,8,,,,,,
C10,2/10/1982,11:30,,,,53.6,4,,,,3.4,4.94,,,0.16,,,,68,0.76,,,0.2,,0.08,0.19,7.3,,,,0.6,,,,,557,9.7,,10,13,,,,,,,
C10,3/1/1982,14:15,,,,55.4,17,,,,5.56,2.43,,,0.09,,,,28,0.52,,,0.2,,0.05,0.13,11,,,,0.3,,,,,288,9.9,,11,13,,,,,,,
C10,3/15/1982,14:25,,,,53.6,16,,,,5.87,4.67,,,0.12,,,,,0.66,,,0.2,,,,11,,,,0.4,,,,,337,9.5,,12,17,7.8,,,,,,
C10,4/13/1982,12:40,,,,68,4,,,,9.26,4.4,,,0.09,,,,21,0.27,,,0.3,,0.09,0.16,12,,,,0.6,,,,,235,6.9,,15,14,7.3,,,,,,
C10,5/17/1982,17:00,,,,69.8,9,,,,6.49,1.16,,,0.06,,,,17,0.21,,,0.3,,0.08,0.15,9.8,,,,0.4,,,,,185,7.5,,18,10,7.7,,,,,,
C10,6/14/1982,14:55,,,,96.8,7,,,,12.04,6.02,,,0.11,,,,34,0.62,,,0.2,,0.07,0.19,14,,,,0.6,,,,,335,7.8,,20,23,7.5,,,,,,
C10,6/28/1982,17:20,,,,69.8,9,,,,18.22,5.17,,,0.04,,,,,0.51,,,0.2,,0.06,0.15,12,,,,0.5,,,,,281,8.9,,20,17,7.7,,,,,,
C10,7/12/1982,13:25,,,,93.2,7,,,,20.22,9.3,,,0.08,,,,50,0.86,,,0.3,,0.08,0.22,15,,,,1,,,,,437,7.6,,22,24,7.4,,,,,,
C10,7/26/1982,13:40,,,,,,,,,15.13,6.52,,,0.07,,,,,0.91,,,0.2,,,,14,,,,0.6,,,,,408,8,,22,27,,,,,,,
C10,8/9/1982,12:45,,,,86,12,,,,16.83,4.82,,,0.11,,,,50,1.2,,,0.2,,0.1,0.23,16,,,,0.7,,,,,445,7.6,,22,23,7.6,,,,,,
C10,8/25/1982,14:45,,,,86,8,,,,8.65,7.33,,,0.08,,,,,1,,,0.1,,,,14,,,,0.6,,,,,413,7.5,,22,25,7.5,,,,,,
C10,9/7/1982,14:25,,,,96.8,,,,,10.96,5.48,,,0.05,,,,37,0.75,,,0.2,,0.08,0.18,12,,,,0.6,,,,,348,8.1,,22,16,7.4,,,,,,
C10,9/20/1982,11:45,,,,71.6,6,,,,4.17,3.01,,,0.05,,,,,0.47,,,0.2,,,,12,,,,0.4,,,,,195,8.6,,17,11,7.4,,,,,,
C10,10/5/1982,11:50,,,,73.4,6,,,,3.55,3.28,,,0.04,,,,14,0.33,,,0.2,,0.05,0.1,11,,,,0.3,,,,,153,8.9,,15,10,7.3,,,,,,
C10,10/19/1982,10:40,,,,60.8,6,,,,4.48,3.05,,,0.08,,,,,0.45,,,0.1,,,,11,,,,0.4,,,,,185,8.8,,15,9,,,,,,,
C10,11/4/1982,13:00,,,,64.4,,,,,3.86,2.17,,,0.12,,,,16,0.34,,,0.1,,0.06,0.13,12,,,,0.4,,,,,163,9.1,,14,10,7.4,,,,,,
C10,12/2/1982,12:10,,,,50,4,,,,8.8,12.16,,,0.17,,,,15,0.45,,,0.4,,0.11,0.28,12,,,,1,,,,,177,8.5,,11,36,7.3,,,,,,
C10,1/3/1983,13:10,,,,44.6,2,,,,1.7,2.47,,,0.03,,,,16,0.26,,,0.2,,0.04,0.1,12,,,,0.3,,,,,172,10.2,,7,,7.3,,,,,,
C10,2/3/1983,13:30,,,,60.8,2,,,,1.54,2.97,,,0.12,,,,18,0.41,,,0.4,,0.13,0.16,14,,,,0.7,,,,,240,,,11,38,,,,,,,
C10,3/21/1983,13:40,,,,59,4,,,,3.71,2.2,,,0.04,,,,24,0.38,,,0.3,,0.08,0.15,14,,,,0.4,,,,,289,9.2,,13,22,7.5,,,,,,
C10,5/2/1983,12:05,,,,68,5,,,,9.73,6.25,,,0.02,,,,19,0.28,,,0.2,,0.04,0.1,12,,,,0.4,,,,,203,9.3,,16,13,7.4,,,,,,
C10,6/14/1983,11:00,,,,71.6,5,,,,6.33,5.13,,,0.02,,,,10,0.16,,,0.2,,0.03,0.15,9.4,,,,0.5,,,,,123,7.9,,20,25,7.4,,,,,,
C10,7/14/1983,12:20,,,,89.6,7,,,,4.32,4.71,,,0.03,,,,14,0.18,,,0.3,,0.03,0.1,8.6,,,,0.4,,,,,114,7.5,,23,27,6.8,,,,,,
C10,8/15/1983,14:50,,,,95,,,,,8.18,6.87,,,0.07,,,,33,0.78,,,0.2,,0.05,0.16,13,,,,0.5,,,,,325,7.7,,21,19,,,,,,,
C10,9/26/1983,13:25,,,,73.4,4,,,,2.93,4.94,,,0.05,,,,16,0.44,,,0.2,,0.04,0.11,10,,,,0.4,,,,,158,8.3,,19,18,,,,,,,
C10,10/11/1983,13:10,,,,80.6,3,,,,5.71,4.82,,,0.03,,,,14,0.31,,,0.2,,0.03,0.1,9.1,,,,0.3,,,,,152,7.9,,19,15,7,,,,,,
C10,11/7/1983,11:35,,,,,8,,,,6.79,5.48,,,0.18,,,,39,0.89,,,0.1,,0.07,0.19,13,,,,0.7,,,,,395,8.1,,15,21,,,,,,,
C10,12/7/1983,12:05,,,,59,10,,,,4.01,3.16,,,0.08,,,,18,0.48,,,0.1,,0.04,0.1,11,,,,0.4,,,,,195,9.8,,10,18,7.3,,,,,,
C10,1/23/1984,12:50,,,,55.4,3,315,,,5.4,2.47,,,0.06,,,,19,0.36,,,0.1,,0.04,0.09,12,,,,0.5,,,,,214,10.6,,10,9,,,,,,,
C10,2/7/1984,13:00,,,,55.4,,,,,4.79,1.81,,,0.07,,,,39,0.77,,,0.2,,0.03,0.11,12,,,,0.4,,,,,350,10.2,,11,11,7.7,,,,,,
C10,3/8/1984,12:40,,,,62.6,,,,,6.79,4.44,,,0.12,,,,44,0.74,,,0.2,,0.06,0.12,16,,,,0.5,,,,,395,9.9,,13,8,,,,,,,
C10,4/9/1984,14:25,,,,66.2,9,315,,,19.3,9.53,,,0.04,,,,73,1.6,,,0.4,,0.07,0.22,16,,,,0.6,,,,,634,9,,16,15,7.7,,,,,,
C10,5/7/1984,14:05,,,,89.6,5,315,,,37.67,10.27,,,0.1,,,,68,1.4,,,0.3,,0.1,0.24,16,,,,0.8,,,,,571,9.5,,18,14,7.9,,,,,,
C10,6/4/1984,11:40,,,,62.6,4,,,,31.03,15.05,,,0.06,,,,79,1.5,,,0.3,,0.16,0.28,16,,,,0.9,,,,,633,9.4,,20,33,7.8,,,,,,
C10,7/5/1984,14:00,,,,102.2,3,270,,,43.53,16.79,,,0.15,,,,84,1.9,,,0.4,,0.16,0.34,19,,,,1.2,,,,,709,7.1,,27,35,7.9,,,,,,
C10,7/17/1984,12:30,,,,95,4,248,,,32.73,20.53,,,0.08,,,,,1.7,,,0.4,,,,,,,,0.5,,,,,702,6.9,,28,44,7.8,,,,,,
C10,8/2/1984,12:50,,,,84.2,9,315,,,25.01,11.81,,,0.11,,,,87,1.9,,,0.3,,0.16,0.32,18,,,,1.2,,,,,728,7,,24,38,7.8,,,,,,
C10,8/16/1984,11:55,,,,78.8,,,,,25.47,13.31,,,0.06,,,,,1.7,,,0.4,,,,,,,,0.9,,,,,661,7,,23,31,,,,,,,
C10,9/13/1984,11:40,,,,82.4,8,315,,,18.06,13.78,,,0.07,,,,45,1.2,,,0.3,,0.13,0.27,16,,,,0.7,,,,,425,7.4,,23,22,,,,,,,
C10,9/27/1984,11:05,,,,80.6,7,315,,,23.93,10.23,,,0.03,,,,,1.3,,,0.2,,,,15,,,,0.6,,,,,658,8.6,,20,13,,,,,,,
C10,10/15/1984,13:35,,,,68,20,225,,,8.49,6.91,,,0.07,,,,24,0.99,,,0.2,,0.1,0.2,13,,,,0.6,,,,,252,8.9,,16,17,,,,,,,
C10,11/27/1984,14:45,,,,53.6,20,225,,,5.87,5.94,,,0.29,,,,42,1,,,0.4,,0.16,0.29,12,,,,0.9,,,,,397,9.6,,11,28,,,,,,,
C10,12/12/1984,16:15,,,,53.6,7,45,,,2.78,5.67,,,0.16,,,,36,0.88,,,0.3,,0.11,0.19,12,,,,0.7,,,,,335,,,12,12,7.2,,,,,,
C10,1/9/1985,13:15,,,,53.6,4,315,,,2.47,4.13,,,0.18,,,,50,0.93,,,0.1,,0.08,0.16,12,,,,0.6,,,,,435,9.8,,11,8,6.8,,,,,,
C10,2/11/1985,16:20,,,,59,8,135,,,10.03,7.68,,,0.36,,,,84,1.4,,,0.4,,0.15,0.26,13,,,,1.1,,,,,695,9.7,,10,14,7.3,,,,,,
C10,3/12/1985,13:40,,,,64.4,7,23,,,15.59,9.3,,,0.14,,,,86,2,,,0.4,,0.11,0.26,12,,,,1,,,,,767,9.1,,14,18,,,,,,,
C10,3/28/1985,9:20,,,,57.2,7,,,,19.45,16.09,,,0.64,,,,,2.5,,,0.5,,,,15,,,,2.7,,,,,824,8.6,,12,17,,,,,,,
C10,4/11/1985,10:30,,,,64.4,4,315,,,25.47,12.04,,,0.14,,,,125,2,,,0.4,,0.14,0.3,15,,,,1,,,,,905,8,,18,21,,,,,,,
C10,4/25/1985,11:30,,,,64.4,24,316,,,4.94,15.78,,,0.25,,,,,1.8,,,0.4,,,,16,,,,1.2,,,,,668,8.6,,15,28,,,,,,,
C10,5/9/1985,9:10,,,,71.6,5,225,,,15.13,9.88,,,0.05,,,,80,0.35,,,0.3,,0.11,0.26,15,,,,0.7,,,,,624,8.3,,17,24,,,,,,,
C10,5/23/1985,10:00,,,,,4,315,,,19.45,7.29,,,0.07,,,,,2,,,0.4,,,,16,,,,0.9,,,,,813,7.2,,,31,,,,,,,
C10,6/10/1985,13:15,,,,87.8,15,315,,,43.38,17.52,,,0.01,,,,103,1.9,,,0.3,,0.15,0.35,16,,,,1,,,,,801,8.1,,25,28,,,,,,,
C10,6/24/1985,9:40,,,,73.4,6,315,,,55.42,22.5,,,0.02,,,,,1.6,,,0.3,,,,15,,,,0.9,,,,,669,7.7,,22,36,,,,,,,
C10,7/9/1985,12:00,,,,102.2,5,315,,,16.52,7.33,,,0.08,,,,62,1.4,,,0.3,,0.12,0.25,14,,,,0.7,,,,,519,7.6,,23,28,,,,,,,
C10,7/22/1985,9:50,,,,87.8,,,,,27.32,12.39,,,0.06,,,,,1.2,,,0.3,,,,,,,,0.8,,,,,523,8.3,,21,28,,,,,,,
C10,8/6/1985,12:45,,,,87.8,5,315,,,10.19,6.6,,,0.09,,,,64,1.3,,,0.3,,0.1,0.21,14,,,,0.7,,,,,515,7.6,,22,24,,,,,,,
C10,8/21/1985,10:25,,,,77,4,225,,,8.8,5.9,,,0.06,,,,,1.2,,,0.2,,,,17,,,,0.6,,,,,500,7.8,,20,25,7.7,,,,,,
C10,9/3/1985,9:25,,,,78.8,5,45,,,19.3,10.34,,,0.08,,,,89,1.8,,,0.3,,0.14,0.32,19,,,,1.1,,,,,676,6.8,,21,27,7.5,,,,,,
C10,9/17/1985,12:20,,,,77,5,315,,,18.53,12.74,,,0.07,,,,,1.6,,,0.4,,,,18,,,,1.1,,,,,655,7.5,,20,22,7.7,,,,,,
C10,10/3/1985,12:20,,,,91.4,2,45,,,12.04,9.84,,,0.08,,,,60,1.4,,,0.3,,0.14,0.27,18,,,,0.8,,,,,498,7.7,,20,21,7.6,,,,,,
C10,10/17/1985,10:50,,,,75.2,,,,,4.63,5.67,,,0.17,,,,,1.5,,,0.2,,,,17,,,,0.7,,,,,534,8,,16,10,7.7,,,,,,
C10,11/20/1985,13:05,,,,55.4,2,225,,,19.3,32.23,,,0.43,,,,104,1.6,,,0.4,,0.17,0.31,19,,,,1,,,,,752,9.4,,10,12,7.7,,,,,,
C10,12/3/1985,12:10,,,,62.6,5,225,,,9.26,10.77,,,0.49,,,,75,1.6,,,0.8,,0.24,0.42,15,,,,1.7,,,,,649,8.1,,13,14,7.5,,,,,,
C10,1/14/1986,10:50,,,,41,7,135,,,3.71,5.09,,,0.46,,,,127,2.1,,,0.5,,0.23,0.36,17,,,,1.2,,,,,942,8,,10,8,,,,,,,
C10,2/12/1986,9:50,,,,51.8,15,113,,,5.56,10.07,,,0.26,,,,95,1.9,,,1.1,,0.25,0.52,16,,,,2,,,,,581,8.7,,11,15,7.8,,,,,,
C10,3/17/1986,11:10,,,,59,8,315,,,4.48,5.13,,,0.13,,,,13,0.31,,,0.4,,0.13,0.23,11,,,,0.8,,,,,177,9.1,,12,40,7.6,,,,,,
C10,4/15/1986,9:50,,,,68,2,225,,,7.56,4.94,,,0.04,,,,17,0.23,,,0.2,,0.04,0.11,15,,,,0.5,,,,,181,9.4,,15,20,7,,,,,,
C10,5/15/1986,13:40,,,,78.8,6,270,,,9.42,5.17,,,0.05,,,,27,0.46,,,0.2,,0.06,0.18,11,,,,0.6,,,,,253,8.9,,18,21,7.2,,,,,,
C10,6/2/1986,12:30,,,,75.2,8,315,,,14.36,8.34,,,0.03,,,,27,0.46,,,0.2,,0.06,0.17,10,,,,0.6,,,,,266,8.7,,20,19,7.2,,,,,,
C10,6/12/1986,11:55,,,,87.8,,,,,6.95,7.76,,,0.04,,,,26,0.59,,,0.2,,0.07,0.17,11,,,,0.6,,,,,254,7.9,,21,31,7,,,,,,
C10,7/14/1986,11:10,,,,84.2,5,315,,,41.84,23,,,0.02,,,,87,1.6,,,0.4,,0.09,0.31,16,,,,1.1,,,,,703,7.6,,25,30,7.7,,,,,,
C10,7/28/1986,12:10,,,,82.4,6,315,,,16.36,15.36,,,0.02,,,,75,1.7,,,0.4,,0.12,0.29,,,,,1,,,,,600,7.5,,26,36,7.7,,,,,,
C10,8/12/1986,9:15,,,,75.2,3,315,,,15.13,13.12,,,0.04,,,,62,1.4,,,0.3,,0.1,0.24,14,,,,0.7,,,,,518,7.6,,22,33,7.4,,,,,,
C10,8/25/1986,10:40,,,,82.4,8,315,,,15.9,14.2,,,0.06,,,,,1.3,,,0.1,,,,15,,,,0.4,,,,,513,8.2,,21,23,7.4,,,,,,
C10,9/8/1986,10:30,,,,71.6,,,,,11.89,11.85,,,0.08,,,,48,1,,,0.4,,0.06,0.22,15,,,,0.8,,,,,410,8.1,,21,18,7.1,,,,,,
C10,9/22/1986,10:30,,,,73.4,7,248,,,6.79,6.41,,,0.05,,,,,0.83,,,,,,,12,,,,0.3,,,,,288,8.9,,17,13,7.8,,,,,,
C10,10/21/1986,9:25,,,,57.2,,,,,5.71,5.06,,,0.03,,,,33,0.85,,,0.1,,0.04,0.14,13,,,,0.3,,,,,303,8.5,,15,16,7.6,,,,,,
C10,11/20/1986,14:20,,,,69.8,4,135,,,5.56,4.86,,,0.06,,,,72,1.9,,,0.2,,0.07,0.15,14,,,,0.4,,,,,554,9.7,,14,9,7.8,,,,,,
C10,12/8/1986,13:30,,,,62.6,,,,,2.62,2.7,,,0.08,,,,67,1.3,,,0.3,,0.06,0.11,14,,,,0.3,,,,,537,10.6,,11,9,7.6,,,,,,
C10,1/5/1987,12:00,,,,55.4,,,,,1.08,4.94,,,0.31,,,,81,1.7,,,0.2,,0.16,0.27,17,,,,0.7,,,,,644,9.7,,10,6,7.3,,,,,,
C10,2/5/1987,14:20,,,,64.4,4,45,,,5.4,5.13,,,0.4,,,,91,1.9,,,0.4,,0.21,0.33,15,,,,1,,,,,745,9.2,,12,9,7.5,,,,,,
C10,3/5/1987,13:40,,,,57.2,,,,,6.18,6.68,,,0.16,,,,96,2,,,0.4,,0.1,0.24,13,,,,0.8,,,,,771,9.4,,13,12,7.7,,,,,,
C10,4/6/1987,15:35,,,,75.2,8,270,,,9.26,8.1,,,0.09,,,,105,1.5,,,0.3,,0.11,0.26,12,,,,0.8,,,,,810,9.5,,17,21,8,,,,,,
C10,4/20/1987,13:50,,,,78.8,3,45,,,10.19,7.41,,,0.02,,,,,1.2,,,0.2,,,,13,,,,0.6,,,,,590,9.5,,18,17,7.7,,,,,,
C10,5/5/1987,10:15,,,,84.2,,,,,28.71,14.82,,,,,,,84,1.6,,,0.3,,0.12,0.26,13,,,,0.9,,,,,677,8.5,,21,28,7.8,,,,,,
C10,5/18/1987,12:35,,,,68,3,90,,,,,,,,,,,,1.6,,,0.3,,,,14,,,,1,,,,,685,9,,21,30,7.9,,,,,,
C10,6/2/1987,13:20,,,,95,5,315,,,40.6,16.83,,,,,,,94,2.4,,,0.3,,0.11,0.27,14,,,,0.9,,,,,731,9.3,,23,22,8,,,,,,
C10,6/16/1987,9:45,,,,69.8,6,270,,,26.24,14.97,,,,,,,,1.7,,,0.4,,,,14,,,,0.8,,,,,693,8.2,,20,28,7.8,,,,,,
C10,7/1/1987,9:30,,,,69.8,13,315,,,20.07,15.94,,,0.03,,,,100,1.9,,,0.4,,0.12,0.31,16,,,,1,,,,,759,7.6,,21,39,7.7,,,,,,
C10,7/16/1987,11:00,,,,77,3,270,,,30.26,15.71,,,0.01,,,,,1.7,,,0.3,,,,16,,,,0.9,,,,,804,7.9,,25,44,7.9,,,,,,
C10,8/4/1987,14:50,,,,104,7,45,,,37.67,12,,,0.01,,,,110,2.1,,,0.4,,0.14,0.3,17,,,,0.9,,,,,838,8.4,,26,39,7.8,,,,,,
C10,8/13/1987,13:50,,,,84.2,6,,,,20.53,13.16,,,0.01,,,,,1.9,,,0.3,,,,16,,,,1,,,,,814,8.2,,24,38,8,,,,,,
C10,9/2/1987,13:25,,,,100.4,5,270,,,39.37,14.36,,,0.01,,,,,1.6,,,0.6,,0.17,0.32,17,,,,1.2,,,,,826,8,,26,24,7.7,,,,,,
C10,9/16/1987,14:10,,,,86,6,45,,,21.3,9.73,,,0.09,,,,,1.7,,,0.5,,,,17,,,,1,,,,,795,8.7,,22,17,7.7,,,,,,
C10,10/14/1987,13:25,,,,75.2,3,135,,,16.06,8.95,,,0.06,,,,96,1.77,,,0.6,,0.08,0.28,19,,,,1.1,,,,,690,8.7,,20,14,8.3,,,,,,
C10,10/28/1987,11:35,,,,75.2,,,,,,,,,0.05,,,,,1.4,,,0.6,,,,19,,,,1.1,,,,,897,8.1,,19,14,8,,,,,,
C10,11/2/1987,14:30,,,,66.2,,,,,6.79,6.41,,,0.06,,,,132,1.6,,,0.7,,0.08,0.29,17,,,,1.1,,,,,748,8.4,,16,13,7.5,,,,,,
C10,11/16/1987,14:50,,,,62.6,2,315,,,2.47,4.01,,,0.11,,,,131,1.6,,,0.4,,0.12,0.22,17,,,,0.6,,,,,919,9.3,,14,11,7.3,,,,,,
C10,12/2/1987,14:35,,,,64.4,10,180,,,8.18,5.6,,,0.09,,,,123,1.6,,,0.2,,0.13,0.22,17,,,,0.6,,,,,831,9.4,,12,11,8.2,,,,,,
C10,1/12/1988,11:55,,,,51.8,4,315,,,7.87,7.76,,,0.22,,,,167,2.6,,,0.5,,0.22,0.35,17,,,,0.9,,,,,1110,9.4,,10,9,8,,,,,,
C10,2/24/1988,11:25,,,,59,3,315,,,5.87,11.39,,,0.13,,,,193,3.9,,,0.5,,0.21,0.34,21,,,,0.9,,,,,1430,8.7,,13,13,7.8,,,,,,
C10,3/11/1988,11:25,,,,55.4,9,315,,,7.26,7.33,,,0.06,,,,114,2.5,,,0.3,,0.12,0.25,17,,,,0.8,,,,,900,9.8,,12,16,7.9,,,,,,
C10,3/25/1988,11:30,,,,73.4,10,315,,,11.58,7.29,,,0.04,,,,,1.7,,,0.3,,,,15,,,,0.9,,,,,876,9.3,,16,20,7.9,,,,,,
C10,4/8/1988,9:30,,,,59,11,315,,,14.2,9.88,,,0.02,,,,95,1.4,,,0.2,,0.1,0.2,15,,,,0.6,,,,,758,9.3,,15,19,7.8,,,,,,
C10,4/22/1988,9:50,,,,57.2,,,,,9.91,11.56,,,0.08,,,,,2,,,0.4,,,,18,,,,0.9,,,,,832,8.2,,15,27,7.8,,,,,,
C10,5/6/1988,11:45,,,,64.4,7,135,,,14.67,8.03,,,0.04,,,,110,1.7,,,0.3,,0.12,0.24,17,,,,0.6,,,,,809,9.3,,15,17,7.8,,,,,,
C10,5/24/1988,10:05,,,,73.4,8,315,,,25.78,14.51,,,0.01,,,,,0.87,,,0.4,,,,16,,,,0.8,,,,,775,8.9,,20,22,8,,,,,,
C10,6/7/1988,11:15,,,,64.4,,,,,16.83,14.32,,,0.02,,,,112,1.6,,,0.4,,0.13,0.34,17,,,,0.8,,,,,837,8.8,,18,44,7.9,,,,,,
C10,6/21/1988,11:15,,,,75.2,3,315,,,27.32,18.53,,,0.01,,,,,1.8,,,0.4,,,,15,,,,0.8,,,,,814,8.3,,22,31,7.8,,,,,,
C10,7/6/1988,10:40,,,,80.6,5,338,,,18.76,15.51,,,0.04,,,,116,1.9,,,0.6,,0.15,0.37,17,,,,1,,,,,891,7.7,,22,60,7.7,,,,,,
C10,7/19/1988,9:00,,,,80.6,,,,,11.27,22.08,,,0.02,,,,,2.1,,,0.4,,,,15,,,,1,,,,,853,7.7,,24,37,7.9,,,,,,
C10,8/1/1988,9:30,,,,71.6,9,315,,,60.21,23.74,,,0.01,,,,129,1.6,,,0.4,,0.12,0.34,16,,,,1.3,,,,,891,7.9,,23,46,7.7,,,,,,
C10,8/16/1988,9:15,,,,75.2,5,,,,25.16,16.87,,,,,,,,1.8,,,0.2,,,,18,,,,0.8,,,,,912,7.9,,21,44,7.9,,,,,,
C10,9/2/1988,10:45,,,,84.2,8,315,,,20.69,13.59,,,0.01,,,,125,1.3,,,0.2,,0.12,0.23,17,,,,0.6,,,,,856,7.4,,22,29,7.8,,,,,,
C10,9/16/1988,9:50,,,,69.8,6,338,,,19.1,12.27,,,0.01,,,,,1.3,,,0.3,,,,17,,,,0.7,,,,,788,8.1,,19,21,7.8,,,,,,
C10,10/4/1988,12:55,,,,80.6,6,315,,,41.68,18.53,,,,,,,144,1.2,,,0.4,,0.05,0.2,16,,,,1,,,,,976,9.8,,20,15,8.1,,,,,,
C10,10/18/1988,12:10,,,,84.2,4,,,,27.63,11.85,,,,,,,,1.1,,,0.3,,0.1,0.21,18,,,,0.7,,,,,970,8.7,,20,17,7.8,,,,,,
C10,11/2/1988,14:15,,,,71.6,2,,,,11.27,7.02,,,0.09,,,,132,1.3,,,0.5,,0.13,0.24,19,,,,0.7,,,,,903,8.6,,17,15,7.8,,,,,,
C10,12/2/1988,13:15,,,,48.2,,,,,9.73,7.06,,,0.34,,,,139,2,,,0.5,,0.28,0.39,18,,,,1.1,,,,,940,8.8,,11,11,7.6,,,,,,
C10,1/13/1989,10:40,,,,41,,,,,7.56,5.52,,,0.3,,,,160,2.1,,,0.6,,0.19,0.33,18,,,,1.2,,,,,1150,10.2,,7,12,7.7,,,,,,
C10,2/2/1989,13:30,,,,51.8,,,,,7.41,9.38,,,0.84,,,,184,3.2,,,0.7,,0.28,0.42,17,,,,1.8,,,,,1310,8.4,,10,13,7.7,,,,,,
C10,3/28/1989,12:20,,,,68,6,315,,,16.52,8.03,,,0.09,,,,105,1.9,,,0.3,,0.14,0.26,16,,,,0.7,,,,,804,8.7,,16,14,7.8,,,,,,
C10,4/13/1989,10:55,,,,75.2,4,225,,,24.24,14.09,,,0.02,,,,96,1.5,,,0.3,,0.14,0.29,15,,,,0.9,,,,,747,7.9,,19,26,7.7,,,,,,
C10,4/26/1989,11:50,,,,66.2,4,270,,,15.44,12.81,,,0.08,,,,,1.4,,,0.4,,,,16,,,,1.2,,,,,807,8.1,,17,35,7.9,,,,,,
C10,5/10/1989,11:25,,,,66.2,6,270,,,10.33,9.51,,,0.04,,,,93,1.5,,,0.7,,0.1,0.28,15,,,,1.5,,,,,747,8.5,,17,31,7.5,,,,,,
C10,5/25/1989,11:55,,,,73.4,7,315,,,17.29,9.34,,,0.01,,,,,1,,,0.1,,,,15,,,,0.5,,,,,700,9.2,,18,26,8,,,,,,
C10,6/9/1989,9:40,,,,73.4,7,315,,,12.35,7.68,,,0.02,,,,93,1.4,,,0.2,,0.11,0.23,16,,,,0.5,,,,,708,8.1,,20,29,7.8,,,,,,
C10,6/27/1989,12:30,,,,82.4,5,,,,33.96,17.91,,,ND,,,,,1.8,,,0.2,,,,15,,,,0.8,,,,,817,8,,23,72,8.1,,,,,,
C10,7/11/1989,12:50,,,,86,7,315,,,29.79,20.57,,,0.08,,,,112,1.9,,,0.6,,0.15,0.34,15,,,,1,,,,,846,8.3,,24,50,7.8,,,,,,
C10,7/24/1989,14:15,,,,96.8,10,315,,,54.19,19.57,,,0.18,,,,,2,,,0.4,,,,17,,,,1.3,,,,,875,8.2,,27,70,7.8,,,,,,
C10,8/9/1989,12:45,,,,91.4,5,270,,,28.25,23.04,,,0.06,,,,130,0.3,,,0.4,,0.16,0.44,20,,,,1.1,,,,,963,7.4,,26,62,7.9,,,,,,
C10,8/23/1989,12:05,,,,77,7,315,,,34.89,18.72,,,0.03,,,,,1.8,,,0.5,,,,18,,,,1.2,,,,,996,7.7,,23,64,7.7,,,,,,
C10,9/6/1989,11:30,,,,77,,,,,59.9,2.62,,,ND,,,,146,1.1,,,0.4,,0.13,0.36,17,,,,1.2,,,,,1020,9.1,,23,35,7.9,,,,,,
C10,9/20/1989,12:15,,,,78.8,,,,,11.73,12.58,,,0.07,,,,,1.2,,,0.5,,,,17,,,,1.2,,,,,830,7.8,,20,31,7.7,,,,,,
C10,10/4/1989,12:50,,,,73.4,7,315,,,11.73,6.33,,,0.09,,,,129,2,,,0.6,,0.14,0.3,19,,,,1,,,,,961,8.3,,19,25,8.2,,,,,,
C10,10/19/1989,10:35,,,,78.8,5,90,,,8.49,6.79,,,0.12,,,,,0.97,,,0.2,,,,17,,,,0.7,,,,,763,7.8,,19,22,6.2,,,,,,
C10,11/7/1989,14:25,,,,68,8,315,,,3.71,6.95,,,0.06,,,,127,1.3,,,0.4,,0.11,0.2,18,,,,0.8,,,,,899,8.9,,15,20,7.2,,,,,,
C10,12/7/1989,14:05,,,,53.6,5,,,,2.93,5.06,,,0.19,,,,132,2,,,0.5,,0.15,0.34,17,,,,1,,,,,903,9.5,,11,21,8.1,,,,,,
C10,1/17/1990,10:55,,,,53.6,9,23,,,10.5,11.5,,,0.36,,,,182,1.9,,,0.4,,0.23,0.49,17,,,,1.4,,,,,1220,8.7,,10,38,7.7,,,,,,
C10,2/21/1990,14:05,,,,62.6,5,90,,,16.06,15.67,,,0.4,,,,155,3.3,,,0.7,,0.25,0.37,15,,,,2.2,,,,,1140,8.8,,11,50,7.6,,,,,,
C10,3/20/1990,12:50,,,,75.2,13,315,,,11.27,6.68,,,0.08,,,,124,2,,,0.3,,0.13,0.27,16,,,,0.7,,,,,875,8.4,,17,14,7.7,,,,,,
C10,4/5/1990,14:40,,,,78.8,,,,,20.22,7.22,,,0.06,,,,107,1.7,,,0.3,,0.13,0.26,16,,,,0.8,,,,,774,8.5,,20,14,8.2,,,,,,
C10,4/16/1990,13:30,,,,57.2,7,135,,,34.89,14.9,,,ND,,,,,1.8,,,0.3,,0.08,0.34,16,,,,1,,,,,840,9.1,,19,24,8.2,,,,,,
