Station,Date,ResultPrefix_Organic Nitrogen (Total),ResultPrefix_TSS,ResultPrefix_VSS,ResultPrefix_Organic Nitrogen (Dissolved),ResultPrefix_TDS,ResultPrefix_Kjeldahl Nitrogen (Total),ResultPrefix_Pheophytin a,ResultPrefix_Ortho-phosphate (Dissolved),ResultPrefix_Chloride (Total),ResultPrefix_Silica (SiO2) (Dissolved),ResultPrefix_Chlorophyll a,ResultPrefix_Ammonia (Total),ResultPrefix_Nitrite + Nitrate (Dissolved),ResultPrefix_Ammonia (Dissolved),ResultPrefix_Chloride (Dissolved),Result_Organic Nitrogen (Total),Result_TDS,Result_TSS,Result_VSS,Result_Organic Nitrogen (Dissolved),Result_Kjeldahl Nitrogen (Total),Result_Pheophytin a,Result_Ortho-phosphate (Dissolved),Result_Chloride (Total),Result_Silica (SiO2) (Dissolved),Result_Chlorophyll a,Result_Ammonia (Total),Result_Nitrite + Nitrate (Dissolved),Result_Ammonia (Dissolved),Result_Chloride (Dissolved),ReportingLimit_Organic Nitrogen (Total),ReportingLimit_TSS,ReportingLimit_VSS,ReportingLimit_Organic Nitrogen (Dissolved),ReportingLimit_TDS,ReportingLimit_Kjeldahl Nitrogen (Total),ReportingLimit_Pheophytin a,ReportingLimit_Ortho-phosphate (Dissolved),ReportingLimit_Chloride (Total),ReportingLimit_Silica (SiO2) (Dissolved),ReportingLimit_Chlorophyll a,ReportingLimit_Ammonia (Total),ReportingLimit_Nitrite + Nitrate (Dissolved),ReportingLimit_Ammonia (Dissolved),ReportingLimit_Chloride (Dissolved),UnitName_Organic Nitrogen (Total),UnitName_TSS,UnitName_VSS,UnitName_Organic Nitrogen (Dissolved),UnitName_TDS,UnitName_Kjeldahl Nitrogen (Total),UnitName_Pheophytin a,UnitName_Ortho-phosphate (Dissolved),UnitName_Chloride (Total),UnitName_Silica (SiO2) (Dissolved),UnitName_Chlorophyll a,UnitName_Ammonia (Total),UnitName_Nitrite + Nitrate (Dissolved),UnitName_Ammonia (Dissolved),UnitName_Chloride (Dissolved),
MD7,3/18/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.4,NA,52,5,0.4,0.4,1.22,0.05,15,17.6,1.79,0.03,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D28A,3/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,178,31,7,0.3,0.4,0.91,0.08,31,18.2,2.1,0.02,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P8,3/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,205,32,7,0.5,0.8,5.79,0.16,38,14.6,7.41,0.21,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P2,3/18/1975,=,=,=,=,=,=,NA,=,=,=,NA,NA,=,NA,NA,0.4,80,38,5,0.3,0.4,NA,0.03,4,16.2,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,NA,mg/L as P,mg/L,mg/L,NA,NA,mg/L as N,NA,NA,
P12,3/18/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.4,NA,31,4,0.4,0.5,4.94,0.11,57,14,8.95,0.06,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD10,3/18/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.2,NA,66,9,0.1,0.4,5.87,0.25,35,14.4,8.03,0.16,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D22,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,109,57,16,0.2,0.2,1,0.05,10,18,2.1,0.01,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D15,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,128,58,5,0.3,0.3,1.05,0.06,18,18.2,1.17,0.04,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D19,3/19/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.3,NA,40,4,0.3,0.3,1.1,0.08,24,18.2,1.73,0.05,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D11,3/19/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.3,NA,62,5,0.2,0.3,0.99,0.05,11,18.6,1.42,0.02,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D16,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,131,53,8,0.3,0.3,1.08,0.07,17,18,1.42,0.03,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D4,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,127,59,10,0.2,0.3,0.76,0.05,12,18.4,1.61,0.02,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D26,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,138,43,6,0.2,0.3,1.28,0.08,21,17.4,1.73,0.05,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D24,3/19/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,97,75,6,0.1,0.2,1.07,0.05,8,19.2,1.67,0.01,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D2,3/20/1975,=,=,=,=,=,NA,=,=,=,=,=,=,=,NA,NA,0.3,137,75,11,0.3,NA,1.3,0.06,21,18,1.3,0.03,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,NA,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D12,3/20/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,132,55,8,0.2,0.3,0.94,0.06,19,18.2,1.42,0.01,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D10,3/20/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.1,118,66,8,0.1,0.1,0.93,0.06,14,18.2,1.48,0.02,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D14A,3/20/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,160,46,7,0.3,0.3,1.14,0.07,28,18.2,1.91,0.03,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D6,3/20/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,594,84,11,0.3,0.3,2.15,0.06,274,17.6,0.86,0.05,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D9,3/20/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.3,NA,66,6,0.2,0.3,1.17,0.05,12,18.2,1.42,0.02,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D7,3/20/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,162,93,8,0.3,0.3,2.25,0.06,40,18,2.84,0.02,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D8,3/20/1975,=,=,=,=,NA,=,NA,=,=,=,NA,=,=,NA,NA,0.2,NA,62,4,0.2,0.2,NA,0.06,15,18.2,NA,0.02,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,NA,mg/L as P,mg/L,mg/L,NA,mg/L as N,mg/L as N,NA,NA,
C7,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,230,55,8,0.4,0.6,6.1,0.07,45,15,14.51,0.02,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C3,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,94,164,15,0.3,0.3,1,0.02,5,21,1.91,0.02,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C10,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,250,57,7,0.5,0.6,5.87,0.05,50,14,14.51,0.03,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C9,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.5,222,48,6,0.4,0.5,2.38,0.09,46,16,2.16,0.04,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P12,4/1/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.5,NA,37,6,0.4,0.5,5.94,0.07,45,17,10.5,0.02,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD6,4/1/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,1,NA,48,9,0.8,2.1,4.4,0.27,21,20,10.19,1.1,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD7,4/1/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.3,NA,104,10,0.2,0.3,0.9,0.04,7,17,1.61,0.02,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD10,4/1/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.6,NA,46,8,0.5,0.6,4.71,0.23,43,9.2,8.95,0.04,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D28A,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,181,56,7,0.3,0.4,1.67,0.08,26,14,2.22,0.04,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P2,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.2,68,22,4,0.2,0.2,0.68,0.01,3,16,2.1,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
P8,4/1/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,200,46,7,0.3,0.5,5.25,0.11,40,15,12.35,0.08,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D22,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,90,94,9,0.2,0.3,0.4,0.03,7,17,2.28,0.02,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D15,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,113,68,6,0.2,0.3,0.97,0.06,14,17,1.67,0.01,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D11,4/2/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.2,NA,74,6,0.2,0.2,0.79,0.04,7,19,1.3,0.02,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D19,4/2/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.4,NA,41,5,0.3,0.4,0.88,0.06,17,16,1.85,0.03,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D16,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,98,68,7,0.2,0.3,0.91,0.05,10,16,1.36,0.01,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D24,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,88,113,11,0.2,0.2,0.68,0.03,5,20,1.73,0.02,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D4,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,102,82,6,0.2,0.2,0.52,0.03,7,18,1.61,0.01,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D26,4/2/1975,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.2,92,58,5,0.1,0.2,0.8,0.04,8,16,1.42,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D12,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,115,59,4,0.3,0.3,1.17,0.04,15,16,1.61,0.01,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D2,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,107,82,8,0.3,0.3,1,0.03,11,17,1.54,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D10,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,111,85,8,0.2,0.3,0.94,0.04,12,17,1.79,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
D14A,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,124,46,4,0.3,0.4,1.05,0.05,17,15,2.1,0.01,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D6,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,580,90,8,0.2,0.3,1.42,0.04,283,16,1.36,0.03,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D9,4/3/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.2,NA,102,9,0.2,0.2,0.96,0.04,9,19,1.91,0.01,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D7,4/3/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.3,116,100,9,0.2,0.3,1.24,0.05,9,17,1.73,0.02,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D8,4/3/1975,=,=,=,=,NA,=,=,=,=,=,=,NA,=,NA,NA,0.3,NA,76,6,0.2,0.3,0.85,0.04,12,18,1.79,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
C9,4/16/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.4,166,32,5,0.2,0.4,2.55,0.08,28,14,3.71,0.02,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
MD7,4/16/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.2,NA,18,2,0.2,0.2,1.16,0.06,6,17,2.32,0.03,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
D28A,4/16/1975,=,=,=,=,=,=,=,=,=,=,=,NA,=,NA,NA,0.3,118,34,5,0.2,0.3,1.89,0.07,15,15,4.01,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,NA,mg/L as N,NA,NA,
MD6,4/16/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.8,NA,16,2,0.5,1.3,6.37,0.22,14,17,16.21,0.52,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P8,4/16/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,235,22,3,0.4,0.6,12.35,0.11,50,13,20.07,0.04,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C10,4/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.7,339,38,5,0.3,0.7,9.07,0.1,80,17,21.61,0.02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C3,4/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.2,81,45,6,0.2,0.2,0.85,0.06,4,19,2.62,0.03,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
C7,4/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.6,357,48,4,0.4,0.6,6.56,0.09,92,15,22.38,0.01,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P2,4/18/1975,=,=,=,=,=,=,=,=,=,=,=,=,=,NA,NA,0.1,37,8,2,0.1,0.1,0.77,0.01,2,11,1.08,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
P12,4/18/1975,=,=,=,=,NA,=,=,=,=,=,=,=,=,NA,NA,0.8,NA,27,4,0.4,0.8,14.47,0.13,94,15,55.58,0.01,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L as N,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,mg/L as P,mg/L,mg/L,µg/L,mg/L as N,mg/L as N,NA,NA,
