Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Flag,FlagDescription,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C EPA 415.3 (D) 915 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C EPA 415.3 (T) 914 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L EPA 160.2 64 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L EPA 160.4 72 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered - [1]*,(Bottom) Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Field Notes Notes (Field) - [1]*,North Latitude Decimal Degrees GPS Location - [1]*,West Longitude Decimal Degrees GPS Location - [1]*,Microcystis aeruginosa Field Observations (Water) - [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Secchi Depth Centimeters Secchi Depth - [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) - [1]*,"Air Temperature °F Temperature, Air - [1]*",Water Temperature °C EPA 170.1 (Field) - [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Water Depth at Station Feet Depth of Water Column - [1]*,Weather Observations Weather Observations - [1]*,Wind Velocity Miles/hr Wind Velocity - [1]*,(Bottom) pH pH Units EPA 150.1 (Field) - [1]*,pH pH Units EPA 150.1 (Field) - [1]*
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,3/15/2022 13:25,E0322B0602,3 Feet,,,,Normal Sample,0,86.5,"0.051,0.053**",N/A,85.5,3080,5.81,"0.351,0.351**",1.8,N/A,1.6,N/A,0.22,1.11,0.076,13.9,"6100,6160**",26.7,N/A,5.4,N/A,0.341,"0.07,0.071**",0.68,2.78,1.12,4.55,N/A,17752,12335,N/A,N/A,N/A,1,98.5,9.56,102.8,10.11,48,13.76,59.2,14.17,14,15.4,45.9,"Partly cloudy, ripples to small waves with no white caps, no rain",17.4,7.89,7.96
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,4/26/2022 11:55,E0422B0809,3 Feet,,,,Normal Sample,0,"88.3,88.5**",0.154,N/A,98.7,4190,2.44,0.33,"1.6,1.7**",N/A,"1.6,1.7**",N/A,0.19,1.43,0.136,10.8,7880,62.5,N/A,13.3,N/A,0.352,0.088,0.8,3.2,0.87,3.48,N/A,16982,13696,N/A,N/A,N/A,1,94.1,8.58,93.9,8.64,28,16.84,57.6,17.03,29,29.8,44.9,"Sunny, moderate waves with few white caps, no rain",30.8,7.78,7.83
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,5/25/2022 11:55,E0522B1042,3 Feet,,,,Normal Sample,0,89.2,0.08,N/A,119,5240,2.26,0.361,2.4,N/A,2.2,N/A,0.14,<0.5,0.102,10.9,9440,12.1,N/A,<2.5,N/A,0.313,0.098,0.59,2.46,0.69,2.84,N/A,21110,16193,N/A,N/A,N/A,1,95.2,8.08,101.7,8.58,36,19.7,83.5,20.95,24.8,8.4,45.9,"partly cloudy; ripples to small waves, no white caps; no rain",13,7.79,7.99
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,6/24/2022 12:45,E0622B1300,3 Feet,,,,Normal Sample,0,88,<0.05,N/A,135,6400,4.5,0.254,N/A,2.1,N/A,2,0.17,0.72,0.097,9.07,"11000,11200**",N/A,15.3,N/A,4.3,0.268,0.089,1.09,4.31,0.98,3.84,500,21551,19074,N/A,N/A,N/A,1,100.9,8.16,103.5,8.35,72,22.16,74.8,22.74,8.6,6,46.9,"Sunny; Moderate waves, few white caps; No rain",17.6,7.98,8.03
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,7/22/2022 12:05,E0722B1540,3 Feet,,,,Normal Sample,0,77.8,0.057,N/A,108,4680,3.72,0.125,N/A,1.8,N/A,1.7,0.21,1.03,0.122,8.23,8600,N/A,44.2,N/A,8.4,0.319,0.089,0.97,3.95,0.72,2.97,500,17531,14847,Microcystis not visible on the surface but present in the zooplankton samples,N/A,N/A,2,95.2,7.94,94.5,7.91,36,21.32,71.2,21.68,30.4,19.8,44,"Sunny, large waves with frequent white caps, no rain",23.2,7.95,8.03
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,8/19/2022 11:10,E0822B1864,3 Feet,,,,Normal Sample,0,76.8,0.069,N/A,123,5270,2.18,0.244,N/A,1.8,N/A,1.7,0.14,0.63,0.123,9.32,9740,N/A,31.1,N/A,6.7,0.247,0.102,0.58,2.33,0.5,1.97,500,19471,16838,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A,2,94.6,7.76,95.4,7.88,40,21.79,69.3,21.99,15.9,14.2,43.6,"Sunny, ripples to small waves/no white caps, no rain",21.3,7.95,7.97
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,9/19/2022 12:20,E0922B2131,3 Feet,,,,Normal Sample,0,77.7,<0.05,N/A,135,5810,1.37,0.252,N/A,"1.8,1.9**",N/A,"1.8,1.9**",<0.1,<0.5,0.114,9.17,10800,N/A,11.6,N/A,3.2,0.168,0.099,0.57,2.42,0.74,3.08,500,24238,17966,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A,2,90.7,7.5,99.3,8.36,100,20.46,63.9,20.77,13.2,5.4,44.3,"Cloudy, ripples to small waves/no white caps, light rain",8.3,7.72,7.81
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,10/18/2022 13:15,E1022B2356,3 Feet,,,,Normal Sample,0,77.3,<0.05,N/A,126,5550,2,0.271,N/A,1.4,N/A,1.4,0.11,<0.5,0.103,9.34,10100,N/A,11.3,N/A,3.1,0.179,0.091,0.37,1.52,0.59,2.43,500,24669,16194,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A,2,93.3,8.07,103.4,9.05,108,18,72,19.06,15.2,5.6,44.3,"Partly cloudy, ripples to small waves/no white caps, no rain",8.3,8.27,8.32
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,11/17/2022 11:45,E1122B2614,3 Feet,,1-DissChloride,,Normal Sample,0,78.8,0.115,N/A,118,4850,1.32,0.269,N/A,"1.6,1.9**",N/A,"1.7,1.8**",<0.1,0.72,0.105,9.88,9260,N/A,"23.1,24.7**",N/A,"3.6,3.8**",0.222,0.088,0.36,1.45,0.65,2.62,500,23498,15863,N/A,N/A,N/A,1,90.5,8.69,97.7,9.72,56,13.2,50.7,12.94,19.8,13.7,45.3,"Partly cloudy, ripples to small waves with no white caps, no rain",4.4,7.63,7.64
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,12/16/2022 10:30,E1222B2862,3 Feet,,,,Normal Sample,0,75.2,0.124,N/A,72.1,2930,0.93,0.324,N/A,2.1,N/A,2,<0.1,<0.5,0.091,11.9,"5660,5680**",N/A,23.3,N/A,3.9,0.241,0.075,0.41,1.69,0.39,1.62,500,19900,10701,N/A,N/A,N/A,1,91.8,9.56,93.2,10.18,40,10.21,40.1,9.73,25.6,13.9,45.6,"partly cloudy; ripples to small waves, no white caps; no rain",13,7.65,7.71
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,1/7/2022 9:35,E0122B0051,3 Feet,,,,Normal Sample,0,75.1,0.098,N/A,"20.6,20.7**",35.8,<0.5,1.42,9.7,N/A,9.5,N/A,1.06,0.82,0.229,"17.8,18**",212,3.3,N/A,<2.5,N/A,1.01,0.21,0.86,3.4,0.79,3.14,N/A,354,353,N/A,N/A,N/A,1,71.2,8.16,75.2,8.62,84,9.29,47.3,9.31,9.1,8.7,14.8,"Overcast, no waves/flat, light rain",10.2,7.1,7.28
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,2/9/2022 11:40,E0222B0352,3 Feet,,,,Normal Sample,0,89.4,"<0.05,<0.05**",N/A,22.1,40.2,1.08,"0.576,0.579**",5.9,N/A,5.7,N/A,0.52,0.5,0.076,15.5,208,<2.5,N/A,<2.5,N/A,0.603,"0.077,0.078**",0.73,2.97,0.84,3.43,N/A,359,360,N/A,N/A,N/A,1,94.2,10.44,95.1,10.53,220,10.72,53.2,10.78,1.9,1.9,19,"Partly cloudy, no waves/flat, no rain",4.1,7.62,7.7
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,3/11/2022 12:10,E0322B0509,3 Feet,,,,Normal Sample,0,92.8,0.067,N/A,"24.2,24.7**",45.3,0.82,0.422,5,N/A,5,N/A,0.34,0.6,0.05,"7.14,7.38**",225,<2.5,N/A,<2.5,N/A,0.412,<0.05,0.82,3.37,0.65,2.67,N/A,406,404,N/A,N/A,N/A,1,103.5,10.87,102.5,10.67,220,13.07,58.6,13.45,2,1.5,18,"sunny; no waves, flat; no rain",2,8.12,8.14
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,4/22/2022 9:05,E0422B0716,3 Feet,Used lower grade DI water to rinse filtering equipment,1-TKN,,Normal Sample,0,86.8,<0.05,N/A,"21.1,21.1**",46.4,1.25,0.437,4.1,N/A,4,N/A,0.34,0.89,0.092,"6.08,6.14**",214,<2.5,N/A,<2.5,N/A,0.388,0.083,0.61,2.44,0.67,2.69,N/A,398,397,N/A,N/A,N/A,1,90.9,8.73,91.8,8.8,160,17.28,53.6,17.37,1.9,1.8,18.4,"Partly cloudy, no waves/flat, no rain",4.5,7.87,7.91
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,5/23/2022 10:30,E0522B0952,3 Feet,,,,Normal Sample,0,84.3,<0.05,N/A,19.3,43.7,2.08,0.177,4.8,N/A,4.7,N/A,0.24,1.26,0.12,6.78,204,<2.5,N/A,<2.5,N/A,0.342,0.109,0.5,2.08,0.56,2.34,500,375,375,N/A,N/A,N/A,1,95.3,8.5,100.4,8.94,188,20.96,76.3,21.04,2.2,1.9,16.7,"Sunny; No waves, flat; No rain",12.8,8.04,8.2
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,6/22/2022 11:30,E0622B1225,3 Feet,,,,Normal Sample,0,80.4,<0.05,N/A,18.8,60,2.78,0.178,N/A,4.9,N/A,5,0.29,0.9,0.126,7.99,219,N/A,<2.5,N/A,<2.5,0.354,0.12,0.69,2.68,0.74,2.92,500,404,414,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A,3,84.3,7.05,83,6.92,184,24.31,85.3,24.41,2.1,2,16.4,"Partly cloudy, no waves/flat, no rain",3.6,7.85,8.22
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,7/20/2022 10:45,E0722B1447,3 Feet,,,,Normal Sample,0,71.6,<0.05,N/A,16.2,42,3.45,<0.05,N/A,4.3,N/A,4.5,0.21,1.52,0.115,11,171,N/A,3.4,N/A,<2.5,0.319,0.105,0.83,3.42,0.92,3.75,500,315,317,N/A,N/A,N/A,2,75,6.02,80.6,6.45,188,26.58,78.6,26.68,2.6,2.4,16.7,"Sunny, no waves/flat, no rain",4,7.61,7.79
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,8/17/2022 9:20,E0822B1771,3 Feet,,,,Normal Sample,0,61.8,<0.05,N/A,13.7,25,1.96,<0.05,N/A,3.3,N/A,3.4,0.19,1.11,0.087,12.4,134,N/A,"3.3,3.3**",N/A,"<2.5,<2.5**",0.278,0.074,0.58,2.33,0.66,2.63,500,231,233,N/A,N/A,N/A,2,78.9,6.44,82.4,6.72,180,25.71,77.4,25.73,1.9,1.9,17.4,"cloudy; no waves, flat; no rain",7.5,7.66,7.86
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,9/15/2022 9:40,E0922B2056,3 Feet,,,,Normal Sample,0,64.7,<0.05,N/A,14.8,27,4.94,<0.05,N/A,3.5,N/A,3.4,0.15,0.95,0.105,15.4,140,N/A,2.6,N/A,<2.5,0.264,0.093,0.69,2.91,0.71,2.96,500,252,250,N/A,N/A,N/A,2,77.8,6.58,80.4,6.79,180,23.71,64.6,23.81,2.2,2,17.7,"Partly cloudy, ripples to small waves with no white caps, no rain",10.7,7.45,7.64
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,10/14/2022 10:30,E1022B2308,3 Feet,,,,Normal Sample,0,67.3,<0.05,N/A,"15.5,15.7**",46.4,1.89,0.056,N/A,3.7,N/A,3.8,0.22,0.97,0.072,"10.1,10.3**",186,N/A,"<2.5,<2.5**",N/A,"<2.5,<2.5**",0.258,0.07,0.5,2.05,0.59,2.39,500,331,336,N/A,N/A,N/A,3,81.1,7.19,85.2,7.61,180,21.26,64,20.88,2,1.8,17.7,"Sunny, no waves/flat, no rain",4.4,7.93,8.1
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,11/15/2022 13:50,E1122B2521,3 Feet,,,,Normal Sample,0,74.2,<0.05,N/A,20.5,75.6,2.36,0.198,N/A,3.8,N/A,3.9,0.22,<0.5,0.075,7.78,246,N/A,<2.5,N/A,<2.5,0.255,0.066,0.61,2.44,0.6,2.38,500,457,457,N/A,N/A,N/A,1,97.4,10.36,98.7,10.46,292,12.53,59.6,12.69,0.9,0.9,17.4,"Sunny, no waves/flat, no rain",6.6,7.82,8.03
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,12/14/2022 12:25,E1222B2769,3 Feet,,,,Normal Sample,0,"75.9,75.9**","0.06,0.061**",N/A,20.8,72,0.76,"0.464,0.465**",N/A,4.6,N/A,4.3,0.26,<0.5,"0.08,0.082**",8.14,245,N/A,2.7,N/A,<2.5,"0.363,0.39**","0.071,0.072**",0.45,1.85,0.48,1.97,500,464,464,N/A,N/A,N/A,1,86.7,9.82,87,9.83,220,9.81,43.3,9.92,2.9,2.8,16.7,"Partly cloudy, no waves/flat, no rain",2,7.68,7.71
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,1/13/2022 11:55,E0122B0236,3 Feet,,,,Normal Sample,0,92.9,0.12,N/A,178,8640,2.51,0.504,1.2,N/A,1.3,N/A,0.17,0.54,0.098,10.8,15300,22.4,N/A,6.9,N/A,0.323,0.082,0.53,2.09,0.77,3.06,N/A,36554,26353,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,89.5,8.5,91.4,9.15,44,11.14,48.9,10.76,11.2,11.7,57.4,"Partly cloudy, ripples to small waves, no white caps, no rain",10.9,7.82,7.79
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,2/15/2022 13:10,E0222B0444,3 Feet,,1-TDS,,Normal Sample,0,102,0.091,N/A,228,11400,2.72,0.421,0.8,N/A,0.7,N/A,0.2,1.29,0.099,8.43,20400,51.4,N/A,18.6,N/A,0.297,0.083,0.6,2.46,0.75,3.05,N/A,33950,32282,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,93.7,8.72,106.5,9.96,44,12.58,55.2,12.69,23.4,15.9,58.7,"Sunny, ripples to small waves with no white caps, no rain",15.4,7.82,7.83
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,3/17/2022 13:20,E0322B0651,3 Feet,,,,Normal Sample,0,102,0.068,N/A,244,10800,1.56,0.301,0.8,N/A,0.7,N/A,<0.1,<0.5,0.106,7.61,20340,32.4,N/A,11,N/A,0.237,0.082,0.7,2.87,0.75,3.08,N/A,34666,31755,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,97.5,8.8,105.7,9.6,76,13.87,56.7,14.21,12.8,10.2,61.7,"Partly cloudy, ripples to small waves/no white caps, no rain",11.9,7.95,7.96
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,4/28/2022 13:40,E0422B0901,3 Feet,,1-DissChloride,,Normal Sample,0,102,0.097,N/A,229,10900,3.21,0.298,1.8,N/A,1.5,N/A,0.16,0.57,0.124,7.09,20400,40,N/A,13.5,N/A,0.304,0.092,1.28,5.15,0.95,3.8,N/A,34261,32025,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,93,8.05,99.1,8.57,48,16,55.2,16.5,111.9,11,61,"Partly cloudy, moderate waves/few white caps, no rain",27.4,7.83,7.9
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,5/26/2022 11:35,E0522B1080,3 Feet,,,,Normal Sample,0,106,0.075,N/A,285,13300,4.15,0.27,1.6,N/A,1.7,N/A,0.13,1.37,0.136,6.08,23800,"42,43.3**",N/A,"7,7**",N/A,0.275,0.094,0.93,3.8,0.84,3.43,250,39179,38051,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,95.1,7.72,95.8,7.78,32,18.18,54.2,18.46,30.2,19.4,58.7,"Cloudy, moderate waves/few white caps, no rain",30,7.86,7.87
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,6/28/2022 15:25,E0622B1380,3 Feet,,,,Normal Sample,0,109,0.064,N/A,285,13500,3.48,0.267,N/A,1.7,N/A,1.5,0.16,0.82,0.123,5.81,23200,N/A,32.3,N/A,7.2,0.299,0.104,0.82,3.23,0.75,2.95,500,39136,37054,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,95.5,7.35,97.3,7.55,72,21.08,74.1,21.11,30.6,10.9,61,"Sunny, ripples to small waves with no white caps, no rain",16,7.89,7.95
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,7/26/2022 14:10,E0722B1632,3 Feet,,,,Normal Sample,0,103,0.114,N/A,261,12000,2.19,0.229,N/A,1,N/A,1.1,0.19,0.85,0.137,5.59,21800,N/A,34.5,N/A,7.6,0.358,0.11,0.84,3.45,0.62,2.57,500,38682,35669,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,92.3,7.3,96,7.65,56,19.66,69.1,19.92,52.8,17,57.7,"sunny; moderate waves, few white caps; no rain",14.5,7.96,7.97
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,8/23/2022 13:10,E0822B1956,3 Feet,,,,Normal Sample,0,99.6,<0.05,N/A,252,12100,19.5,0.237,N/A,"1.3,1.5**",N/A,"1.4,1.8**",0.23,0.84,0.134,6.16,21600,N/A,17.9,N/A,5.2,0.314,0.103,3.99,16.07,3.52,14.14,500,38505,34677,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm. Elevated chlorophyll fluorescence values at this station were later confirmed to be related to the bloom of Heterosigma akashiwo originating from South San Francisco Bay.",N/A,N/A,1,121.6,9.38,106.8,8.21,76,21.09,70.2,22.09,44,7.2,57.7,"Sunny, ripples to small waves with no white caps, no rain",14.2,8.31,8.19
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,9/21/2022 13:00,E0922B2211,3 Feet,,,,Normal Sample,0,101,0.06,N/A,300,13100,3.45,0.195,N/A,1.3,N/A,1.6,0.11,0.5,0.136,7.05,23900,N/A,"22,22.4**",N/A,"7.9,7.9**",0.226,0.113,0.56,2.36,0.71,2.96,500,38327,37067,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,87.6,6.91,92.9,7.31,72,19.94,67.1,20.33,30.7,7.6,56.1,"partly cloudy; ripples to small waves, no white caps; no rain",12.9,7.87,7.8
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,10/20/2022 11:45,E1022B2418,3 Feet,,,,Normal Sample,0,101,0.102,N/A,284,12600,2.56,0.234,N/A,1.6,N/A,1.5,<0.1,0.61,0.131,5.95,23400,N/A,14.3,N/A,<2.5,0.146,0.114,0.61,2.5,0.82,3.35,500,39404,37222,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,87.4,7.09,94.1,7.65,84,18.22,60.8,18.59,24.3,9.4,60,"Sunny, ripples to small waves with no white caps, no rain",9.2,7.97,8
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,11/21/2022 13:25,E1122B2706,3 Feet,,,,Normal Sample,0,100,0.111,N/A,259,12600,1.86,0.297,N/A,1.2,N/A,1.5,<0.1,0.53,0.118,5.35,23000,N/A,27.4,N/A,5.2,0.156,0.095,0.81,3.26,0.78,3.1,500,40839,36970,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,89.8,8.08,92.3,8.43,76,12.78,52.9,12.84,24,9.9,57.4,"Partly cloudy, Ripples to small waves, no white caps, No rain",14,7.75,7.77
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,12/20/2022 12:55,E1222B2954,3 Feet,,,,Normal Sample,0,98.6,0.128,N/A,240,11600,1.42,0.308,N/A,1.6,N/A,1.5,<0.1,<0.5,0.086,6.04,20900,N/A,17.2,N/A,3.8,0.243,0.084,0.52,2.13,0.74,3.02,500,39605,33724,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,93.5,8.97,100,9.87,84,10.05,42.2,9.97,21.2,6.7,59.7,"sunny; ripples to small waves, no white caps; no rain",19.2,7.82,7.92
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,1/13/2022 12:15,E0122B0237,3 Feet,,,,Normal Sample,0,93.2,0.118,N/A,184,8550,1.54,0.5,1.4,N/A,1.4,N/A,0.14,0.54,0.094,10.9,15600,"20.8,23.3**",N/A,"7.2,7.8**",N/A,0.296,0.08,0.48,1.88,0.82,3.26,N/A,33806,25248,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,88.9,8.57,91.2,9.18,68,11,51.1,10.76,14,7.5,63,"Partly cloudy, no waves, flat, no rain",2.8,7.81,7.78
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,2/15/2022 13:25,E0222B0445,3 Feet,,1-TDS,,Normal Sample,0,96.9,0.111,N/A,192,9480,2.06,0.479,0.9,N/A,0.9,N/A,0.16,0.61,0.095,9.95,17000,"13.2,15.3**",N/A,"2.8,3.8**",N/A,0.304,0.087,0.58,2.39,0.64,2.61,N/A,31467,28802,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,93,8.76,104,9.86,60,12.51,55,12.71,21.7,8.1,62.7,"Sunny, ripples to small waves with no white caps, no rain",14.1,7.81,7.84
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,3/17/2022 13:35,E0322B0652,3 Feet,,,,Normal Sample,0,99.3,0.08,N/A,212,9500,0.91,0.327,0.9,N/A,0.8,N/A,0.11,<0.5,0.102,9.29,17600,"21.2,22.4**",N/A,"6.2,6.2**",N/A,0.227,0.084,0.61,2.51,0.54,2.24,N/A,30693,28470,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,96.4,8.84,108.1,9.95,80,13.91,58.6,14.21,15.3,16.2,73.2,"Partly cloudy, ripples to small waves/no white caps, no rain",11.9,7.95,7.96
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,4/28/2022 14:00,E0422B0902,3 Feet,,1-DissChloride,,Normal Sample,0,103,0.105,N/A,218,10700,2.64,0.306,1.7,N/A,1.7,N/A,0.15,<0.5,0.115,6.99,"19500,19700**","27.8,31**",N/A,"10.4,11.3**",N/A,0.292,0.093,0.85,3.39,0.75,3,N/A,31761,30909,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,92.4,8.06,98.5,8.56,64,16.17,57.2,16.49,27.3,8.5,11.2,"Partly cloudy, ripples to small waves/no white caps, no rain",14.4,7.83,7.93
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,5/26/2022 11:50,E0522B1081,3 Feet,,,,Normal Sample,0,"104,106**",0.093,N/A,257,11900,2.94,0.306,"1.7,1.7**",N/A,"1.7,2**",N/A,<0.1,0.61,0.131,6.82,21700,13.7,N/A,<2.5,N/A,0.233,0.098,0.79,3.23,0.7,2.9,500,35910,34735,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,96.6,7.86,96.2,7.84,52,18.78,56.5,18.96,22.6,8.2,49.2,"Cloudy, moderate waves/few white caps, no rain",31.4,7.86,7.86
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,6/28/2022 15:40,E0622B1381,3 Feet,,,,Normal Sample,0,103,0.066,N/A,255,11800,4.93,0.263,N/A,1.6,N/A,1.6,0.19,0.59,0.119,6.29,20800,N/A,"17.6,18.7**",N/A,"4.3,4.3**",0.321,0.104,0.69,2.72,0.65,2.52,500,35107,33498,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm.",N/A,N/A,1,93.8,7.36,97.2,7.64,64,20.88,79,21.07,24.5,9.1,16.4,"Sunny, ripples to small waves with no white caps, no rain",20.5,7.9,8
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,7/26/2022 14:30,E0722B1633,3 Feet,,,,Normal Sample,0,97.3,0.113,N/A,231,10100,1.86,0.216,N/A,"1.1,1.1**",N/A,"1.2,1.2**",0.16,0.61,0.127,6.09,19000,N/A,34.7,N/A,7.5,0.316,0.112,0.68,2.78,0.49,2.05,500,35037,32716,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,90.7,7.29,98.4,7.95,44,19.63,73,19.87,70.7,15.4,49.2,"sunny; moderate waves, few white caps; no rain",17.3,7.95,7.96
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,8/23/2022 13:25,E0822B1957,3 Feet,,,,Normal Sample,0,96.5,0.07,N/A,250,11400,11.7,0.282,N/A,1.5,N/A,1.5,0.12,1,0.138,6.55,21200,N/A,25.1,N/A,6.5,0.295,0.111,1.57,6.29,1.01,4.04,500,35082,33744,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A,1,100.2,7.84,95.8,7.51,68,21.11,73.4,21.26,29.7,8.8,86.6,"Sunny, moderate waves with few white caps, no rain",17.1,8.11,8.06
