Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
Blank; Equipment,Blank; Equipment,02/14/2023 13:20,E0223B0308,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,02/15/2023 13:40,E0223B0350,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,02/16/2023 15:10,E0223B0444,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,02/10/2023 12:30,E0223B0224,3 Feet,,Normal Sample,0,65.9,<0.05,N/A,18.3,37.8,9.06,376,0.772,5.2,5.1,0.5,1.59,0.16,13.7,219,13.3,2.9,0.602,0.113,N/A, 2.47, 9.99, 2.35, 8.7, 500, 372, 372,Could not reach bottom of the channel; bottom readings taken at 8 feet. Samples collected with a Van Dorn.,N/A,N/A, 1, 88.6, 9.74, 88.5, 9.72,N/A, 11.12, 63, 11.12, 10.5, 10.2,N/A,"Partly cloudy, no waves/flat, no rain", 8, 7.43, 7.46
C9 - West Canal @ Clifton Court Intake,B9C74981333,02/10/2023 11:00,E0223B0223,3 Feet,,Normal Sample,0,66.1,0.085,N/A,"21.1,21.2**",43.1,0.68,409,1.73,7.3,7,0.54,0.89,0.16,"15.5,15.6**",244,10.9,<2.5,0.823,0.131,N/A, 0.61, 2.58, 0.67, 2.75, 500, 406, 401,N/A,N/A,N/A, 1, 83, 9.3, 83.3, 9.34,N/A, 10.23, 55, 10.24, 13.8, 13.5, 13.3,"Partly cloudy, no waves/flat, no rain", 10, 7.17, 7.3
D10 - Sacramento River @ Chipps Island,B9D80281551,02/16/2023 13:50,E0223B0447,3 Feet,,Normal Sample,0,72.5,0.073,N/A,19.3,155,1.77,789,0.74,3.6,3.6,0.32,0.61,0.119,17.7,424,26.2,3.6,0.449,0.087,N/A, 0.39, 1.64, 0.5, 2.07, 250, 4407, 798,N/A,N/A,N/A, 1, 94.2, 10.52, 95.7, 10.82, 44, 9.8, 48.4, 9.79, 42, 24.2, 40.4,"overcast, no waves, flat, no rain", 9.9, 7.69, 7.95
D10 - Sacramento River @ Chipps Island,B9D80281551,02/16/2023 13:50,E0223B0448,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0447,71.8,0.071,N/A,19,157,1.74,795,0.743,3.8,3.8,0.3,0.66,"0.115,0.119**",17,"414,418**","24.4,24.4**","4,4**","0.419,0.471**",0.088,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,02/13/2023 09:10,E0223B0247,3 Feet,,Normal Sample,0,69.6,0.076,N/A,16.2,23.5,1.44,286,0.785,4,3.9,0.35,0.73,0.118,17.5,170,22.6,3.8,0.648,0.087,N/A, 0.49, 2.02, 0.46, 1.9, 250, 281, 277,N/A,N/A,N/A, 1, 91.4, 10.35, 92.7, 10.49, 28, 9.83, 43.9, 9.86, 27, 21.8, 38.1,"sunny; no waves, flat; no rain", 5.2, 7.53, 7.62
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,02/13/2023 09:10,E0223B0250,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0247,70.5,0.069,N/A,15.8,25.2,1.46,282,0.759,4.2,3.9,0.32,0.68,0.112,17.5,166,20.7,3.3,0.44,0.084,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D16 - San Joaquin River @ Twitchell Island,B9D80581401,02/13/2023 10:15,E0223B0309,3 Feet,,Normal Sample,0,67.6,<0.05,<0.1,15.6,18.3,1.17,249,0.712,4,4,0.32,0.58,0.089,17.5,"151,152**",8.4,<2.5,0.384,0.072,N/A, 0.38, 1.58, 0.4, 1.69, 500, 245, 244,N/A,N/A,N/A, 1, 91.6, 10.34, 92.9, 10.48, 56, 9.95, 47.1, 10.02, 13, 12.4, 47.2,"Sunny, ripples to small waves with no white caps, no rain", 7.4, 7.34, 7.43
D19 - Frank's Tract near Russo's Landing,B9D80261369,02/13/2023 11:15,E0223B0248,3 Feet,,Normal Sample,0,64.4,"0.06,0.062**",<0.1,16.2,25.1,1.6,274,"0.881,0.883**",5.1,5.2,0.4,<0.5,0.111,17,164,8.2,<2.5,0.513,"0.089,0.089**",N/A, 0.49, 2.03, 0.47, 1.97, 500, 271, 271,No zooplankton tow,N/A,N/A, 1, 90.6, 10.2, 92.2, 10.32, 40, 10.08, 50.2, 10.36, 12.7, 12.4, 20.7,"sunny; ripples to small waves, no white caps; no rain", 0.6, 7.3, 7.38
D22 - Sacramento River @ Emmaton,B9D80511443,02/15/2023 11:45,E0223B0352,3 Feet,,Normal Sample,0,72.3,<0.05,N/A,"15.5,15.6**",15.3,1.93,241,0.598,"3.3,3.3**","2.9,3**",0.31,0.55,0.087,"18.2,18.4**",152,"13.9,14.1**","<2.5,<2.5**",0.341,0.069,N/A, 0.38, 1.62, 0.42, 1.75, 500, 240, 238,N/A,N/A,N/A, 1, 94.6, 10.73, 97.5, 11.04, 36, 9.76, 47.8, 9.84, 18.3, 16.1, 31.5,"Sunny, ripples to small waves/no white caps, no rain", 20.3, 7.6, 7.74
D26 - San Joaquin River @ Potato Point,B9D80461340,02/14/2023 09:40,E0223B0310,3 Feet,,Normal Sample,0,62.5,0.056,N/A,14.8,16.5,2.18,229,0.684,4.7,4.6,0.35,1.05,"0.102,0.103**",16.9,142,14.1,<2.5,"0.442,0.475**",0.077,N/A, 0.56, 2.33, 0.54, 2.26, 500, 225, 225,N/A,N/A,N/A, 1, 92, 10.33, 93.2, 10.48, 56, 10.17, 45.1, 10.15, 13.6, 12.9, 39.7,"Sunny, ripples to small waves with no white caps, no rain", 18.6, 7.24, 7.4
D26 - San Joaquin River @ Potato Point,B9D80461340,02/14/2023 09:40,E0223B0313,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0310,62.1,0.064,N/A,14.8,16.5,2.1,227,0.683,4.8,4.7,0.36,1.11,0.101,16.9,146,13.6,2.6,0.459,0.077,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D28A - Old River @ Rancho Del Rio,B9D75821344,02/13/2023 12:15,E0223B0249,3 Feet,,Normal Sample,0,60.9,0.064,N/A,"16.4,16.5**",24.4,1.57,282,0.971,6.1,5.9,0.42,0.51,0.123,"15.8,15.9**",169,5.2,<2.5,0.551,0.104,N/A, 0.53, 2.2, 0.69, 2.85, 500, 279, 276,N/A,N/A,N/A, 1, 90.5, 10.07, 96.3, 10.67, 60, 10.6, 54.7, 10.74, 9.3, 10.1, 19,"sunny; no waves, flat; no rain", 2.1, 7.35, 7.62
D4 - Sacramento River above Point Sacramento,B9D80381492,02/15/2023 10:55,E0223B0351,3 Feet,,Normal Sample,0,71.3,"0.069,0.07**",N/A,17.9,77.3,1.63,498,"0.728,0.729**","3.7,3.7**","3.7,3.8**",0.36,0.78,0.128,17.8,283,36.4,4.8,0.469,"0.083,0.084**",N/A, 0.45, 1.89, 0.55, 2.27, 250, 501, 497,N/A,N/A,N/A, 1, 94.4, 10.76, 98.4, 11.2, 20, 9.53, 46, 9.56, 37.6, 32.5, 28.9,"Sunny, ripples to small waves/no white caps, no rain", 24.6, 7.59, 7.64
D41 - San Pablo Bay near Pinole Point,E0B80182224,02/07/2023 15:00,E0223B0202,3 Feet,,Normal Sample,0,86.6,"0.094,0.095**",N/A,187,8670,2.72,25600,"0.535,0.536**",1.7,1.6,0.11,<0.5,0.093,8.61,15700,10.2,2.6,0.259,"0.085,0.086**",N/A, 0.48, 1.99, 1.01, 4.13, 500, 37365, 28387,N/A,N/A,N/A, 1, 92, 8.67, 97.5, 9.45, 80, 11.37, 51.4, 11.82, 21.3, 7.3, 39.7,"Partly cloudy, ripples to small waves with no white caps, no rain", 6.6, 7.79, 7.83
D41 - San Pablo Bay near Pinole Point,E0B80182224,02/07/2023 15:00,E0223B0206,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0202,86.4,0.087,N/A,194,9200,3.28,27200,0.511,2,2,0.11,<0.5,0.097,8.43,16800,14,3.4,0.252,0.084,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,02/07/2023 13:25,E0223B0201,3 Feet,,Normal Sample,0,79.4,0.117,N/A,142,6620,2.11,19900,0.618,2,2,0.21,<0.5,0.096,10.4,11800,14.3,3,0.358,0.087,N/A, 0.51, 2.12, 0.6, 2.46, 500, 22576, 21327,N/A,N/A,N/A, 1, 95.4, 9.76, 99.6, 10.22, 76, 10.49, 48.4, 10.6, 12.6, 9.5, 8.5,"Overcast, no waves/flat, no rain", 1.3, 7.57, 7.49
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,02/16/2023 11:00,E0223B0445,3 Feet,,Normal Sample,0,84.8,0.122,N/A,148,6491,2.2,20300,0.604,2.2,2.2,0.13,<0.5,0.102,10.6,12100,18.8,3.9,0.321,0.088,N/A, 0.47, 1.97, 0.44, 1.85, 500, 30406, 20473,N/A,N/A,N/A, 1, 91.4, 8.94, 102.2, 10.53, 60, 11.03, 39, 10.58, 51.9, 10.3, 45.9,"partly cloudy, ripples to small waves, no white caps, no rain", 12.1, 7.55, 7.33
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,02/06/2023 13:50,E0223B0190,3 Feet,,Normal Sample,0,67.6,0.112,3.59,37.9,1040,1.06,3860,0.792,4,4.4,0.39,1.55,0.177,15.9,2070,73.2,10.8,0.598,0.087,N/A, 0.6, 2.49, 0.52, 2.16, 250, 3888, 3881,N/A,N/A,N/A, 1, 93.6, 10.54, 94.1, 10.55, 16, 9.54, 53.8, 9.73, 57.8, 46.8, 6.9,"sunny; ripples to small waves, no white caps; no rain", 3.1, 7.3, 7.05
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,02/16/2023 12:15,E0223B0446,3 Feet,,Normal Sample,0,74.3,0.112,N/A,40.8,1120,0.89,4100,0.785,3.5,3.4,0.25,0.53,0.123,16.2,2160,27.5,4.4,0.43,0.093,N/A, 0.57, 2.34, 0.55, 2.26, 500, 14181, 4532,N/A,N/A,N/A, 1, 92.7, 9.83, 92.5, 10.3, 22, 10.45, 43.7, 9.92, 35.1, 21.2, 45.9,"overcast, no waves, flat, no rain", 4.9, 7.7, 7.94
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,02/14/2023 11:00,E0223B0311,3 Feet,,Normal Sample,0,72.3,0.066,N/A,19.5,53.5,0.92,320,0.986,"5.7,5.9**","6,6**",0.41,0.54,0.135,16,195,<2.5,<2.5,0.583,0.128,N/A, 0.44, 1.84, 0.47, 1.94, 500, 313, 314,N/A,N/A,N/A, 1, 90, 9.96, 90.2, 9.98, 140, 10.77, 46.8, 10.8, 5.1, 4.7, 18,"Sunny, ripples to small waves with no white caps, no rain", 13.3, 7.19, 7.24
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,02/07/2023 16:40,E0223B0204,3 Feet,,Normal Sample,0,77.2,0.127,N/A,108,4600,1.17,14800,0.678,2.6,2.7,0.13,<0.5,0.101,12.3,8540,27.8,5.3,0.346,0.091,N/A, 0.56, 2.32, 0.44, 1.84, 500, 26594, 15801,N/A,N/A,N/A, 1, 90.2, 9.04, 92.3, 9.73, 44, 10.69, 50.4, 10.39, 52.4, 15.6, 51.5,"Partly cloudy, ripples to small waves with no white caps, no rain", 11, 7.7, 7.72
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,02/07/2023 17:25,E0223B0205,3 Feet,,Normal Sample,0,73.8,0.131,N/A,76.8,2980,0.81,10300,0.735,3,3.2,0.18,<0.5,0.116,13.6,5810,25.3,4.7,0.397,0.093,N/A, 0.56, 2.34, 0.37, 1.57, 500, 24264, 11742,N/A,N/A,N/A, 1, 89.8, 9.11, 92.6, 9.97, 36, 10.54, 48.7, 10.2, 74.9, 16.1, 61.4,"Partly cloudy, ripples to small waves with no white caps, no rain", 10.4, 7.69, 7.78
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,02/06/2023 16:25,E0223B0192,3 Feet,,Normal Sample,0,72.1,0.147,N/A,31.1,628,1.25,2620,0.78,5.3,5.6,0.45,1.4,0.175,15.6,1396,"53.5,57**","8,8.5**",0.764,0.084,N/A, 1.27, 5.14, 1.16, 4.7, 250, 2632, 2633,N/A,N/A,N/A, 1, 92.9, 10.56, 94.5, 10.71, 20, 9.34, 55.9, 9.49, 94.1, 57, 25.3,"sunny; no waves, flat; no rain", 4.4, 7.6, 7.65
NZ068 in Sacramento River,B9D80861414,02/15/2023 12:40,E0223B0353,3 Feet,,Normal Sample,0,71.9,<0.05,N/A,15.1,"9.82,9.83**",1.71,213,0.483,2.5,2.6,0.16,0.55,"0.062,0.063**",18.7,137,9.4,<2.5,"0.229,0.247**",0.055,N/A, 0.27, 1.18, 0.54, 2.25, 500, 210, 210,N/A,N/A,N/A, 1, 96.7, 11.01, 116.9, 13.25, 36, 9.62, 48.7, 9.79, 13.4, 11.8, 20.7,"Sunny, ripples to small waves/no white caps, no rain", 18.3, 7.63, 8.26
NZ068 in Sacramento River,B9D80861414,02/15/2023 12:40,E0223B0354,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0353,71.7,<0.05,N/A,15.1,9.82,1.56,213,0.485,2.7,2.6,0.27,<0.5,0.062,18.5,137,8.3,<2.5,0.24,0.055,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,02/07/2023 15:50,E0223B0203,3 Feet,,Normal Sample,0,79.4,0.112,N/A,140,5870,2.52,18400,0.633,"2.3,2.5**","2.5,2.8**",0.14,<0.5,"0.101,0.106**",11.5,10900,19.2,3.9,"0.302,0.329**",0.089,N/A, 0.38, 1.61, 0.82, 3.34, 500, 32521, 18863,N/A,N/A,N/A, 1, 90.8, 8.79, 96.7, 9.89, 56, 11.06, 51.6, 11.18, 18.1, 11.4, 44.6,"Partly cloudy, ripples to small waves with no white caps, no rain", 11.2, 7.79, 7.84
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,02/06/2023 15:20,E0223B0191,3 Feet,,Normal Sample,0,77.6,0.174,N/A,31.3,600,1.63,2540,0.773,6.1,6.8,0.59,2.74,0.207,14.9,1332,74.8,10.9,0.925,0.074,N/A, 1.57, 6.38, 1.59, 6.44, 250, 2547, 2543,N/A,N/A,N/A, 1, 87.5, 9.96, 88.6, 10.06, 12, 9.3, 57.7, 9.4, 74, 63.9, 17.1,"sunny; no waves, flat; no rain", 5.2, 7.49, 7.42
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,02/06/2023 15:20,E0223B0193,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0191,78.2,0.173,N/A,31.9,586,1.44,2540,0.772,6.3,6.3,0.65,2.85,0.202,15,"1332,1340**",75.8,11.1,0.917,0.074,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P8 - San Joaquin River @ Buckley Cove,B9D75871229,02/14/2023 12:35,E0223B0312,3 Feet,,Normal Sample,0,73.4,0.058,N/A,21.3,51.5,5.63,442,1,5.1,5.2,0.4,2,0.155,14.1,"260,261**","12.1,12.3**","2.9,3.1**",0.583,0.119,N/A, 1.24, 5.04, 1.22, 4.96, 500, 434, 436,"Slightly elevated chlorophyll fluorescence readings, but nothing observed on the water surface or in the collected sample",N/A,N/A, 1, 90.7, 9.97, 100.1, 10.98, 104, 11.11, 46.8, 11.15, 9.3, 7.8, 39.4,"Cloudy, ripples to small waves with no white caps, no rain", 17.8, 7.34, 7.68
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,02/16/2023 14:50,E0223B0398,3 Feet,,Normal Sample,0,72.9,"0.087,0.089**",N/A,24.3,355,1.3,1580,"0.745,0.747**",3.8,3.9,0.36,0.87,"0.127,0.128**",17.3,828,36.9,4.9,"0.445,0.453**","0.088,0.09**",N/A, 0.5, 2.1, 0.54, 2.25, 250, 1763, 1599,"Located at D10 and no additional tow conducted. The boat drifted significantly downstream during the 
D10 tow and during the pump sampling, but EZ2 was found when arriving back at D10.", 38.047656, -121.919923, 1, 94.3, 10.68, 94.6, 10.72, 40, 9.63, 52, 9.64, 31.4, 31, 40.7,"partly cloudy, no waves, flat, no rain", 6.3, 7.71, 7.69
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,02/16/2023 13:10,E0223B0397,3 Feet,,Normal Sample,0,72.7,0.088,N/A,24.9,407,1.31,1740,0.747,"3.8,3.9**","3.9,4**",0.28,0.63,0.118,17.2,920,28.4,4.4,0.434,0.088,N/A, 0.48, 1.98, 0.45, 1.88, 250, 6212, 1640,Located at channel marker 27, 38.051181, -121.933585, 1, 94.2, 10.42, 99.3, 11.26, 38, 9.95, 46.2, 9.59, 34.4, 23.9, 36.7,"overcast, no waves, flat, no rain", 13, 7.73, 7.92
Sacramento River @ Hood - C3A,B9D82211312,02/10/2023 09:00,E0223B0222,3 Feet,,Normal Sample,0,68.8,<0.05,N/A,13.7,8.99,2.54,199,0.405,2.5,2.5,0.14,0.75,0.065,19,"121,122**",22.7,2.9,0.188,<0.05,N/A, 0.52, 2.1, 0.52, 2.15, 500, 197, 197,Could not reach bottom of the channel; bottom readings taken at 10 feet.,N/A,N/A, 1, 94.5, 10.77, 94.6, 10.79,N/A, 9.53, 48, 9.55, 19.6, 18.3,N/A,"Sunny, ripples to small waves/no white caps, no rain", 5, 7.63, 7.69
Sacramento River @ Hood - C3A,B9D82211312,02/10/2023 09:00,E0223B0225,3 Feet,,"Duplicate, Specific Analyte(s)",E0223B0222,69.6,"<0.05,<0.05**",N/A,14.1,9,2.39,199,"0.401,0.401**",2.4,2.4,0.16,0.6,0.066,18.9,124,20.3,2.7,0.191,"<0.05,<0.05**",N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/10/2023 14:15,E0323B0449,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/13/2023 11:15,E0323B0460,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/15/2023 13:15,E0323B0526,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/16/2023 12:45,E0323B0641,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/17/2023 15:50,E0323B0561,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,03/20/2023 15:25,E0323B0745,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,0.012,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,03/10/2023 10:45,E0323B0452,3 Feet,,Normal Sample,0,43.4,<0.05,N/A,"10.5,10.9**",13.8,10.5,177,0.431,4.7,4.6,0.38,2.34,0.129,"13.1,13.4**","116,117**",30.7,4.3,0.483,0.07,N/A, 2.67, 10.62, 2.41, 9.66, 500, 177, 177,"Samples collected with a Van Dorn. A lot of vegetation present on the surface of the water near the station. Strong current present, making it difficult to get the sonde to remain at the bottom of the water column.",N/A,N/A, 1, 89.9, 10.1, 89.9, 10.1,N/A, 10.2, 56, 10.2, 20.9, 19.4, 13.8,"Overcast, no waves/flat, light rain", 5, 6.97, 7.01
C9 - West Canal @ Clifton Court Intake,B9C74981333,03/10/2023 09:15,E0323B0451,3 Feet,,Normal Sample,0,66.2,0.079,N/A,20.1,45.9,2.26,406,1.08,5.3,5.7,0.47,2.92,"0.142,0.147**",13.1,241,24.9,5.4,"0.68,0.698**",0.089,N/A, 0.64, 2.64, 0.64, 2.62, 500, 399, 404,N/A,N/A,N/A, 1, 93.3, 10.51, 93.4, 10.53,N/A, 10.03, 51, 10.04, 18.7, 17.5, 15.6,"Overcast, no waves/flat, no rain", 6, 7.36, 7.39
C9 - West Canal @ Clifton Court Intake,B9C74981333,03/10/2023 09:15,E0323B0453,3 Feet,,"Duplicate, Specific Analyte(s)",E0323B0451,66.1,0.08,N/A,20.8,45.5,2.2,403,1.08,5.8,5.6,0.48,3.15,0.141,13.8,240,25.5,5.5,0.561,0.086,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
